"cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","sex","size","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"Mel_2183","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002699","GSM993581","Crawford","Duke",2,"ddaf018e132cba0be42562c4881443bd",,,"wgEncode",2,,"1.2M",6080,,"wgEncodeDukeAffyExonMel2183SimpleSignalRep2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonMel2183SimpleSignalRep2.bigBed","wgEncodeDukeAffyExonMel2183SimpleSignalRep2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMel2183SimpleSignalRep2.bigBed"
"Melano","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001073",,"Crawford","Duke",1,"5e8c0e7af3549459a6a88955ca1e0ccf","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonMelanoSimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonMelanoSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonMelanoSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMelanoSimpleSignalRep1.broadPeak.gz"
"Melano","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001073","GSM993582","Crawford","Duke",2,"2b36cb7ad0fc7bf0b02b7f0fcffa6a7f",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonMelanoSimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonMelanoSimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonMelanoSimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMelanoSimpleSignalRep1V2.bigBed"
"Melano","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001073",,"Crawford","Duke",1,"0d399ef28a3cd88e93196059a2eb359a","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonMelanoSimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonMelanoSimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonMelanoSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMelanoSimpleSignalRep2.broadPeak.gz"
"Melano","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001073","GSM993583","Crawford","Duke",2,"eff8dfe635fcf9dd965bb8c6eb1e69ab",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonMelanoSimpleSignalRep2V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonMelanoSimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonMelanoSimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMelanoSimpleSignalRep2V2.bigBed"
"Melano","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001073",,"Crawford","Duke",1,"90b7989d4a177c2194c6b3321260f01f","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",3,,"2.2M",3200,,"wgEncodeDukeAffyExonMelanoSimpleSignalRep3","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonMelanoSimpleSignalRep3.broadPeak.gz","wgEncodeDukeAffyExonMelanoSimpleSignalRep3.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMelanoSimpleSignalRep3.broadPeak.gz"
"Melano","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001073","GSM993584","Crawford","Duke",2,"42e720b1ade3e9f18277da57235db23e",,,"wgEncode",3,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonMelanoSimpleSignalRep3V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonMelanoSimpleSignalRep3V2.bigBed","wgEncodeDukeAffyExonMelanoSimpleSignalRep3V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMelanoSimpleSignalRep3V2.bigBed"
"Melano","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001073",,"Crawford","Duke",1,"bdedf7b746dc63c108ac26c725e9f7dc","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",4,,"2.2M",3200,,"wgEncodeDukeAffyExonMelanoSimpleSignalRep4","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonMelanoSimpleSignalRep4.broadPeak.gz","wgEncodeDukeAffyExonMelanoSimpleSignalRep4.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMelanoSimpleSignalRep4.broadPeak.gz"
"Melano","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001073","GSM993585","Crawford","Duke",2,"8f48f9d8fee311297c6d5569f0b052a8",,,"wgEncode",4,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonMelanoSimpleSignalRep4V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonMelanoSimpleSignalRep4V2.bigBed","wgEncodeDukeAffyExonMelanoSimpleSignalRep4V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMelanoSimpleSignalRep4V2.bigBed"
"Myometr","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001074",,"Crawford","Duke",1,"4039b7d136038d5bdf78ba320c1bd1ea","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonMyometrSimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonMyometrSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonMyometrSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMyometrSimpleSignalRep1.broadPeak.gz"
"Myometr","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001074","GSM993586","Crawford","Duke",2,"76f42a6ad8bc00ddbbc9413ff20b93ec",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonMyometrSimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonMyometrSimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonMyometrSimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMyometrSimpleSignalRep1V2.bigBed"
"Myometr","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001074",,"Crawford","Duke",1,"5961d2f6b8389f38616cbf01f3d78740","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonMyometrSimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonMyometrSimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonMyometrSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMyometrSimpleSignalRep2.broadPeak.gz"
"Myometr","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001074","GSM993587","Crawford","Duke",2,"30502ef48ba5149fe4ac067e6519092c",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonMyometrSimpleSignalRep2V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonMyometrSimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonMyometrSimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMyometrSimpleSignalRep2V2.bigBed"
"NH-A","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000214",,"Crawford","Duke",1,"3275891c918dcee733b1fb4a1523bd15","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonNhaSimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonNhaSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonNhaSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonNhaSimpleSignalRep1.broadPeak.gz"
"NH-A","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000214","GSM993459","Crawford","Duke",2,"e338a2c0b10b82a983751878fc1dc99b",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonNhaSimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonNhaSimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonNhaSimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonNhaSimpleSignalRep1V2.bigBed"
"NH-A","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000214",,"Crawford","Duke",1,"ab729c0d011c3124fd227a159cfaff51","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonNhaSimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonNhaSimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonNhaSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonNhaSimpleSignalRep2.broadPeak.gz"
"NH-A","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000214","GSM993460","Crawford","Duke",2,"75be2ec5fdf7f217270ea4861e40d233",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonNhaSimpleSignalRep2V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonNhaSimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonNhaSimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonNhaSimpleSignalRep2V2.bigBed"
"NHEK","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000239",,"Crawford","Duke",1,"35c2ef3e06aa1230d7acf2e3f846e10f","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonNhekSimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonNhekSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonNhekSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonNhekSimpleSignalRep1.broadPeak.gz"
"NHEK","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000239","GSM993588","Crawford","Duke",2,"c17c65321b0ecf7cf14ce01547c1ec75",,,"wgEncode",1,"F","1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonNhekSimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonNhekSimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonNhekSimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonNhekSimpleSignalRep1V2.bigBed"
"NHEK","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000239",,"Crawford","Duke",1,"8af9b238b99675389155f3e0da1ea949","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonNhekSimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonNhekSimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonNhekSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonNhekSimpleSignalRep2.broadPeak.gz"
"NHEK","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000239","GSM993589","Crawford","Duke",2,"b9f9b287eeee5adb2b106e583bea49dc",,,"wgEncode",2,"F","1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonNhekSimpleSignalRep2V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonNhekSimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonNhekSimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonNhekSimpleSignalRep2V2.bigBed"
"Osteobl","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000240","GSM993590","Crawford","Duke",2,"8334c9006f3b7cd1742425e3c92cd31a",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonOsteoSimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonOsteoSimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonOsteoSimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonOsteoSimpleSignalRep1V2.bigBed"
"Osteobl","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000240","GSM993591","Crawford","Duke",2,"c99fe30e4641bbe6699747ed821ca864",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonOsteoSimpleSignalRep2V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonOsteoSimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonOsteoSimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonOsteoSimpleSignalRep2V2.bigBed"
"Osteobl","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000240","GSM993592","Crawford","Duke",2,"2eefd713003944a3d12ba654e713f7f2",,,"wgEncode",3,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonOsteoSimpleSignalRep3V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonOsteoSimpleSignalRep3V2.bigBed","wgEncodeDukeAffyExonOsteoSimpleSignalRep3V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonOsteoSimpleSignalRep3V2.bigBed"
"Osteobl","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000240",,"Crawford","Duke",1,"ff8567cafe379aadbedb2928058ec229","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonOsteoblSimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonOsteoblSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonOsteoblSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonOsteoblSimpleSignalRep1.broadPeak.gz"
"Osteobl","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000240",,"Crawford","Duke",1,"a5316630d2b022dbbc51057210bd6f61","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonOsteoblSimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonOsteoblSimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonOsteoblSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonOsteoblSimpleSignalRep2.broadPeak.gz"
"Osteobl","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH000240",,"Crawford","Duke",1,"8306b782c140b7eb0aed79dbd5ac22b3","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",3,,"2.2M",3200,,"wgEncodeDukeAffyExonOsteoblSimpleSignalRep3","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonOsteoblSimpleSignalRep3.broadPeak.gz","wgEncodeDukeAffyExonOsteoblSimpleSignalRep3.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonOsteoblSimpleSignalRep3.broadPeak.gz"
"ProgFib","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000241",,"Crawford","Duke",1,"a11117698091afca4026f53f22f68ce0","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonProgfibSimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonProgfibSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonProgfibSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonProgfibSimpleSignalRep1.broadPeak.gz"
"ProgFib","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000241","GSM993593","Crawford","Duke",2,"462c13fafd07fbab2f3c835b36d21bc4",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonProgfibSimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonProgfibSimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonProgfibSimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonProgfibSimpleSignalRep1V2.bigBed"
"ProgFib","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000241",,"Crawford","Duke",1,"158df50e33821d3a149f1cb804337c16","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonProgfibSimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonProgfibSimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonProgfibSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonProgfibSimpleSignalRep2.broadPeak.gz"
"ProgFib","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000241","GSM993594","Crawford","Duke",2,"7437a98d8cda199091eadb469db85654",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonProgfibSimpleSignalRep2V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonProgfibSimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonProgfibSimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonProgfibSimpleSignalRep2V2.bigBed"
"Stellate","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001075",,"Crawford","Duke",1,"2674f5d3fccac59b1dcdb68267d03a79","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonStellateSimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonStellateSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonStellateSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonStellateSimpleSignalRep1.broadPeak.gz"
"Stellate","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001075","GSM993595","Crawford","Duke",2,"69c461b91537b6bba985dd48d3ae87f9",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonStellateSimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonStellateSimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonStellateSimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonStellateSimpleSignalRep1V2.bigBed"
"Stellate","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH001075","GSM993596","Crawford","Duke",2,"401e8bae911b1a83ae31fcf45019df1c",,,"wgEncode",2,,"1.2M",6080,,"wgEncodeDukeAffyExonStellateSimpleSignalRep2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonStellateSimpleSignalRep2.bigBed","wgEncodeDukeAffyExonStellateSimpleSignalRep2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonStellateSimpleSignalRep2.bigBed"
"UCH-1","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002700","GSM993602","Crawford","Duke",2,"5ae6d10e6b656fe7bcf7fd4b3c418e7d",,,"wgEncode",1,,"1.2M",6080,,"wgEncodeDukeAffyExonUch1SimpleSignalRep1","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonUch1SimpleSignalRep1.bigBed","wgEncodeDukeAffyExonUch1SimpleSignalRep1.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonUch1SimpleSignalRep1.bigBed"
"UCH-1","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002700","GSM993603","Crawford","Duke",2,"b628495f7732cecfb8d797cb5abbb691",,,"wgEncode",2,,"1.2M",6080,,"wgEncodeDukeAffyExonUch1SimpleSignalRep2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonUch1SimpleSignalRep2.bigBed","wgEncodeDukeAffyExonUch1SimpleSignalRep2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonUch1SimpleSignalRep2.bigBed"
