"antibody","cell","composite","control","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","donor_id","geo_sample_accession","grant","lab","lab_exp_id","lab_version","md5sum","orig_assembly","project","replicate","set_type","size","sub_id","table_name","treatment","type","view","filename","fname","url"
"CTCF","AG09309","wgEncodeUwTfbs","std","wgEncodeEH000932","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000977",,"GSM749750","Stam","UW","DS16032","lmax-v1.0","581431e9ce2e232b2f1d85641d31ed78","hg19","wgEncode",1,"exp","728K",2666,"wgEncodeUwTfbsAg09309CtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsAg09309CtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsAg09309CtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg09309CtcfStdPkRep1.narrowPeak.gz"
"CTCF","AG09309","wgEncodeUwTfbs","std","wgEncodeEH000932","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000977",,"GSM749680","Stam","UW","DS16031","Hotspot-v5.1","3a99cbe9d21bf40f1b44ec75a1758669","hg19","wgEncode",2,"exp","1.8M",2665,"wgEncodeUwTfbsAg09309CtcfStdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwTfbsAg09309CtcfStdHotspotsRep2.broadPeak.gz","wgEncodeUwTfbsAg09309CtcfStdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg09309CtcfStdHotspotsRep2.broadPeak.gz"
"CTCF","AG09309","wgEncodeUwTfbs","std","wgEncodeEH000932","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000977",,"GSM749750","Stam","UW","DS16032","Hotspot-v5.1","9e2c908eb82d6b7bb24bec41bee64c9e","hg19","wgEncode",1,"exp","2.1M",2666,"wgEncodeUwTfbsAg09309CtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsAg09309CtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsAg09309CtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg09309CtcfStdHotspotsRep1.broadPeak.gz"
"CTCF","AG04450","wgEncodeUwTfbs","std","wgEncodeEH000930","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH000976",,"GSM1022635","Stam","UW","DS18603","lmax-v1.0","9a73acbd7472db4a7a7a0192a772fcb1","hg19","wgEncode",2,"exp","671K",4386,"wgEncodeUwTfbsAg04450CtcfStdPkRep2","None","narrowPeak","Peaks","wgEncodeUwTfbsAg04450CtcfStdPkRep2.narrowPeak.gz","wgEncodeUwTfbsAg04450CtcfStdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg04450CtcfStdPkRep2.narrowPeak.gz"
"CTCF","AG04450","wgEncodeUwTfbs","std","wgEncodeEH000930","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000976",,"GSM749769","Stam","UW","DS16029","lmax-v1.0","3c6b5bf3eefc28b6bab4ef37916011a1","hg19","wgEncode",1,"exp","776K",2663,"wgEncodeUwTfbsAg04450CtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsAg04450CtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsAg04450CtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg04450CtcfStdPkRep1.narrowPeak.gz"
"CTCF","AG04450","wgEncodeUwTfbs","std","wgEncodeEH000930","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH000976",,"GSM1022635","Stam","UW","DS18603","Hotspot-v5.2","0c1158bfc6befc399c9f9dc305d9acf0","hg19","wgEncode",2,"exp","2.3M",4386,"wgEncodeUwTfbsAg04450CtcfStdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwTfbsAg04450CtcfStdHotspotsRep2.broadPeak.gz","wgEncodeUwTfbsAg04450CtcfStdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg04450CtcfStdHotspotsRep2.broadPeak.gz"
"CTCF","AG04450","wgEncodeUwTfbs","std","wgEncodeEH000930","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000976",,"GSM749769","Stam","UW","DS16029","Hotspot-v5.1","595d03edf8304a184b576ae1c9781664","hg19","wgEncode",1,"exp","2.5M",2663,"wgEncodeUwTfbsAg04450CtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsAg04450CtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsAg04450CtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg04450CtcfStdHotspotsRep1.broadPeak.gz"
"CTCF","AG04449","wgEncodeUwTfbs","std","wgEncodeEH000928","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-22#,#2011-07-22#,"wgEncodeEH000975",,"GSM749678","Stam","UW","DS15736","lmax-v1.0","ef4b0ee3401bb8c942782a4352a20cdd","hg19","wgEncode",2,"exp","824K",2595,"wgEncodeUwTfbsAg04449CtcfStdPkRep2","None","narrowPeak","Peaks","wgEncodeUwTfbsAg04449CtcfStdPkRep2.narrowPeak.gz","wgEncodeUwTfbsAg04449CtcfStdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg04449CtcfStdPkRep2.narrowPeak.gz"
"CTCF","AG04449","wgEncodeUwTfbs","std","wgEncodeEH000928","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-22#,#2011-07-22#,"wgEncodeEH000975",,"GSM749695","Stam","UW","DS15738","lmax-v1.0","1eb3db60b2fad91ea550972dd9236397","hg19","wgEncode",1,"exp","949K",2596,"wgEncodeUwTfbsAg04449CtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsAg04449CtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsAg04449CtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg04449CtcfStdPkRep1.narrowPeak.gz"
"CTCF","AG04449","wgEncodeUwTfbs","std","wgEncodeEH000928","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-22#,#2011-07-22#,"wgEncodeEH000975",,"GSM749678","Stam","UW","DS15736","Hotspot-v5.1","a0f8101e7d0716fe28dfec0849cb013a","hg19","wgEncode",2,"exp","3.2M",2595,"wgEncodeUwTfbsAg04449CtcfStdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwTfbsAg04449CtcfStdHotspotsRep2.broadPeak.gz","wgEncodeUwTfbsAg04449CtcfStdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg04449CtcfStdHotspotsRep2.broadPeak.gz"
"CTCF","AG04449","wgEncodeUwTfbs","std","wgEncodeEH000928","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-22#,#2011-07-22#,"wgEncodeEH000975",,"GSM749695","Stam","UW","DS15738","Hotspot-v5.1","542e81346cc655f95b3e7dfd7dfe2515","hg19","wgEncode",1,"exp","2.4M",2596,"wgEncodeUwTfbsAg04449CtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsAg04449CtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsAg04449CtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg04449CtcfStdHotspotsRep1.broadPeak.gz"
"CTCF","A549","wgEncodeUwTfbs","std","wgEncodeEH001904","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH001890",,"GSM1022639","Stam","UW","DS18302","lmax-v1.0","b9276c97fe64d2aeb9b193e1852d731d","hg19","wgEncode",2,"exp","925K",4384,"wgEncodeUwTfbsA549CtcfStdPkRep2","None","narrowPeak","Peaks","wgEncodeUwTfbsA549CtcfStdPkRep2.narrowPeak.gz","wgEncodeUwTfbsA549CtcfStdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsA549CtcfStdPkRep2.narrowPeak.gz"
"CTCF","A549","wgEncodeUwTfbs","std","wgEncodeEH001904","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH001890",,"GSM1022640","Stam","UW","DS18303","lmax-v1.0","ec0e5a0e816cd54f88a504691ca7db39","hg19","wgEncode",1,"exp","582K",4385,"wgEncodeUwTfbsA549CtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsA549CtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsA549CtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsA549CtcfStdPkRep1.narrowPeak.gz"
"CTCF","A549","wgEncodeUwTfbs","std","wgEncodeEH001904","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH001890",,"GSM1022639","Stam","UW","DS18302","Hotspot-v5.2","40792772bef798cc6fae97418c4dd95a","hg19","wgEncode",2,"exp","2.8M",4384,"wgEncodeUwTfbsA549CtcfStdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwTfbsA549CtcfStdHotspotsRep2.broadPeak.gz","wgEncodeUwTfbsA549CtcfStdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsA549CtcfStdHotspotsRep2.broadPeak.gz"
"CTCF","A549","wgEncodeUwTfbs","std","wgEncodeEH001904","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH001890",,"GSM1022640","Stam","UW","DS18303","Hotspot-v5.2","856bd2f28c1a631a82ac1cad5c455861","hg19","wgEncode",1,"exp","1.4M",4385,"wgEncodeUwTfbsA549CtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsA549CtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsA549CtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsA549CtcfStdHotspotsRep1.broadPeak.gz"
