"antibody","cell","composite","control","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","donor_id","geo_sample_accession","grant","lab","lab_exp_id","lab_version","md5sum","orig_assembly","project","replicate","set_type","size","sub_id","table_name","treatment","type","view","filename","fname","url"
"CTCF","GM12864","wgEncodeUwTfbs","std","wgEncodeEH000457","ChipSeq","ENCODE June 2010 Freeze",#2010-06-08#,#2010-06-08#,#2011-03-07#,"wgEncodeEH000447",,"GSM749762","Stam","UW","DS11499","lmax-v1.0","32960c49d1ed141e6c54f15414942bb9","hg18","wgEncode",2,"exp","697K",1273,"wgEncodeUwTfbsGm12864CtcfStdPkRep2","None","narrowPeak","Peaks","wgEncodeUwTfbsGm12864CtcfStdPkRep2.narrowPeak.gz","wgEncodeUwTfbsGm12864CtcfStdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsGm12864CtcfStdPkRep2.narrowPeak.gz"
"CTCF","GM12864","wgEncodeUwTfbs","std","wgEncodeEH000457","ChipSeq","ENCODE June 2010 Freeze",#2010-06-08#,#2010-01-11#,#2010-10-11#,"wgEncodeEH000447",,"GSM749676","Stam","UW","DS10988","lmax-v1.0","62948b776e85af1c9b09394e351a0684","hg18","wgEncode",1,"exp","761K",1272,"wgEncodeUwTfbsGm12864CtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsGm12864CtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsGm12864CtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsGm12864CtcfStdPkRep1.narrowPeak.gz"
"CTCF","GM12864","wgEncodeUwTfbs","std","wgEncodeEH000457","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-07-29#,#2012-04-28#,"wgEncodeEH000447",,"GSM1022664","Stam","UW","DS14431","Hotspot-v5.2","e3a8cdb71641b1a956b1ec4d50fc4a62","hg19","wgEncode",3,"exp","2.4M",4652,"wgEncodeUwTfbsGm12864CtcfStdHotspotsRep3","None","broadPeak","Hotspots","wgEncodeUwTfbsGm12864CtcfStdHotspotsRep3.broadPeak.gz","wgEncodeUwTfbsGm12864CtcfStdHotspotsRep3.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsGm12864CtcfStdHotspotsRep3.broadPeak.gz"
"CTCF","GM12864","wgEncodeUwTfbs","std","wgEncodeEH000457","ChipSeq","ENCODE June 2010 Freeze",#2010-06-08#,#2010-01-11#,#2010-10-11#,"wgEncodeEH000447",,"GSM749762","Stam","UW","DS11499","Hotspot-v5.1","ac599e65ba388ef7466113efa74da225","hg18","wgEncode",2,"exp","2.8M",1273,"wgEncodeUwTfbsGm12864CtcfStdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwTfbsGm12864CtcfStdHotspotsRep2.broadPeak.gz","wgEncodeUwTfbsGm12864CtcfStdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsGm12864CtcfStdHotspotsRep2.broadPeak.gz"
"CTCF","GM12864","wgEncodeUwTfbs","std","wgEncodeEH000457","ChipSeq","ENCODE June 2010 Freeze",#2010-06-08#,#2010-01-11#,#2010-10-11#,"wgEncodeEH000447",,"GSM749676","Stam","UW","DS10988","Hotspot-v5.1","5ae95eb1a9297ca4df75572c7e566328","hg18","wgEncode",1,"exp","2.3M",1272,"wgEncodeUwTfbsGm12864CtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsGm12864CtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsGm12864CtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsGm12864CtcfStdHotspotsRep1.broadPeak.gz"
"CTCF","GM12801","wgEncodeUwTfbs","std","wgEncodeEH000456","ChipSeq","ENCODE June 2010 Freeze",#2010-06-15#,#2009-06-30#,#2010-03-29#,"wgEncodeEH000393",,"GSM749711","Stam","UW","DS8755","lmax-v1.0","0937a2f281cf29fb441eb5ebd93fb187","hg18","wgEncode",1,"exp","341K",1270,"wgEncodeUwTfbsGm12801CtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsGm12801CtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsGm12801CtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsGm12801CtcfStdPkRep1.narrowPeak.gz"
"CTCF","GM12801","wgEncodeUwTfbs","std","wgEncodeEH000456","ChipSeq","ENCODE June 2010 Freeze",#2010-06-15#,#2009-06-30#,#2010-03-29#,"wgEncodeEH000393",,"GSM749711","Stam","UW","DS8755","Hotspot-v5.1","9de39e067395a841d5c27c1c39f9b457","hg18","wgEncode",1,"exp","1.6M",1270,"wgEncodeUwTfbsGm12801CtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsGm12801CtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsGm12801CtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsGm12801CtcfStdHotspotsRep1.broadPeak.gz"
"CTCF","GM06990","wgEncodeUwTfbs","std","wgEncodeEH000455","ChipSeq","ENCODE June 2010 Freeze",#2010-06-08#,#2009-06-29#,#2010-03-29#,"wgEncodeEH000392",,"GSM749705","Stam","UW","DS11520","lmax-v1.0","e4f67fbb8502d9d6a14a8d9035605c42","hg18","wgEncode",2,"exp","802K",1271,"wgEncodeUwTfbsGm06990CtcfStdPkRep2","None","narrowPeak","Peaks","wgEncodeUwTfbsGm06990CtcfStdPkRep2.narrowPeak.gz","wgEncodeUwTfbsGm06990CtcfStdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsGm06990CtcfStdPkRep2.narrowPeak.gz"
"CTCF","GM06990","wgEncodeUwTfbs","std","wgEncodeEH000455","ChipSeq","ENCODE June 2010 Freeze",#2010-06-08#,#2009-06-29#,#2010-03-29#,"wgEncodeEH000392",,"GSM749708","Stam","UW","DS11518","lmax-v1.0","b2b8773c887cd76b652c098c88503eb9","hg18","wgEncode",1,"exp","740K",1268,"wgEncodeUwTfbsGm06990CtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsGm06990CtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsGm06990CtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsGm06990CtcfStdPkRep1.narrowPeak.gz"
"CTCF","GM06990","wgEncodeUwTfbs","std","wgEncodeEH000455","ChipSeq","ENCODE June 2010 Freeze",#2010-06-08#,#2009-09-21#,#2010-06-20#,"wgEncodeEH000392",,"GSM749705","Stam","UW","DS11520","Hotspot-v5.1","7c95c281c27d2134fe9a3cad396f5881","hg18","wgEncode",2,"exp","2.2M",1271,"wgEncodeUwTfbsGm06990CtcfStdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwTfbsGm06990CtcfStdHotspotsRep2.broadPeak.gz","wgEncodeUwTfbsGm06990CtcfStdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsGm06990CtcfStdHotspotsRep2.broadPeak.gz"
"CTCF","GM06990","wgEncodeUwTfbs","std","wgEncodeEH000455","ChipSeq","ENCODE June 2010 Freeze",#2010-06-08#,#2009-06-29#,#2010-03-29#,"wgEncodeEH000392",,"GSM749708","Stam","UW","DS11518","Hotspot-v5.1","2417564d9be6e719de5a340c0b2adfae","hg18","wgEncode",1,"exp","2.1M",1268,"wgEncodeUwTfbsGm06990CtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsGm06990CtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsGm06990CtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsGm06990CtcfStdHotspotsRep1.broadPeak.gz"
"CTCF","Caco-2","wgEncodeUwTfbs","std","wgEncodeEH000454","ChipSeq","ENCODE June 2010 Freeze",#2010-06-08#,#2010-06-08#,#2011-03-07#,"wgEncodeEH000404",,"GSM749689","Stam","UW","DS11674","lmax-v1.0","642d32758871ebed798792c9a8f867fb","hg18","wgEncode",2,"exp","749K",1267,"wgEncodeUwTfbsCaco2CtcfStdPkRep2","None","narrowPeak","Peaks","wgEncodeUwTfbsCaco2CtcfStdPkRep2.narrowPeak.gz","wgEncodeUwTfbsCaco2CtcfStdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsCaco2CtcfStdPkRep2.narrowPeak.gz"
"CTCF","Caco-2","wgEncodeUwTfbs","std","wgEncodeEH000454","ChipSeq","ENCODE June 2010 Freeze",#2010-06-08#,#2009-09-20#,#2010-06-20#,"wgEncodeEH000404",,"GSM749748","Stam","UW","DS11675","lmax-v1.0","945c5c42b7eed394da0967d381ec73ec","hg18","wgEncode",1,"exp","827K",1269,"wgEncodeUwTfbsCaco2CtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsCaco2CtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsCaco2CtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsCaco2CtcfStdPkRep1.narrowPeak.gz"
"CTCF","Caco-2","wgEncodeUwTfbs","std","wgEncodeEH000454","ChipSeq","ENCODE June 2010 Freeze",#2010-06-08#,#2009-09-20#,#2010-06-20#,"wgEncodeEH000404",,"GSM749689","Stam","UW","DS11674","Hotspot-v5.1","37222e322aec25c3ca19bd9ebad89203","hg18","wgEncode",2,"exp","2.9M",1267,"wgEncodeUwTfbsCaco2CtcfStdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwTfbsCaco2CtcfStdHotspotsRep2.broadPeak.gz","wgEncodeUwTfbsCaco2CtcfStdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsCaco2CtcfStdHotspotsRep2.broadPeak.gz"
"CTCF","Caco-2","wgEncodeUwTfbs","std","wgEncodeEH000454","ChipSeq","ENCODE June 2010 Freeze",#2010-06-08#,#2009-09-20#,#2010-06-20#,"wgEncodeEH000404",,"GSM749748","Stam","UW","DS11675","Hotspot-v5.1","cb678ef3750835117d876bbb57ab89cc","hg18","wgEncode",1,"exp","2.5M",1269,"wgEncodeUwTfbsCaco2CtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsCaco2CtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsCaco2CtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsCaco2CtcfStdHotspotsRep1.broadPeak.gz"
"CTCF","BJ","wgEncodeUwTfbs","std","wgEncodeEH000453","ChipSeq","ENCODE June 2010 Freeze",#2010-06-07#,#2010-06-07#,#2011-03-07#,"wgEncodeEH000403",,"GSM749752","Stam","UW","DS11562","lmax-v1.0","baaf1db2fcd53395f86ae116ecc0d17b","hg18","wgEncode",2,"exp","677K",1262,"wgEncodeUwTfbsBjCtcfStdPkRep2","None","narrowPeak","Peaks","wgEncodeUwTfbsBjCtcfStdPkRep2.narrowPeak.gz","wgEncodeUwTfbsBjCtcfStdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsBjCtcfStdPkRep2.narrowPeak.gz"
"CTCF","BJ","wgEncodeUwTfbs","std","wgEncodeEH000453","ChipSeq","ENCODE June 2010 Freeze",#2010-06-07#,#2009-09-20#,#2010-06-20#,"wgEncodeEH000403",,"GSM749677","Stam","UW","DS11560","lmax-v1.0","8f1e2b7c669be0b177311aa1ac6fe8d3","hg18","wgEncode",1,"exp","820K",1255,"wgEncodeUwTfbsBjCtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsBjCtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsBjCtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsBjCtcfStdPkRep1.narrowPeak.gz"
"CTCF","BJ","wgEncodeUwTfbs","std","wgEncodeEH000453","ChipSeq","ENCODE June 2010 Freeze",#2010-06-07#,#2009-09-20#,#2010-06-19#,"wgEncodeEH000403",,"GSM749752","Stam","UW","DS11562","Hotspot-v5.1","3e1cbe3c80c4357dc627b69e58a5ef59","hg18","wgEncode",2,"exp","2.0M",1262,"wgEncodeUwTfbsBjCtcfStdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwTfbsBjCtcfStdHotspotsRep2.broadPeak.gz","wgEncodeUwTfbsBjCtcfStdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsBjCtcfStdHotspotsRep2.broadPeak.gz"
"CTCF","BJ","wgEncodeUwTfbs","std","wgEncodeEH000453","ChipSeq","ENCODE June 2010 Freeze",#2010-06-07#,#2009-09-20#,#2010-06-20#,"wgEncodeEH000403",,"GSM749677","Stam","UW","DS11560","Hotspot-v5.1","d90352b55e007dee8e29ae903060c603","hg18","wgEncode",1,"exp","2.2M",1255,"wgEncodeUwTfbsBjCtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsBjCtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsBjCtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsBjCtcfStdHotspotsRep1.broadPeak.gz"
"CTCF","BE2_C","wgEncodeUwTfbs","std","wgEncodeEH001892","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH001891",,"GSM1022650","Stam","UW","DS18308","lmax-v1.0","9cd9622b1e96e405420eac8b55cb3556","hg19","wgEncode",2,"exp","747K",4388,"wgEncodeUwTfbsBe2cCtcfStdPkRep2","None","narrowPeak","Peaks","wgEncodeUwTfbsBe2cCtcfStdPkRep2.narrowPeak.gz","wgEncodeUwTfbsBe2cCtcfStdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsBe2cCtcfStdPkRep2.narrowPeak.gz"
"CTCF","BE2_C","wgEncodeUwTfbs","std","wgEncodeEH001892","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH001891",,"GSM1022653","Stam","UW","DS18307","lmax-v1.0","cc1455d47dca75372ae98ed04074df75","hg19","wgEncode",1,"exp","925K",4387,"wgEncodeUwTfbsBe2cCtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsBe2cCtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsBe2cCtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsBe2cCtcfStdPkRep1.narrowPeak.gz"
"CTCF","BE2_C","wgEncodeUwTfbs","std","wgEncodeEH001892","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH001891",,"GSM1022650","Stam","UW","DS18308","Hotspot-v5.2","97ef6564be66125dff723d6d2a6335f6","hg19","wgEncode",2,"exp","2.7M",4388,"wgEncodeUwTfbsBe2cCtcfStdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwTfbsBe2cCtcfStdHotspotsRep2.broadPeak.gz","wgEncodeUwTfbsBe2cCtcfStdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsBe2cCtcfStdHotspotsRep2.broadPeak.gz"
"CTCF","BE2_C","wgEncodeUwTfbs","std","wgEncodeEH001892","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH001891",,"GSM1022653","Stam","UW","DS18307","Hotspot-v5.2","9c0f273537d53de41c9b6ea0696b74d1","hg19","wgEncode",1,"exp","3.2M",4387,"wgEncodeUwTfbsBe2cCtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsBe2cCtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsBe2cCtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsBe2cCtcfStdHotspotsRep1.broadPeak.gz"
"CTCF","AoAF","wgEncodeUwTfbs","std","wgEncodeEH000938","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000980",,"GSM749736","Stam","UW","DS16039","lmax-v1.0","2b0104a1d500acf85ebd1165d5d33d8d","hg19","wgEncode",2,"exp","758K",2674,"wgEncodeUwTfbsAoafCtcfStdPkRep2","None","narrowPeak","Peaks","wgEncodeUwTfbsAoafCtcfStdPkRep2.narrowPeak.gz","wgEncodeUwTfbsAoafCtcfStdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAoafCtcfStdPkRep2.narrowPeak.gz"
"CTCF","AoAF","wgEncodeUwTfbs","std","wgEncodeEH000938","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000980",,"GSM749666","Stam","UW","DS16040","lmax-v1.0","775189b2ba228c134a86ad7c225b47ae","hg19","wgEncode",1,"exp","681K",2675,"wgEncodeUwTfbsAoafCtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsAoafCtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsAoafCtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAoafCtcfStdPkRep1.narrowPeak.gz"
"CTCF","AoAF","wgEncodeUwTfbs","std","wgEncodeEH000938","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000980",,"GSM749736","Stam","UW","DS16039","Hotspot-v5.1","a8889d77a3d6ab9a28eddf306654d14f","hg19","wgEncode",2,"exp","2.6M",2674,"wgEncodeUwTfbsAoafCtcfStdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwTfbsAoafCtcfStdHotspotsRep2.broadPeak.gz","wgEncodeUwTfbsAoafCtcfStdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAoafCtcfStdHotspotsRep2.broadPeak.gz"
"CTCF","AoAF","wgEncodeUwTfbs","std","wgEncodeEH000938","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000980",,"GSM749666","Stam","UW","DS16040","Hotspot-v5.1","b77167142488eb7263267d423366dac4","hg19","wgEncode",1,"exp","2.0M",2675,"wgEncodeUwTfbsAoafCtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsAoafCtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsAoafCtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAoafCtcfStdHotspotsRep1.broadPeak.gz"
"CTCF","AG10803","wgEncodeUwTfbs","std","wgEncodeEH000936","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000979",,"GSM749759","Stam","UW","DS16038","lmax-v1.0","9d613fc37537831c5d4a421627d5acea","hg19","wgEncode",2,"exp","826K",2672,"wgEncodeUwTfbsAg10803CtcfStdPkRep2","None","narrowPeak","Peaks","wgEncodeUwTfbsAg10803CtcfStdPkRep2.narrowPeak.gz","wgEncodeUwTfbsAg10803CtcfStdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg10803CtcfStdPkRep2.narrowPeak.gz"
"CTCF","AG10803","wgEncodeUwTfbs","std","wgEncodeEH000936","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000979",,"GSM749714","Stam","UW","DS16037","lmax-v1.0","ef1458cf48d383d368ac8115bfaa0a8b","hg19","wgEncode",1,"exp","759K",2671,"wgEncodeUwTfbsAg10803CtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsAg10803CtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsAg10803CtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg10803CtcfStdPkRep1.narrowPeak.gz"
"CTCF","AG10803","wgEncodeUwTfbs","std","wgEncodeEH000936","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000979",,"GSM749759","Stam","UW","DS16038","Hotspot-v5.1","2a1ef974d76282617f912067b4e0d65e","hg19","wgEncode",2,"exp","2.9M",2672,"wgEncodeUwTfbsAg10803CtcfStdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwTfbsAg10803CtcfStdHotspotsRep2.broadPeak.gz","wgEncodeUwTfbsAg10803CtcfStdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg10803CtcfStdHotspotsRep2.broadPeak.gz"
"CTCF","AG10803","wgEncodeUwTfbs","std","wgEncodeEH000936","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000979",,"GSM749714","Stam","UW","DS16037","Hotspot-v5.1","1e11db2d9cdb9b31f897901d50d3e7cb","hg19","wgEncode",1,"exp","2.5M",2671,"wgEncodeUwTfbsAg10803CtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsAg10803CtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsAg10803CtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg10803CtcfStdHotspotsRep1.broadPeak.gz"
"CTCF","AG09319","wgEncodeUwTfbs","std","wgEncodeEH000934","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000978",,"GSM749723","Stam","UW","DS16036","lmax-v1.0","54073de26393c7591464492858d7fbba","hg19","wgEncode",2,"exp","750K",2669,"wgEncodeUwTfbsAg09319CtcfStdPkRep2","None","narrowPeak","Peaks","wgEncodeUwTfbsAg09319CtcfStdPkRep2.narrowPeak.gz","wgEncodeUwTfbsAg09319CtcfStdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg09319CtcfStdPkRep2.narrowPeak.gz"
"CTCF","AG09319","wgEncodeUwTfbs","std","wgEncodeEH000934","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000978",,"GSM749728","Stam","UW","DS16035","lmax-v1.0","d61bc0e3408f71f7fcf0c2dd7f4617be","hg19","wgEncode",1,"exp","824K",2668,"wgEncodeUwTfbsAg09319CtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsAg09319CtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsAg09319CtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg09319CtcfStdPkRep1.narrowPeak.gz"
"CTCF","AG09319","wgEncodeUwTfbs","std","wgEncodeEH000934","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000978",,"GSM749723","Stam","UW","DS16036","Hotspot-v5.1","96297f24e71ff133fb0f39996d92eb7b","hg19","wgEncode",2,"exp","2.9M",2669,"wgEncodeUwTfbsAg09319CtcfStdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwTfbsAg09319CtcfStdHotspotsRep2.broadPeak.gz","wgEncodeUwTfbsAg09319CtcfStdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg09319CtcfStdHotspotsRep2.broadPeak.gz"
"CTCF","AG09319","wgEncodeUwTfbs","std","wgEncodeEH000934","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000978",,"GSM749728","Stam","UW","DS16035","Hotspot-v5.1","a7a91dc674ecb3dfb9707e19931b3e63","hg19","wgEncode",1,"exp","2.5M",2668,"wgEncodeUwTfbsAg09319CtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsAg09319CtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsAg09319CtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg09319CtcfStdHotspotsRep1.broadPeak.gz"
"CTCF","AG09309","wgEncodeUwTfbs","std","wgEncodeEH000932","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000977",,"GSM749680","Stam","UW","DS16031","lmax-v1.0","73909ab110e808d51fc2e7c5ac0716f5","hg19","wgEncode",2,"exp","535K",2665,"wgEncodeUwTfbsAg09309CtcfStdPkRep2","None","narrowPeak","Peaks","wgEncodeUwTfbsAg09309CtcfStdPkRep2.narrowPeak.gz","wgEncodeUwTfbsAg09309CtcfStdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg09309CtcfStdPkRep2.narrowPeak.gz"
