"cell_type","experiment","fname","url"
"Duodenum Mucosa","Histone H3K36me3","BI.Duodenum_Mucosa.H3K36me3.159.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Duodenum_Mucosa/Histone_H3K36me3/BI.Duodenum_Mucosa.H3K36me3.159.wig.gz"
"Duodenum Mucosa","Histone H3K36me3","BI.Duodenum_Mucosa.H3K36me3.61.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Duodenum_Mucosa/Histone_H3K36me3/BI.Duodenum_Mucosa.H3K36me3.61.wig.gz"
"Duodenum Mucosa","Histone H3K4me1","BI.Duodenum_Mucosa.H3K4me1.159.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Duodenum_Mucosa/Histone_H3K4me1/BI.Duodenum_Mucosa.H3K4me1.159.wig.gz"
"Duodenum Mucosa","Histone H3K4me1","BI.Duodenum_Mucosa.H3K4me1.61.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Duodenum_Mucosa/Histone_H3K4me1/BI.Duodenum_Mucosa.H3K4me1.61.wig.gz"
"Duodenum Mucosa","Histone H3K4me3","BI.Duodenum_Mucosa.H3K4me3.159.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Duodenum_Mucosa/Histone_H3K4me3/BI.Duodenum_Mucosa.H3K4me3.159.wig.gz"
"Duodenum Mucosa","Histone H3K4me3","BI.Duodenum_Mucosa.H3K4me3.61.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Duodenum_Mucosa/Histone_H3K4me3/BI.Duodenum_Mucosa.H3K4me3.61.wig.gz"
"Duodenum Mucosa","Histone H3K9ac","BI.Duodenum_Mucosa.H3K9ac.159.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Duodenum_Mucosa/Histone_H3K9ac/BI.Duodenum_Mucosa.H3K9ac.159.wig.gz"
"Duodenum Mucosa","Histone H3K9ac","BI.Duodenum_Mucosa.H3K9ac.61.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Duodenum_Mucosa/Histone_H3K9ac/BI.Duodenum_Mucosa.H3K9ac.61.wig.gz"
"Duodenum Mucosa","Histone H3K9me3","BI.Duodenum_Mucosa.H3K9me3.159.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Duodenum_Mucosa/Histone_H3K9me3/BI.Duodenum_Mucosa.H3K9me3.159.wig.gz"
"Duodenum Mucosa","Histone H3K9me3","BI.Duodenum_Mucosa.H3K9me3.61.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Duodenum_Mucosa/Histone_H3K9me3/BI.Duodenum_Mucosa.H3K9me3.61.wig.gz"
"Duodenum Mucosa","Reduced Representation Bisulfite-Seq","BI.Duodenum_Mucosa.RRBS.61.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Duodenum_Mucosa/Reduced_Representation_Bisulfite-Seq/BI.Duodenum_Mucosa.RRBS.61.wig.gz"
"Duodenum Smooth Muscle","ChIP-Seq Input","BI.Duodenum_Smooth_Muscle.Input.160.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Duodenum_Smooth_Muscle/ChIP-Seq_Input/BI.Duodenum_Smooth_Muscle.Input.160.wig.gz"
"Duodenum Smooth Muscle","Histone H3K27ac","BI.Duodenum_Smooth_Muscle.H3K27ac.160.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Duodenum_Smooth_Muscle/Histone_H3K27ac/BI.Duodenum_Smooth_Muscle.H3K27ac.160.wig.gz"
"Duodenum Smooth Muscle","Histone H3K27me3","BI.Duodenum_Smooth_Muscle.H3K27me3.160.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Duodenum_Smooth_Muscle/Histone_H3K27me3/BI.Duodenum_Smooth_Muscle.H3K27me3.160.wig.gz"
"Duodenum Smooth Muscle","Histone H3K27me3","BI.Duodenum_Smooth_Muscle.H3K27me3.Donor_174_REMC_28.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Duodenum_Smooth_Muscle/Histone_H3K27me3/BI.Duodenum_Smooth_Muscle.H3K27me3.Donor_174_REMC_28.wig.gz"
"Duodenum Smooth Muscle","Histone H3K36me3","BI.Duodenum_Smooth_Muscle.H3K36me3.160.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Duodenum_Smooth_Muscle/Histone_H3K36me3/BI.Duodenum_Smooth_Muscle.H3K36me3.160.wig.gz"
"Duodenum Smooth Muscle","Histone H3K36me3","BI.Duodenum_Smooth_Muscle.H3K36me3.Donor_174_REMC_28.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Duodenum_Smooth_Muscle/Histone_H3K36me3/BI.Duodenum_Smooth_Muscle.H3K36me3.Donor_174_REMC_28.wig.gz"
"Duodenum Smooth Muscle","Histone H3K4me1","BI.Duodenum_Smooth_Muscle.H3K4me1.160.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Duodenum_Smooth_Muscle/Histone_H3K4me1/BI.Duodenum_Smooth_Muscle.H3K4me1.160.wig.gz"
"Duodenum Smooth Muscle","Histone H3K4me1","BI.Duodenum_Smooth_Muscle.H3K4me1.Donor_174_REMC_28.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Duodenum_Smooth_Muscle/Histone_H3K4me1/BI.Duodenum_Smooth_Muscle.H3K4me1.Donor_174_REMC_28.wig.gz"
"Duodenum Smooth Muscle","Histone H3K4me3","BI.Duodenum_Smooth_Muscle.H3K4me3.160.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Duodenum_Smooth_Muscle/Histone_H3K4me3/BI.Duodenum_Smooth_Muscle.H3K4me3.160.wig.gz"
"Duodenum Smooth Muscle","Histone H3K4me3","BI.Duodenum_Smooth_Muscle.H3K4me3.Donor_174_REMC_28.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Duodenum_Smooth_Muscle/Histone_H3K4me3/BI.Duodenum_Smooth_Muscle.H3K4me3.Donor_174_REMC_28.wig.gz"
"Duodenum Smooth Muscle","Histone H3K9me3","BI.Duodenum_Smooth_Muscle.H3K9me3.160.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Duodenum_Smooth_Muscle/Histone_H3K9me3/BI.Duodenum_Smooth_Muscle.H3K9me3.160.wig.gz"
"ES-I3 Cell Line","ChIP-Seq Input","BI.ES-I3.Input.Lib_MC_20090522_07--ChIP_MC_20090519_07_hES_I3_TESR_WCE.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-I3_Cell_Line/ChIP-Seq_Input/BI.ES-I3.Input.Lib_MC_20090522_07--ChIP_MC_20090519_07_hES_I3_TESR_WCE.wig.gz"
"ES-I3 Cell Line","ChIP-Seq Input","BI.ES-I3.Input.Solexa-10219.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-I3_Cell_Line/ChIP-Seq_Input/BI.ES-I3.Input.Solexa-10219.wig.gz"
"ES-I3 Cell Line","Histone H3K27me3","BI.ES-I3.H3K27me3.Solexa-10213-15380.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-I3_Cell_Line/Histone_H3K27me3/BI.ES-I3.H3K27me3.Solexa-10213-15380.wig.gz"
"ES-I3 Cell Line","Histone H3K27me3","BI.ES-I3.H3K27me3.Solexa-12678.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-I3_Cell_Line/Histone_H3K27me3/BI.ES-I3.H3K27me3.Solexa-12678.wig.gz"
"ES-I3 Cell Line","Histone H3K36me3","BI.ES-I3.H3K36me3.Solexa-15381.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-I3_Cell_Line/Histone_H3K36me3/BI.ES-I3.H3K36me3.Solexa-15381.wig.gz"
"ES-I3 Cell Line","Histone H3K36me3","BI.ES-I3.H3K36me3.Solexa-16493.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-I3_Cell_Line/Histone_H3K36me3/BI.ES-I3.H3K36me3.Solexa-16493.wig.gz"
"ES-I3 Cell Line","Histone H3K4me1","BI.ES-I3.H3K4me1.Lib_MC_20100211_02--ChIP_MC_20100208_02_hES_I3_TESR_H3K4Me1.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-I3_Cell_Line/Histone_H3K4me1/BI.ES-I3.H3K4me1.Lib_MC_20100211_02--ChIP_MC_20100208_02_hES_I3_TESR_H3K4Me1.wig.gz"
"ES-I3 Cell Line","Histone H3K4me1","BI.ES-I3.H3K4me1.Solexa-15382.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-I3_Cell_Line/Histone_H3K4me1/BI.ES-I3.H3K4me1.Solexa-15382.wig.gz"
"ES-I3 Cell Line","Histone H3K4me3","BI.ES-I3.H3K4me3.Solexa-12681.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-I3_Cell_Line/Histone_H3K4me3/BI.ES-I3.H3K4me3.Solexa-12681.wig.gz"
"ES-I3 Cell Line","Histone H3K4me3","BI.ES-I3.H3K4me3.Solexa-15474.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-I3_Cell_Line/Histone_H3K4me3/BI.ES-I3.H3K4me3.Solexa-15474.wig.gz"
"ES-I3 Cell Line","Histone H3K9ac","BI.ES-I3.H3K9ac.Solexa-12682.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-I3_Cell_Line/Histone_H3K9ac/BI.ES-I3.H3K9ac.Solexa-12682.wig.gz"
"ES-I3 Cell Line","Histone H3K9ac","BI.ES-I3.H3K9ac.Solexa-15383.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-I3_Cell_Line/Histone_H3K9ac/BI.ES-I3.H3K9ac.Solexa-15383.wig.gz"
"ES-I3 Cell Line","Histone H3K9me3","BI.ES-I3.H3K9me3.Solexa-12683-16494.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-I3_Cell_Line/Histone_H3K9me3/BI.ES-I3.H3K9me3.Solexa-12683-16494.wig.gz"
"ES-I3 Cell Line","Histone H3K9me3","BI.ES-I3.H3K9me3.Solexa-15475.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-I3_Cell_Line/Histone_H3K9me3/BI.ES-I3.H3K9me3.Solexa-15475.wig.gz"
"ES-I3 Cell Line","Reduced Representation Bisulfite-Seq","BI.ES-I3.RRBS.RRBS348-349.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-I3_Cell_Line/Reduced_Representation_Bisulfite-Seq/BI.ES-I3.RRBS.RRBS348-349.wig.gz"
"ES-I3 Cell Line","Reduced Representation Bisulfite-Seq","BI.ES-I3.RRBS.RRBS368-369.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-I3_Cell_Line/Reduced_Representation_Bisulfite-Seq/BI.ES-I3.RRBS.RRBS368-369.wig.gz"
"ES-WA7 Cell Line","ChIP-Seq Input","BI.ES-WA7.Input.Lib_MC_20100211_05--ChIP_MC_20100208_05_WA07_WCE.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-WA7_Cell_Line/ChIP-Seq_Input/BI.ES-WA7.Input.Lib_MC_20100211_05--ChIP_MC_20100208_05_WA07_WCE.wig.gz"
"ES-WA7 Cell Line","Histone H3K27me3","BI.ES-WA7.H3K27me3.Solexa-12609.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-WA7_Cell_Line/Histone_H3K27me3/BI.ES-WA7.H3K27me3.Solexa-12609.wig.gz"
"ES-WA7 Cell Line","Histone H3K36me3","BI.ES-WA7.H3K36me3.Solexa-12610.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-WA7_Cell_Line/Histone_H3K36me3/BI.ES-WA7.H3K36me3.Solexa-12610.wig.gz"
"ES-WA7 Cell Line","Histone H3K4me1","BI.ES-WA7.H3K4me1.Solexa-12611.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-WA7_Cell_Line/Histone_H3K4me1/BI.ES-WA7.H3K4me1.Solexa-12611.wig.gz"
"ES-WA7 Cell Line","Histone H3K4me3","BI.ES-WA7.H3K4me3.Solexa-13062.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-WA7_Cell_Line/Histone_H3K4me3/BI.ES-WA7.H3K4me3.Solexa-13062.wig.gz"
"ES-WA7 Cell Line","Histone H3K9ac","BI.ES-WA7.H3K9ac.Lib_MC_20100818_06--ChIP_MC_20100816_01_WA07_H3K9Ac.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-WA7_Cell_Line/Histone_H3K9ac/BI.ES-WA7.H3K9ac.Lib_MC_20100818_06--ChIP_MC_20100816_01_WA07_H3K9Ac.wig.gz"
"ES-WA7 Cell Line","Histone H3K9me3","BI.ES-WA7.H3K9me3.Solexa-12613.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-WA7_Cell_Line/Histone_H3K9me3/BI.ES-WA7.H3K9me3.Solexa-12613.wig.gz"
"ES-WA7 Cell Line","Reduced Representation Bisulfite-Seq","BI.ES-WA7.RRBS.RRBS350-351.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-WA7_Cell_Line/Reduced_Representation_Bisulfite-Seq/BI.ES-WA7.RRBS.RRBS350-351.wig.gz"
"ES-WA7 Cell Line","Reduced Representation Bisulfite-Seq","BI.ES-WA7.RRBS.RRBS528-529.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/ES-WA7_Cell_Line/Reduced_Representation_Bisulfite-Seq/BI.ES-WA7.RRBS.RRBS528-529.wig.gz"
"Fetal Adrenal Gland","Chromatin Accessibility","UW.Fetal_Adrenal_Gland.ChromatinAccessibility.H-22662.DS12528.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Adrenal_Gland/Chromatin_Accessibility/UW.Fetal_Adrenal_Gland.ChromatinAccessibility.H-22662.DS12528.wig.gz"
"Fetal Adrenal Gland","Chromatin Accessibility","UW.Fetal_Adrenal_Gland.ChromatinAccessibility.H-23769.DS17319.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Adrenal_Gland/Chromatin_Accessibility/UW.Fetal_Adrenal_Gland.ChromatinAccessibility.H-23769.DS17319.wig.gz"
"Fetal Adrenal Gland","Chromatin Accessibility","UW.Fetal_Adrenal_Gland.ChromatinAccessibility.H-23887.DS17677.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Adrenal_Gland/Chromatin_Accessibility/UW.Fetal_Adrenal_Gland.ChromatinAccessibility.H-23887.DS17677.wig.gz"
"Fetal Brain","ChIP-Seq Input","BI.Fetal_Brain.Input.UW_H22676.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/ChIP-Seq_Input/BI.Fetal_Brain.Input.UW_H22676.wig.gz"
"Fetal Brain","ChIP-Seq Input","BI.Fetal_Brain.Input.UW_H23284.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/ChIP-Seq_Input/BI.Fetal_Brain.Input.UW_H23284.wig.gz"
"Fetal Brain","ChIP-Seq Input","UCSF-UBC.Fetal_Brain.Input.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/ChIP-Seq_Input/UCSF-UBC.Fetal_Brain.Input.HuFNSC01.wig.gz"
"Fetal Brain","ChIP-Seq Input","UCSF-UBC.Fetal_Brain.Input.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/ChIP-Seq_Input/UCSF-UBC.Fetal_Brain.Input.HuFNSC02.wig.gz"
"Fetal Brain","Chromatin Accessibility","UW.Fetal_Brain.ChromatinAccessibility.H-22510.DS11872.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Chromatin_Accessibility/UW.Fetal_Brain.ChromatinAccessibility.H-22510.DS11872.wig.gz"
"Fetal Brain","Chromatin Accessibility","UW.Fetal_Brain.ChromatinAccessibility.H-22510.DS11877.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Chromatin_Accessibility/UW.Fetal_Brain.ChromatinAccessibility.H-22510.DS11877.wig.gz"
"Fetal Brain","Chromatin Accessibility","UW.Fetal_Brain.ChromatinAccessibility.H-22911.DS14464.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Chromatin_Accessibility/UW.Fetal_Brain.ChromatinAccessibility.H-22911.DS14464.wig.gz"
"Fetal Brain","Chromatin Accessibility","UW.Fetal_Brain.ChromatinAccessibility.H-23266.DS14717.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Chromatin_Accessibility/UW.Fetal_Brain.ChromatinAccessibility.H-23266.DS14717.wig.gz"
"Fetal Brain","Chromatin Accessibility","UW.Fetal_Brain.ChromatinAccessibility.H-23266.DS14718.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Chromatin_Accessibility/UW.Fetal_Brain.ChromatinAccessibility.H-23266.DS14718.wig.gz"
"Fetal Brain","Chromatin Accessibility","UW.Fetal_Brain.ChromatinAccessibility.H-23284.DS14803.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Chromatin_Accessibility/UW.Fetal_Brain.ChromatinAccessibility.H-23284.DS14803.wig.gz"
"Fetal Brain","Chromatin Accessibility","UW.Fetal_Brain.ChromatinAccessibility.H-23284.DS14815.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Chromatin_Accessibility/UW.Fetal_Brain.ChromatinAccessibility.H-23284.DS14815.wig.gz"
"Fetal Brain","Chromatin Accessibility","UW.Fetal_Brain.ChromatinAccessibility.H-23399.DS15453.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Chromatin_Accessibility/UW.Fetal_Brain.ChromatinAccessibility.H-23399.DS15453.wig.gz"
"Fetal Brain","Chromatin Accessibility","UW.Fetal_Brain.ChromatinAccessibility.H-23548.DS16302.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Chromatin_Accessibility/UW.Fetal_Brain.ChromatinAccessibility.H-23548.DS16302.wig.gz"
"Fetal Brain","Digital Genomic Footprinting","UW.Fetal_Brain.Digital_Genomic_Footprinting.H-22510.DGF.DS11872.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Digital_Genomic_Footprinting/UW.Fetal_Brain.Digital_Genomic_Footprinting.H-22510.DGF.DS11872.wig.gz"
"Fetal Brain","Histone H3K27me3","BI.Fetal_Brain.H3K27me3.UW_H-22510.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Histone_H3K27me3/BI.Fetal_Brain.H3K27me3.UW_H-22510.wig.gz"
"Fetal Brain","Histone H3K27me3","UCSF-UBC.Fetal_Brain.H3K27me3.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Histone_H3K27me3/UCSF-UBC.Fetal_Brain.H3K27me3.HuFNSC01.wig.gz"
"Fetal Brain","Histone H3K27me3","UCSF-UBC.Fetal_Brain.H3K27me3.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Histone_H3K27me3/UCSF-UBC.Fetal_Brain.H3K27me3.HuFNSC02.wig.gz"
"Fetal Brain","Histone H3K27me3","UCSF-UBC.Fetal_Brain.H3K27me3.HuFNSC-T.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Histone_H3K27me3/UCSF-UBC.Fetal_Brain.H3K27me3.HuFNSC-T.wig.gz"
"Fetal Brain","Histone H3K36me3","BI.Fetal_Brain.H3K36me3.UW_H-22510.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Histone_H3K36me3/BI.Fetal_Brain.H3K36me3.UW_H-22510.wig.gz"
"Fetal Brain","Histone H3K36me3","UCSF-UBC.Fetal_Brain.H3K36me3.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Histone_H3K36me3/UCSF-UBC.Fetal_Brain.H3K36me3.HuFNSC01.wig.gz"
"Fetal Brain","Histone H3K36me3","UCSF-UBC.Fetal_Brain.H3K36me3.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Histone_H3K36me3/UCSF-UBC.Fetal_Brain.H3K36me3.HuFNSC02.wig.gz"
"Fetal Brain","Histone H3K4me1","BI.Fetal_Brain.H3K4me1.UW_H22676.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Histone_H3K4me1/BI.Fetal_Brain.H3K4me1.UW_H22676.wig.gz"
"Fetal Brain","Histone H3K4me1","UCSF-UBC.Fetal_Brain.H3K4me1.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Histone_H3K4me1/UCSF-UBC.Fetal_Brain.H3K4me1.HuFNSC01.wig.gz"
"Fetal Brain","Histone H3K4me1","UCSF-UBC.Fetal_Brain.H3K4me1.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Histone_H3K4me1/UCSF-UBC.Fetal_Brain.H3K4me1.HuFNSC02.wig.gz"
"Fetal Brain","Histone H3K4me3","BI.Fetal_Brain.H3K4me3.UW_H-22510.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Histone_H3K4me3/BI.Fetal_Brain.H3K4me3.UW_H-22510.wig.gz"
"Fetal Brain","Histone H3K4me3","UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Histone_H3K4me3/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC01.wig.gz"
"Fetal Brain","Histone H3K4me3","UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Histone_H3K4me3/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC02.wig.gz"
"Fetal Brain","Histone H3K4me3","UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC-T.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Histone_H3K4me3/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC-T.wig.gz"
"Fetal Brain","Histone H3K9ac","UCSF-UBC.Fetal_Brain.H3K9ac.HuFNSC-T.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Histone_H3K9ac/UCSF-UBC.Fetal_Brain.H3K9ac.HuFNSC-T.wig.gz"
"Fetal Brain","Histone H3K9me3","BI.Fetal_Brain.H3K9me3.UW_H-22510.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Histone_H3K9me3/BI.Fetal_Brain.H3K9me3.UW_H-22510.wig.gz"
"Fetal Brain","Histone H3K9me3","UCSF-UBC.Fetal_Brain.H3K9me3.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Histone_H3K9me3/UCSF-UBC.Fetal_Brain.H3K9me3.HuFNSC01.wig.gz"
"Fetal Brain","Histone H3K9me3","UCSF-UBC.Fetal_Brain.H3K9me3.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Histone_H3K9me3/UCSF-UBC.Fetal_Brain.H3K9me3.HuFNSC02.wig.gz"
"Fetal Brain","MeDIP-Seq","UCSF-UBC.Fetal_Brain.MeDIP-Seq.H22510.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/MeDIP-Seq/UCSF-UBC.Fetal_Brain.MeDIP-Seq.H22510.wig.gz"
"Fetal Brain","MeDIP-Seq","UCSF-UBC.Fetal_Brain.MeDIP-Seq.H-23266.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/MeDIP-Seq/UCSF-UBC.Fetal_Brain.MeDIP-Seq.H-23266.wig.gz"
"Fetal Brain","MeDIP-Seq","UCSF-UBC.Fetal_Brain.MeDIP-Seq.H-23284.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/MeDIP-Seq/UCSF-UBC.Fetal_Brain.MeDIP-Seq.H-23284.wig.gz"
"Fetal Brain","MeDIP-Seq","UCSF-UBC.Fetal_Brain.MeDIP-Seq.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/MeDIP-Seq/UCSF-UBC.Fetal_Brain.MeDIP-Seq.HuFNSC01.wig.gz"
"Fetal Brain","MeDIP-Seq","UCSF-UBC.Fetal_Brain.MeDIP-Seq.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/MeDIP-Seq/UCSF-UBC.Fetal_Brain.MeDIP-Seq.HuFNSC02.wig.gz"
"Fetal Brain","MRE-Seq","UCSF-UBC.Fetal_Brain.MRE-Seq.H22510.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/MRE-Seq/UCSF-UBC.Fetal_Brain.MRE-Seq.H22510.wig.gz"
"Fetal Brain","MRE-Seq","UCSF-UBC.Fetal_Brain.MRE-Seq.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/MRE-Seq/UCSF-UBC.Fetal_Brain.MRE-Seq.HuFNSC01.wig.gz"
"Fetal Brain","MRE-Seq","UCSF-UBC.Fetal_Brain.MRE-Seq.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/MRE-Seq/UCSF-UBC.Fetal_Brain.MRE-Seq.HuFNSC02.wig.gz"
"Fetal Brain","mRNA-Seq","UCSF-UBC.Fetal_Brain.mRNA-Seq.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/mRNA-Seq/UCSF-UBC.Fetal_Brain.mRNA-Seq.HuFNSC01.wig.gz"
"Fetal Brain","mRNA-Seq","UCSF-UBC.Fetal_Brain.mRNA-Seq.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/mRNA-Seq/UCSF-UBC.Fetal_Brain.mRNA-Seq.HuFNSC02.wig.gz"
"Fetal Brain","RRBS","BI.Fetal_Brain.RRBS.H-22510.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Reduced_Representation_Bisulfite-Seq/BI.Fetal_Brain.RRBS.H-22510.wig.gz"
"Fetal Brain","RRBS","BI.Fetal_Brain.RRBS.H-23284.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/Reduced_Representation_Bisulfite-Seq/BI.Fetal_Brain.RRBS.H-23284.wig.gz"
"Fetal Brain","smRNA-Seq","UCSF-UBC.Fetal_Brain.smRNA-Seq.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/smRNA-Seq/UCSF-UBC.Fetal_Brain.smRNA-Seq.HuFNSC01.wig.gz"
"Fetal Brain","smRNA-Seq","UCSF-UBC.Fetal_Brain.smRNA-Seq.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Brain/smRNA-Seq/UCSF-UBC.Fetal_Brain.smRNA-Seq.HuFNSC02.wig.gz"
