"antibody","cell","composite","control","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","seq_platform","set_type","sex","size","software_version","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"H3K27me3","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-07-12#,#2011-04-12#,"wgEncodeEH001029","GSM733729","Bernstein","Broad",,"5084f2db270f167361c09b3f2488306a",,"hg19","wgEncode",,,"exp",,"618M",,2898,,"wgEncodeBroadHistoneNhaH3k27me3StdSig","None","bigWig","Signal","wgEncodeBroadHistoneNhaH3k27me3StdSig.bigWig","wgEncodeBroadHistoneNhaH3k27me3StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k27me3StdSig.bigWig"
"H3K36me3","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-08-05#,"wgEncodeEH001030","GSM733751","Bernstein","Broad",,"37e01398923a72a02ee8a5d2f69c67e3",,"hg19","wgEncode",,,"exp",,"572K","ScriptureVPaperR3",2899,,"wgEncodeBroadHistoneNhaH3k36me3StdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhaH3k36me3StdPk.broadPeak.gz","wgEncodeBroadHistoneNhaH3k36me3StdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k36me3StdPk.broadPeak.gz"
"H3K36me3","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-07-12#,#2011-04-12#,"wgEncodeEH001030","GSM733751","Bernstein","Broad",,"e77bd6051b5a65982037c16c6a7e2804",,"hg19","wgEncode",,,"exp",,"617M",,2899,,"wgEncodeBroadHistoneNhaH3k36me3StdSig","None","bigWig","Signal","wgEncodeBroadHistoneNhaH3k36me3StdSig.bigWig","wgEncodeBroadHistoneNhaH3k36me3StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k36me3StdSig.bigWig"
"H3K4me1","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-08-05#,"wgEncodeEH001031","GSM733710","Bernstein","Broad",,"e3cd54905dd488248d0b13aa41e2f9cf",,"hg19","wgEncode",,,"exp",,"2.2M","ScriptureVPaperR3",2900,,"wgEncodeBroadHistoneNhaH3k4me1StdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhaH3k4me1StdPk.broadPeak.gz","wgEncodeBroadHistoneNhaH3k4me1StdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k4me1StdPk.broadPeak.gz"
"H3K4me1","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-07-12#,#2011-04-12#,"wgEncodeEH001031","GSM733710","Bernstein","Broad",,"5b16113fd6737f42592aaba3622b079b",,"hg19","wgEncode",,,"exp",,"369M",,2900,,"wgEncodeBroadHistoneNhaH3k4me1StdSig","None","bigWig","Signal","wgEncodeBroadHistoneNhaH3k4me1StdSig.bigWig","wgEncodeBroadHistoneNhaH3k4me1StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k4me1StdSig.bigWig"
"H3K4me3","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-08-05#,"wgEncodeEH001032","GSM733747","Bernstein","Broad",,"4a2685690baf62de2806424d2595c256",,"hg19","wgEncode",,,"exp",,"893K","ScriptureVPaperR3",2901,,"wgEncodeBroadHistoneNhaH3k4me3StdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhaH3k4me3StdPk.broadPeak.gz","wgEncodeBroadHistoneNhaH3k4me3StdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k4me3StdPk.broadPeak.gz"
"H3K4me3","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-07-12#,#2011-04-12#,"wgEncodeEH001032","GSM733747","Bernstein","Broad",,"e74c656757d13fa49208d8986d5daa48",,"hg19","wgEncode",,,"exp",,"388M",,2901,,"wgEncodeBroadHistoneNhaH3k4me3StdSig","None","bigWig","Signal","wgEncodeBroadHistoneNhaH3k4me3StdSig.bigWig","wgEncodeBroadHistoneNhaH3k4me3StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k4me3StdSig.bigWig"
"H3K79me2","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-20#,#2012-07-20#,"wgEncodeEH002398","GSM1003490","Bernstein","Broad",,"b5e7e4e7da324c6ee98a9c524fc5c94d",,"hg19","wgEncode",,,"exp",,"515K","ScriptureVPaperR3",4955,,"wgEncodeBroadHistoneNhaH3k79me2Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhaH3k79me2Pk.broadPeak.gz","wgEncodeBroadHistoneNhaH3k79me2Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k79me2Pk.broadPeak.gz"
"H3K79me2","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-20#,#2012-07-20#,"wgEncodeEH002398","GSM1003490","Bernstein","Broad",,"9ec694d729ce34638721cc4690028801",,"hg19","wgEncode",,,"exp",,"410M",,4955,,"wgEncodeBroadHistoneNhaH3k79me2Sig","None","bigWig","Signal","wgEncodeBroadHistoneNhaH3k79me2Sig.bigWig","wgEncodeBroadHistoneNhaH3k79me2Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k79me2Sig.bigWig"
"H4K20me1","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002428","GSM1003525","Bernstein","Broad",,"9183119d983dc3327a61d329feac96c0",,"hg19","wgEncode",,,"exp",,"709K","ScriptureVPaperR3",5006,,"wgEncodeBroadHistoneNhaH4k20me1Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhaH4k20me1Pk.broadPeak.gz","wgEncodeBroadHistoneNhaH4k20me1Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH4k20me1Pk.broadPeak.gz"
"H4K20me1","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002428","GSM1003525","Bernstein","Broad",,"069f15f77aac6785942a751a785fa74d",,"hg19","wgEncode",,,"exp",,"536M",,5006,,"wgEncodeBroadHistoneNhaH4k20me1Sig","None","bigWig","Signal","wgEncodeBroadHistoneNhaH4k20me1Sig.bigWig","wgEncodeBroadHistoneNhaH4k20me1Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH4k20me1Sig.bigWig"
"Input","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-06#,#2011-09-06#,"wgEncodeEH001055","GSM733750","Bernstein","Broad",,"0fa3781631cddcab672523482149b6d1",,"hg19","wgEncode",,,"exp",,"404M",,3074,,"wgEncodeBroadHistoneNhdfadControlStdSig","None","bigWig","Signal","wgEncodeBroadHistoneNhdfadControlStdSig.bigWig","wgEncodeBroadHistoneNhdfadControlStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadControlStdSig.bigWig"
"CTCF","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-11-19#,#2011-08-19#,"wgEncodeEH001048","GSM733744","Bernstein","Broad",,"ba7140d91d8969c6f1adab2ddf5a4a4f",,"hg19","wgEncode",,,"exp",,"2.0M","ScriptureVPaperR3",3006,,"wgEncodeBroadHistoneNhdfadCtcfStdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhdfadCtcfStdPk.broadPeak.gz","wgEncodeBroadHistoneNhdfadCtcfStdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadCtcfStdPk.broadPeak.gz"
"CTCF","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-11-19#,#2011-08-19#,"wgEncodeEH001048","GSM733744","Bernstein","Broad",,"d4e1d092e54b1c1657545405143be6f7",,"hg19","wgEncode",,,"exp",,"599M",,3006,,"wgEncodeBroadHistoneNhdfadCtcfStdSig","None","bigWig","Signal","wgEncodeBroadHistoneNhdfadCtcfStdSig.bigWig","wgEncodeBroadHistoneNhdfadCtcfStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadCtcfStdSig.bigWig"
"EZH2_(39875)","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-26#,#2012-07-25#,"wgEncodeEH002438","GSM1003550","Bernstein","Broad",,"5b76012442d59c310fa9529296b3ed5f",,"hg19","wgEncode",,,"exp",,"1.6M","ScriptureVPaperR3",5020,,"wgEncodeBroadHistoneNhdfadEzh239875Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhdfadEzh239875Pk.broadPeak.gz","wgEncodeBroadHistoneNhdfadEzh239875Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadEzh239875Pk.broadPeak.gz"
"EZH2_(39875)","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-26#,#2012-07-25#,"wgEncodeEH002438","GSM1003550","Bernstein","Broad",,"0e1f9e1ede6a32264f99a82f69cf803b",,"hg19","wgEncode",,,"exp",,"322M",,5020,,"wgEncodeBroadHistoneNhdfadEzh239875Sig","None","bigWig","Signal","wgEncodeBroadHistoneNhdfadEzh239875Sig.bigWig","wgEncodeBroadHistoneNhdfadEzh239875Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadEzh239875Sig.bigWig"
"H2A.Z","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-15#,#2012-12-15#,"wgEncodeEH003090","GSM1003505","Bernstein","Broad",,"3a3b4f150fa326ad0bea8b9fa88e618f",,"hg19","wgEncode",,"Illumina_GA2x","exp",,"2.4M","ScriptureVPaperR3",6011,,"wgEncodeBroadHistoneNhdfadH2azPk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhdfadH2azPk.broadPeak.gz","wgEncodeBroadHistoneNhdfadH2azPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadH2azPk.broadPeak.gz"
"H2A.Z","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-15#,#2012-12-15#,"wgEncodeEH003090","GSM1003505","Bernstein","Broad",,"1db03b1fbe131d05e26e7f4eb4ca260b",,"hg19","wgEncode",,"Illumina_GA2x","exp",,"465M",,6011,,"wgEncodeBroadHistoneNhdfadH2azSig","None","bigWig","Signal","wgEncodeBroadHistoneNhdfadH2azSig.bigWig","wgEncodeBroadHistoneNhdfadH2azSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadH2azSig.bigWig"
"H3K4me1","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002429","GSM1003526","Bernstein","Broad",,"3931dc1bb41c39e5574a43f4a06ab476",,"hg19","wgEncode",,,"exp",,"2.5M","ScriptureVPaperR3",4962,,"wgEncodeBroadHistoneNhdfadH3k04me1Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhdfadH3k04me1Pk.broadPeak.gz","wgEncodeBroadHistoneNhdfadH3k04me1Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadH3k04me1Pk.broadPeak.gz"
"H3K4me1","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002429","GSM1003526","Bernstein","Broad",,"439a0abfdbc8def46790387cfef91554",,"hg19","wgEncode",,,"exp",,"447M",,4962,,"wgEncodeBroadHistoneNhdfadH3k04me1Sig","None","bigWig","Signal","wgEncodeBroadHistoneNhdfadH3k04me1Sig.bigWig","wgEncodeBroadHistoneNhdfadH3k04me1Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadH3k04me1Sig.bigWig"
"H3K9me3","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002431","GSM1003553","Bernstein","Broad",,"241182722b8322ae12b4fbb2021bb1b5",,"hg19","wgEncode",,,"exp",,"562K","ScriptureVPaperR3",4993,,"wgEncodeBroadHistoneNhdfadH3k09me3Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhdfadH3k09me3Pk.broadPeak.gz","wgEncodeBroadHistoneNhdfadH3k09me3Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadH3k09me3Pk.broadPeak.gz"
"H3K9me3","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002431","GSM1003553","Bernstein","Broad",,"898dd33fb0fba3a1e1dece4b771cdbdb",,"hg19","wgEncode",,,"exp",,"457M",,4993,,"wgEncodeBroadHistoneNhdfadH3k09me3Sig","None","bigWig","Signal","wgEncodeBroadHistoneNhdfadH3k09me3Sig.bigWig","wgEncodeBroadHistoneNhdfadH3k09me3Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadH3k09me3Sig.bigWig"
"H3K27ac","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-11-19#,#2011-08-19#,"wgEncodeEH001049","GSM733662","Bernstein","Broad",,"ee7118659c5750ca6f80fc03b23dc026",,"hg19","wgEncode",,,"exp",,"1.5M","ScriptureVPaperR3",3007,,"wgEncodeBroadHistoneNhdfadH3k27acStdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhdfadH3k27acStdPk.broadPeak.gz","wgEncodeBroadHistoneNhdfadH3k27acStdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadH3k27acStdPk.broadPeak.gz"
"H3K27ac","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-11-19#,#2011-08-19#,"wgEncodeEH001049","GSM733662","Bernstein","Broad",,"f31a946ab30602f293d958d9c8b67f3b",,"hg19","wgEncode",,,"exp",,"642M",,3007,,"wgEncodeBroadHistoneNhdfadH3k27acStdSig","None","bigWig","Signal","wgEncodeBroadHistoneNhdfadH3k27acStdSig.bigWig","wgEncodeBroadHistoneNhdfadH3k27acStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadH3k27acStdSig.bigWig"
"H3K27me3","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-11-19#,#2011-08-19#,"wgEncodeEH001050","GSM733745","Bernstein","Broad",,"b2e2a2138a62fdd9254216b595a8186b",,"hg19","wgEncode",,,"exp",,"1.2M","ScriptureVPaperR3",3008,,"wgEncodeBroadHistoneNhdfadH3k27me3StdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhdfadH3k27me3StdPk.broadPeak.gz","wgEncodeBroadHistoneNhdfadH3k27me3StdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadH3k27me3StdPk.broadPeak.gz"
"H3K27me3","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-11-19#,#2011-08-19#,"wgEncodeEH001050","GSM733745","Bernstein","Broad",,"760900a10f314ac213dc5a6fefc60e69",,"hg19","wgEncode",,,"exp",,"711M",,3008,,"wgEncodeBroadHistoneNhdfadH3k27me3StdSig","None","bigWig","Signal","wgEncodeBroadHistoneNhdfadH3k27me3StdSig.bigWig","wgEncodeBroadHistoneNhdfadH3k27me3StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadH3k27me3StdSig.bigWig"
"H3K36me3","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-11-19#,#2011-08-19#,"wgEncodeEH001051","GSM733733","Bernstein","Broad",,"3281e5bf9338b62637db6d8668c6cf92",,"hg19","wgEncode",,,"exp",,"638K","ScriptureVPaperR3",3009,,"wgEncodeBroadHistoneNhdfadH3k36me3StdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhdfadH3k36me3StdPk.broadPeak.gz","wgEncodeBroadHistoneNhdfadH3k36me3StdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadH3k36me3StdPk.broadPeak.gz"
"H3K36me3","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-11-19#,#2011-08-19#,"wgEncodeEH001051","GSM733733","Bernstein","Broad",,"33d38f72881ff123b569d3a698eb794f",,"hg19","wgEncode",,,"exp",,"718M",,3009,,"wgEncodeBroadHistoneNhdfadH3k36me3StdSig","None","bigWig","Signal","wgEncodeBroadHistoneNhdfadH3k36me3StdSig.bigWig","wgEncodeBroadHistoneNhdfadH3k36me3StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadH3k36me3StdSig.bigWig"
"H3K4me2","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-11-19#,#2011-08-19#,"wgEncodeEH001052","GSM733753","Bernstein","Broad",,"6a1e87a409b32d8bdbe88f44b1bbf489",,"hg19","wgEncode",,,"exp",,"1.8M","ScriptureVPaperR3",3010,,"wgEncodeBroadHistoneNhdfadH3k4me2StdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhdfadH3k4me2StdPk.broadPeak.gz","wgEncodeBroadHistoneNhdfadH3k4me2StdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadH3k4me2StdPk.broadPeak.gz"
"H3K4me2","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-11-19#,#2011-08-19#,"wgEncodeEH001052","GSM733753","Bernstein","Broad",,"61673899122e59b2f096bef77df07643",,"hg19","wgEncode",,,"exp",,"628M",,3010,,"wgEncodeBroadHistoneNhdfadH3k4me2StdSig","None","bigWig","Signal","wgEncodeBroadHistoneNhdfadH3k4me2StdSig.bigWig","wgEncodeBroadHistoneNhdfadH3k4me2StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadH3k4me2StdSig.bigWig"
"H3K4me3","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-11-19#,#2011-08-19#,"wgEncodeEH001053","GSM733650","Bernstein","Broad",,"0f40166312a13dfa59ec547e2e1565bb",,"hg19","wgEncode",,,"exp",,"1.1M","ScriptureVPaperR3",3011,,"wgEncodeBroadHistoneNhdfadH3k4me3StdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhdfadH3k4me3StdPk.broadPeak.gz","wgEncodeBroadHistoneNhdfadH3k4me3StdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadH3k4me3StdPk.broadPeak.gz"
"H3K4me3","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-11-19#,#2011-08-19#,"wgEncodeEH001053","GSM733650","Bernstein","Broad",,"d64347ec8462ce99ca9df755178be2ca",,"hg19","wgEncode",,,"exp",,"713M",,3011,,"wgEncodeBroadHistoneNhdfadH3k4me3StdSig","None","bigWig","Signal","wgEncodeBroadHistoneNhdfadH3k4me3StdSig.bigWig","wgEncodeBroadHistoneNhdfadH3k4me3StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadH3k4me3StdSig.bigWig"
"H3K79me2","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002430","GSM1003554","Bernstein","Broad",,"0811a01d5b93fb3675353712c5b5b4c7",,"hg19","wgEncode",,,"exp",,"575K","ScriptureVPaperR3",4969,,"wgEncodeBroadHistoneNhdfadH3k79me2Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhdfadH3k79me2Pk.broadPeak.gz","wgEncodeBroadHistoneNhdfadH3k79me2Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadH3k79me2Pk.broadPeak.gz"
"H3K79me2","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002430","GSM1003554","Bernstein","Broad",,"6d10eea20b5b75deb070a5352e374de5",,"hg19","wgEncode",,,"exp",,"320M",,4969,,"wgEncodeBroadHistoneNhdfadH3k79me2Sig","None","bigWig","Signal","wgEncodeBroadHistoneNhdfadH3k79me2Sig.bigWig","wgEncodeBroadHistoneNhdfadH3k79me2Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadH3k79me2Sig.bigWig"
"H3K9ac","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-11-19#,#2011-08-19#,"wgEncodeEH001054","GSM733709","Bernstein","Broad",,"3d892a4344b63c1521a2bb649541b8a3",,"hg19","wgEncode",,,"exp",,"1.8M","ScriptureVPaperR3",3012,,"wgEncodeBroadHistoneNhdfadH3k9acStdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhdfadH3k9acStdPk.broadPeak.gz","wgEncodeBroadHistoneNhdfadH3k9acStdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadH3k9acStdPk.broadPeak.gz"
"H3K9ac","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-11-19#,#2011-08-19#,"wgEncodeEH001054","GSM733709","Bernstein","Broad",,"a0ddd545ee04479ddafc08a1eb193daa",,"hg19","wgEncode",,,"exp",,"600M",,3012,,"wgEncodeBroadHistoneNhdfadH3k9acStdSig","None","bigWig","Signal","wgEncodeBroadHistoneNhdfadH3k9acStdSig.bigWig","wgEncodeBroadHistoneNhdfadH3k9acStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadH3k9acStdSig.bigWig"
"H4K20me1","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-21#,#2012-07-20#,"wgEncodeEH002417","GSM1003486","Bernstein","Broad",,"263e7fe1fb727e8bd8325459b3860b07",,"hg19","wgEncode",,,"exp",,"409K","ScriptureVPaperR3",5003,,"wgEncodeBroadHistoneNhdfadH4k20me1Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhdfadH4k20me1Pk.broadPeak.gz","wgEncodeBroadHistoneNhdfadH4k20me1Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadH4k20me1Pk.broadPeak.gz"
"H4K20me1","NHDF-Ad","wgEncodeBroadHistone","std","wgEncodeEH001055","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-21#,#2012-07-20#,"wgEncodeEH002417","GSM1003486","Bernstein","Broad",,"5d138f2c961eed7d729f9153010ea221",,"hg19","wgEncode",,,"exp",,"288M",,5003,,"wgEncodeBroadHistoneNhdfadH4k20me1Sig","None","bigWig","Signal","wgEncodeBroadHistoneNhdfadH4k20me1Sig.bigWig","wgEncodeBroadHistoneNhdfadH4k20me1Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhdfadH4k20me1Sig.bigWig"
