"antibody","cell","composite","control","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","donor_id","geo_sample_accession","grant","lab","lab_exp_id","lab_version","md5sum","obj_status","orig_assembly","project","replicate","set_type","size","sub_id","table_name","treatment","type","view","filename","fname","url"
"H3K4me3","AG09309","wgEncodeUwHistone","std","wgEncodeEH000932","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000931",,"GSM945168","Stam","UW","DS16033","lmax-v1.0","e2dbcaa7cd9094804bf5ad0dd4b8d6ee",,"hg19","wgEncode",2,"exp","702K",2602,"wgEncodeUwHistoneAg09309H3k4me3StdPkRep2","None","narrowPeak","Peaks","wgEncodeUwHistoneAg09309H3k4me3StdPkRep2.narrowPeak.gz","wgEncodeUwHistoneAg09309H3k4me3StdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAg09309H3k4me3StdPkRep2.narrowPeak.gz"
"H3K4me3","AG09309","wgEncodeUwHistone","std","wgEncodeEH000932","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000931",,"GSM945168","Stam","UW","DS16034","WindowDensity-bin20-win+/-75","eceece85294c896230d21587cec18dc7",,"hg19","wgEncode",1,"exp","57M",2603,"wgEncodeUwHistoneAg09309H3k4me3StdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneAg09309H3k4me3StdRawRep1.bigWig","wgEncodeUwHistoneAg09309H3k4me3StdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAg09309H3k4me3StdRawRep1.bigWig"
"H3K4me3","AG09309","wgEncodeUwHistone","std","wgEncodeEH000932","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000931",,"GSM945168","Stam","UW","DS16033","WindowDensity-bin20-win+/-75","6d895f8bac2c4ea6f1a642e6e1f5cdff",,"hg19","wgEncode",2,"exp","59M",2602,"wgEncodeUwHistoneAg09309H3k4me3StdRawRep2","None","bigWig","RawSignal","wgEncodeUwHistoneAg09309H3k4me3StdRawRep2.bigWig","wgEncodeUwHistoneAg09309H3k4me3StdRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAg09309H3k4me3StdRawRep2.bigWig"
"Input","AG09309","wgEncodeUwHistone","std","wgEncodeEH000932","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000932",,"GSM945167","Stam","UW","DS16030","WindowDensity-bin20-win+/-75","d45372c745f8e2d02bf7032a1eccf8e0",,"hg19","wgEncode",1,"input","102M",2601,"wgEncodeUwHistoneAg09309InputStdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneAg09309InputStdRawRep1.bigWig","wgEncodeUwHistoneAg09309InputStdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAg09309InputStdRawRep1.bigWig"
"H3K4me3","AG09319","wgEncodeUwHistone","std","wgEncodeEH000934","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000933",,"GSM945166","Stam","UW","DS15742","Hotspot-v5.1","46a8d53e8bda594357f6e2146d9e04cb",,"hg19","wgEncode",1,"exp","825K",2604,"wgEncodeUwHistoneAg09319H3k4me3StdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwHistoneAg09319H3k4me3StdHotspotsRep1.broadPeak.gz","wgEncodeUwHistoneAg09319H3k4me3StdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAg09319H3k4me3StdHotspotsRep1.broadPeak.gz"
"H3K4me3","AG09319","wgEncodeUwHistone","std","wgEncodeEH000934","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000933",,"GSM945166","Stam","UW","DS15743","Hotspot-v5.1","88443ca012554a89f47b4b5c31fa9ef5",,"hg19","wgEncode",2,"exp","689K",2605,"wgEncodeUwHistoneAg09319H3k4me3StdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwHistoneAg09319H3k4me3StdHotspotsRep2.broadPeak.gz","wgEncodeUwHistoneAg09319H3k4me3StdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAg09319H3k4me3StdHotspotsRep2.broadPeak.gz"
"H3K4me3","AG09319","wgEncodeUwHistone","std","wgEncodeEH000934","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000933",,"GSM945166","Stam","UW","DS15742","lmax-v1.0","de942b052d2ce0b64062875df9365be3",,"hg19","wgEncode",1,"exp","753K",2604,"wgEncodeUwHistoneAg09319H3k4me3StdPkRep1","None","narrowPeak","Peaks","wgEncodeUwHistoneAg09319H3k4me3StdPkRep1.narrowPeak.gz","wgEncodeUwHistoneAg09319H3k4me3StdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAg09319H3k4me3StdPkRep1.narrowPeak.gz"
"H3K4me3","AG09319","wgEncodeUwHistone","std","wgEncodeEH000934","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000933",,"GSM945166","Stam","UW","DS15743","lmax-v1.0","9e043ff4d200fcbd1963c34e02ddc57e",,"hg19","wgEncode",2,"exp","736K",2605,"wgEncodeUwHistoneAg09319H3k4me3StdPkRep2","None","narrowPeak","Peaks","wgEncodeUwHistoneAg09319H3k4me3StdPkRep2.narrowPeak.gz","wgEncodeUwHistoneAg09319H3k4me3StdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAg09319H3k4me3StdPkRep2.narrowPeak.gz"
"H3K4me3","AG09319","wgEncodeUwHistone","std","wgEncodeEH000934","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000933",,"GSM945166","Stam","UW","DS15742","WindowDensity-bin20-win+/-75","441bee97a5442fb3aa2879c3d5cb637f",,"hg19","wgEncode",1,"exp","70M",2604,"wgEncodeUwHistoneAg09319H3k4me3StdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneAg09319H3k4me3StdRawRep1.bigWig","wgEncodeUwHistoneAg09319H3k4me3StdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAg09319H3k4me3StdRawRep1.bigWig"
"H3K4me3","AG09319","wgEncodeUwHistone","std","wgEncodeEH000934","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000933",,"GSM945166","Stam","UW","DS15743","WindowDensity-bin20-win+/-75","f0294038c70b943e0032037e9a9c9791",,"hg19","wgEncode",2,"exp","56M",2605,"wgEncodeUwHistoneAg09319H3k4me3StdRawRep2","None","bigWig","RawSignal","wgEncodeUwHistoneAg09319H3k4me3StdRawRep2.bigWig","wgEncodeUwHistoneAg09319H3k4me3StdRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAg09319H3k4me3StdRawRep2.bigWig"
"Input","AG09319","wgEncodeUwHistone","std","wgEncodeEH000934","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000934",,"GSM945173","Stam","UW","DS15910","WindowDensity-bin20-win+/-75","085828b0872c6007376e7db2465db614",,"hg19","wgEncode",1,"input","205M",2606,"wgEncodeUwHistoneAg09319InputStdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneAg09319InputStdRawRep1.bigWig","wgEncodeUwHistoneAg09319InputStdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAg09319InputStdRawRep1.bigWig"
"H3K4me3","AG10803","wgEncodeUwHistone","std","wgEncodeEH000936","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000935",,"GSM945172","Stam","UW","DS15744","Hotspot-v5.1","3c76b6ce7a97ee4713471966cab4f56b",,"hg19","wgEncode",1,"exp","856K",2607,"wgEncodeUwHistoneAg10803H3k4me3StdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwHistoneAg10803H3k4me3StdHotspotsRep1.broadPeak.gz","wgEncodeUwHistoneAg10803H3k4me3StdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAg10803H3k4me3StdHotspotsRep1.broadPeak.gz"
"H3K4me3","AG10803","wgEncodeUwHistone","std","wgEncodeEH000936","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000935",,"GSM945172","Stam","UW","DS15745","Hotspot-v5.1","e7333611d7d3eec6696d25bbacc74d23",,"hg19","wgEncode",2,"exp","926K",2608,"wgEncodeUwHistoneAg10803H3k4me3StdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwHistoneAg10803H3k4me3StdHotspotsRep2.broadPeak.gz","wgEncodeUwHistoneAg10803H3k4me3StdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAg10803H3k4me3StdHotspotsRep2.broadPeak.gz"
"H3K4me3","AG10803","wgEncodeUwHistone","std","wgEncodeEH000936","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000935",,"GSM945172","Stam","UW","DS15744","lmax-v1.0","dc8318f817551c54835a9492c2c69db9",,"hg19","wgEncode",1,"exp","793K",2607,"wgEncodeUwHistoneAg10803H3k4me3StdPkRep1","None","narrowPeak","Peaks","wgEncodeUwHistoneAg10803H3k4me3StdPkRep1.narrowPeak.gz","wgEncodeUwHistoneAg10803H3k4me3StdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAg10803H3k4me3StdPkRep1.narrowPeak.gz"
"H3K4me3","AG10803","wgEncodeUwHistone","std","wgEncodeEH000936","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000935",,"GSM945172","Stam","UW","DS15745","lmax-v1.0","01560aeead95521a9cb0401d1b8b27db",,"hg19","wgEncode",2,"exp","810K",2608,"wgEncodeUwHistoneAg10803H3k4me3StdPkRep2","None","narrowPeak","Peaks","wgEncodeUwHistoneAg10803H3k4me3StdPkRep2.narrowPeak.gz","wgEncodeUwHistoneAg10803H3k4me3StdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAg10803H3k4me3StdPkRep2.narrowPeak.gz"
"H3K4me3","AG10803","wgEncodeUwHistone","std","wgEncodeEH000936","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000935",,"GSM945172","Stam","UW","DS15744","WindowDensity-bin20-win+/-75","ec031527079d96d9b7932934efa15ca6",,"hg19","wgEncode",1,"exp","105M",2607,"wgEncodeUwHistoneAg10803H3k4me3StdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneAg10803H3k4me3StdRawRep1.bigWig","wgEncodeUwHistoneAg10803H3k4me3StdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAg10803H3k4me3StdRawRep1.bigWig"
"H3K4me3","AG10803","wgEncodeUwHistone","std","wgEncodeEH000936","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000935",,"GSM945172","Stam","UW","DS15745","WindowDensity-bin20-win+/-75","bb7317bf3b898530717d12e68bab4f10",,"hg19","wgEncode",2,"exp","109M",2608,"wgEncodeUwHistoneAg10803H3k4me3StdRawRep2","None","bigWig","RawSignal","wgEncodeUwHistoneAg10803H3k4me3StdRawRep2.bigWig","wgEncodeUwHistoneAg10803H3k4me3StdRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAg10803H3k4me3StdRawRep2.bigWig"
"Input","AG10803","wgEncodeUwHistone","std","wgEncodeEH000936","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000936",,"GSM945171","Stam","UW","DS15911","WindowDensity-bin20-win+/-75","e802c8d074eacd55c3cb6b893a5d586d",,"hg19","wgEncode",1,"input","184M",2609,"wgEncodeUwHistoneAg10803InputStdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneAg10803InputStdRawRep1.bigWig","wgEncodeUwHistoneAg10803InputStdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAg10803InputStdRawRep1.bigWig"
"H3K4me3","AoAF","wgEncodeUwHistone","std","wgEncodeEH000938","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000937",,"GSM945170","Stam","UW","DS15746","Hotspot-v5.1","654ed4741a995617c7a943e0878048e1",,"hg19","wgEncode",1,"exp","835K",2610,"wgEncodeUwHistoneAoafH3k4me3StdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwHistoneAoafH3k4me3StdHotspotsRep1.broadPeak.gz","wgEncodeUwHistoneAoafH3k4me3StdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAoafH3k4me3StdHotspotsRep1.broadPeak.gz"
"H3K4me3","AoAF","wgEncodeUwHistone","std","wgEncodeEH000938","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000937",,"GSM945170","Stam","UW","DS15747","Hotspot-v5.1","bb1a3b1acd4ba08a205404b8887596d2",,"hg19","wgEncode",2,"exp","1019K",2611,"wgEncodeUwHistoneAoafH3k4me3StdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwHistoneAoafH3k4me3StdHotspotsRep2.broadPeak.gz","wgEncodeUwHistoneAoafH3k4me3StdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAoafH3k4me3StdHotspotsRep2.broadPeak.gz"
"H3K4me3","AoAF","wgEncodeUwHistone","std","wgEncodeEH000938","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000937",,"GSM945170","Stam","UW","DS15746","lmax-v1.0","093c353e1e6ad47188c17a580565a272",,"hg19","wgEncode",1,"exp","760K",2610,"wgEncodeUwHistoneAoafH3k4me3StdPkRep1","None","narrowPeak","Peaks","wgEncodeUwHistoneAoafH3k4me3StdPkRep1.narrowPeak.gz","wgEncodeUwHistoneAoafH3k4me3StdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAoafH3k4me3StdPkRep1.narrowPeak.gz"
"H3K4me3","AoAF","wgEncodeUwHistone","std","wgEncodeEH000938","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000937",,"GSM945170","Stam","UW","DS15747","lmax-v1.0","178ae71277f5dd093655934f2bd26a13",,"hg19","wgEncode",2,"exp","914K",2611,"wgEncodeUwHistoneAoafH3k4me3StdPkRep2","None","narrowPeak","Peaks","wgEncodeUwHistoneAoafH3k4me3StdPkRep2.narrowPeak.gz","wgEncodeUwHistoneAoafH3k4me3StdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAoafH3k4me3StdPkRep2.narrowPeak.gz"
"H3K4me3","AoAF","wgEncodeUwHistone","std","wgEncodeEH000938","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000937",,"GSM945170","Stam","UW","DS15746","WindowDensity-bin20-win+/-75","dcfa42be9257a166042ab477f77f9be8",,"hg19","wgEncode",1,"exp","82M",2610,"wgEncodeUwHistoneAoafH3k4me3StdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneAoafH3k4me3StdRawRep1.bigWig","wgEncodeUwHistoneAoafH3k4me3StdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAoafH3k4me3StdRawRep1.bigWig"
"H3K4me3","AoAF","wgEncodeUwHistone","std","wgEncodeEH000938","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000937",,"GSM945170","Stam","UW","DS15747","WindowDensity-bin20-win+/-75","3e28a04eca474212a7268d8ec41760ce",,"hg19","wgEncode",2,"exp","94M",2611,"wgEncodeUwHistoneAoafH3k4me3StdRawRep2","None","bigWig","RawSignal","wgEncodeUwHistoneAoafH3k4me3StdRawRep2.bigWig","wgEncodeUwHistoneAoafH3k4me3StdRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAoafH3k4me3StdRawRep2.bigWig"
"Input","AoAF","wgEncodeUwHistone","std","wgEncodeEH000938","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000938",,"GSM945164","Stam","UW","DS15912","WindowDensity-bin20-win+/-75","bcd6d383681bdab2584fc314381e7f42",,"hg19","wgEncode",1,"input","196M",2612,"wgEncodeUwHistoneAoafInputStdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneAoafInputStdRawRep1.bigWig","wgEncodeUwHistoneAoafInputStdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneAoafInputStdRawRep1.bigWig"
"H3K4me3","BE2_C","wgEncodeUwHistone","std","wgEncodeEH001892","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH001906",,"GSM945241","Stam","UW","DS18309","Hotspot-v5.2","a6c3c88fbec495b10443c5b190fe5430",,"hg19","wgEncode",1,"exp","1.4M",4396,"wgEncodeUwHistoneBe2cH3k04me3StdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwHistoneBe2cH3k04me3StdHotspotsRep1.broadPeak.gz","wgEncodeUwHistoneBe2cH3k04me3StdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneBe2cH3k04me3StdHotspotsRep1.broadPeak.gz"
"H3K4me3","BE2_C","wgEncodeUwHistone","std","wgEncodeEH001892","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH001906",,"GSM945241","Stam","UW","DS18310","Hotspot-v5.2","212021b965d9f136ffb29bfc0dd427f4",,"hg19","wgEncode",2,"exp","1.5M",4397,"wgEncodeUwHistoneBe2cH3k04me3StdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwHistoneBe2cH3k04me3StdHotspotsRep2.broadPeak.gz","wgEncodeUwHistoneBe2cH3k04me3StdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneBe2cH3k04me3StdHotspotsRep2.broadPeak.gz"
"H3K4me3","BE2_C","wgEncodeUwHistone","std","wgEncodeEH001892","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH001906",,"GSM945241","Stam","UW","DS18309","lmax-v1.0","bd6e6397f2e903f553921f5cc21aab76",,"hg19","wgEncode",1,"exp","780K",4396,"wgEncodeUwHistoneBe2cH3k04me3StdPkRep1","None","narrowPeak","Peaks","wgEncodeUwHistoneBe2cH3k04me3StdPkRep1.narrowPeak.gz","wgEncodeUwHistoneBe2cH3k04me3StdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneBe2cH3k04me3StdPkRep1.narrowPeak.gz"
"H3K4me3","BE2_C","wgEncodeUwHistone","std","wgEncodeEH001892","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH001906",,"GSM945241","Stam","UW","DS18310","lmax-v1.0","7b52756745237bb046185fbe703e7407",,"hg19","wgEncode",2,"exp","737K",4397,"wgEncodeUwHistoneBe2cH3k04me3StdPkRep2","None","narrowPeak","Peaks","wgEncodeUwHistoneBe2cH3k04me3StdPkRep2.narrowPeak.gz","wgEncodeUwHistoneBe2cH3k04me3StdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneBe2cH3k04me3StdPkRep2.narrowPeak.gz"
"H3K4me3","BE2_C","wgEncodeUwHistone","std","wgEncodeEH001892","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH001906",,"GSM945241","Stam","UW","DS18309","WindowDensity-bin20-win+/-75","24f0b88514c924f088b334dda068ab45",,"hg19","wgEncode",1,"exp","103M",4396,"wgEncodeUwHistoneBe2cH3k04me3StdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneBe2cH3k04me3StdRawRep1.bigWig","wgEncodeUwHistoneBe2cH3k04me3StdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneBe2cH3k04me3StdRawRep1.bigWig"
"H3K4me3","BE2_C","wgEncodeUwHistone","std","wgEncodeEH001892","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH001906",,"GSM945241","Stam","UW","DS18310","WindowDensity-bin20-win+/-75","5e47aef7560f3d6000b5a3ee5d66cd3d",,"hg19","wgEncode",2,"exp","113M",4397,"wgEncodeUwHistoneBe2cH3k04me3StdRawRep2","None","bigWig","RawSignal","wgEncodeUwHistoneBe2cH3k04me3StdRawRep2.bigWig","wgEncodeUwHistoneBe2cH3k04me3StdRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneBe2cH3k04me3StdRawRep2.bigWig"
"Input","BE2_C","wgEncodeUwHistone","std","wgEncodeEH001892","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH001892",,"GSM945283","Stam","UW","DS18306","WindowDensity-bin20-win+/-75","750a3340fa1fbcf803d491d685ae442b",,"hg19","wgEncode",1,"input","190M",4352,"wgEncodeUwHistoneBe2cInputStdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneBe2cInputStdRawRep1.bigWig","wgEncodeUwHistoneBe2cInputStdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneBe2cInputStdRawRep1.bigWig"
"H3K27me3","BJ","wgEncodeUwHistone","std","wgEncodeEH000453","ChipSeq","ENCODE June 2010 Freeze",#2010-06-10#,#2009-10-19#,#2010-07-19#,"wgEncodeEH000424",,"GSM945204","Stam","UW","DS12194","Hotspot-v5.1","1136e1002ed155a9b0e802ac230d6e0c",,"hg18","wgEncode",1,"exp","4.6M",1284,"wgEncodeUwHistoneBjH3k27me3StdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwHistoneBjH3k27me3StdHotspotsRep1.broadPeak.gz","wgEncodeUwHistoneBjH3k27me3StdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneBjH3k27me3StdHotspotsRep1.broadPeak.gz"
"H3K27me3","BJ","wgEncodeUwHistone","std","wgEncodeEH000453","ChipSeq","ENCODE June 2010 Freeze",#2010-06-10#,#2009-10-20#,#2010-07-20#,"wgEncodeEH000424",,"GSM945204","Stam","UW","DS12197","Hotspot-v5.1","8f489afc0530de7060c633f250afe9bb",,"hg18","wgEncode",2,"exp","5.4M",1285,"wgEncodeUwHistoneBjH3k27me3StdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwHistoneBjH3k27me3StdHotspotsRep2.broadPeak.gz","wgEncodeUwHistoneBjH3k27me3StdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneBjH3k27me3StdHotspotsRep2.broadPeak.gz"
"H3K27me3","BJ","wgEncodeUwHistone","std","wgEncodeEH000453","ChipSeq","ENCODE June 2010 Freeze",#2010-06-10#,#2009-10-19#,#2010-07-19#,"wgEncodeEH000424",,"GSM945204","Stam","UW","DS12194","lmax-v1.0","e349a7d0fc003832c648698e51051031",,"hg18","wgEncode",1,"exp","257K",1284,"wgEncodeUwHistoneBjH3k27me3StdPkRep1","None","narrowPeak","Peaks","wgEncodeUwHistoneBjH3k27me3StdPkRep1.narrowPeak.gz","wgEncodeUwHistoneBjH3k27me3StdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneBjH3k27me3StdPkRep1.narrowPeak.gz"
"H3K27me3","BJ","wgEncodeUwHistone","std","wgEncodeEH000453","ChipSeq","ENCODE June 2010 Freeze",#2010-06-10#,#2010-06-10#,#2011-03-09#,"wgEncodeEH000424",,"GSM945204","Stam","UW","DS12197","lmax-v1.0","cff7ea559a4ce07b6a7fa566b94b7dde",,"hg18","wgEncode",2,"exp","496K",1285,"wgEncodeUwHistoneBjH3k27me3StdPkRep2","None","narrowPeak","Peaks","wgEncodeUwHistoneBjH3k27me3StdPkRep2.narrowPeak.gz","wgEncodeUwHistoneBjH3k27me3StdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneBjH3k27me3StdPkRep2.narrowPeak.gz"
