"antibody","cell","composite","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_exp_id","lab_version","md5sum","obj_status","orig_assembly","project","protocol","replicate","set_type","size","software_version","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"FOXM1_(SC-502)","GM12878","wgEncodeHaibTfbs","SL6022","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-21#,#2012-09-21#,"wgEncodeEH002529","GSM1010731","Myers","HudsonAlpha","SL7834",,"e838744dfecbfa136437772423177be7",,,"wgEncode","v042211.1",2,"exp","16M",,5132,,"wgEncodeHaibTfbsGm12878Foxm1sc502V0422111RawRep2","None","bigWig","RawSignal","wgEncodeHaibTfbsGm12878Foxm1sc502V0422111RawRep2.bigWig","wgEncodeHaibTfbsGm12878Foxm1sc502V0422111RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Foxm1sc502V0422111RawRep2.bigWig"
"GABP","GM12878","wgEncodeHaibTfbs","SL217","ChipSeq","ENCODE June 2010 Freeze",#2010-06-21#,#2008-11-20#,#2009-08-20#,"wgEncodeEH001462","GSM803356","Myers","HudsonAlpha","SL203",,"eab4d8a09efd3bb280274084e50ca352",,"hg18","wgEncode","PCR2x",1,"exp","75K","MACS",1796,,"wgEncodeHaibTfbsGm12878GabpPcr2xPkRep1","None","broadPeak","Peaks","wgEncodeHaibTfbsGm12878GabpPcr2xPkRep1.broadPeak.gz","wgEncodeHaibTfbsGm12878GabpPcr2xPkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878GabpPcr2xPkRep1.broadPeak.gz"
"GABP","GM12878","wgEncodeHaibTfbs","SL218","ChipSeq","ENCODE June 2010 Freeze",#2010-06-21#,#2008-11-20#,#2009-08-20#,"wgEncodeEH001462","GSM803356","Myers","HudsonAlpha","SL205",,"b9f39c6656e30996332e2870b9a5ca46",,"hg18","wgEncode","PCR2x",2,"exp","81K","MACS",1796,,"wgEncodeHaibTfbsGm12878GabpPcr2xPkRep2","None","broadPeak","Peaks","wgEncodeHaibTfbsGm12878GabpPcr2xPkRep2.broadPeak.gz","wgEncodeHaibTfbsGm12878GabpPcr2xPkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878GabpPcr2xPkRep2.broadPeak.gz"
"GABP","GM12878","wgEncodeHaibTfbs","SL217","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-11-29#,#2011-08-28#,"wgEncodeEH001462","GSM803356","Myers","HudsonAlpha","SL203",,"81b16c6a52420366d76952e22cec90fc",,,"wgEncode","PCR2x",1,"exp","27M",,3021,,"wgEncodeHaibTfbsGm12878GabpPcr2xRawRep1","None","bigWig","RawSignal","wgEncodeHaibTfbsGm12878GabpPcr2xRawRep1.bigWig","wgEncodeHaibTfbsGm12878GabpPcr2xRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878GabpPcr2xRawRep1.bigWig"
"GABP","GM12878","wgEncodeHaibTfbs","SL218","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-11-29#,#2011-08-28#,"wgEncodeEH001462","GSM803356","Myers","HudsonAlpha","SL205",,"dd4a844c81485a5933459eb6d9911294",,,"wgEncode","PCR2x",2,"exp","48M",,3021,,"wgEncodeHaibTfbsGm12878GabpPcr2xRawRep2","None","bigWig","RawSignal","wgEncodeHaibTfbsGm12878GabpPcr2xRawRep2.bigWig","wgEncodeHaibTfbsGm12878GabpPcr2xRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878GabpPcr2xRawRep2.bigWig"
"IRF4_(SC-6059)","GM12878","wgEncodeHaibTfbs","SL516","ChipSeq","ENCODE June 2010 Freeze",#2010-06-07#,#2009-10-27#,#2010-07-27#,"wgEncodeEH001484","GSM803390","Myers","HudsonAlpha","SL838",,"03aceacdeaa397aaf3b9aac9965c4123",,"hg18","wgEncode","PCR1x",1,"exp","332K","MACS",1261,,"wgEncodeHaibTfbsGm12878Irf4sc6059Pcr1xPkRep1","None","broadPeak","Peaks","wgEncodeHaibTfbsGm12878Irf4sc6059Pcr1xPkRep1.broadPeak.gz","wgEncodeHaibTfbsGm12878Irf4sc6059Pcr1xPkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Irf4sc6059Pcr1xPkRep1.broadPeak.gz"
"IRF4_(SC-6059)","GM12878","wgEncodeHaibTfbs","SL517","ChipSeq","ENCODE June 2010 Freeze",#2010-06-07#,#2009-10-29#,#2010-07-29#,"wgEncodeEH001484","GSM803390","Myers","HudsonAlpha","SL951",,"0644524f5f3062c61fa14e97648187ad",,"hg18","wgEncode","PCR1x",2,"exp","393K","MACS",1241,,"wgEncodeHaibTfbsGm12878Irf4sc6059Pcr1xPkRep2","None","broadPeak","Peaks","wgEncodeHaibTfbsGm12878Irf4sc6059Pcr1xPkRep2.broadPeak.gz","wgEncodeHaibTfbsGm12878Irf4sc6059Pcr1xPkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Irf4sc6059Pcr1xPkRep2.broadPeak.gz"
"IRF4_(SC-6059)","GM12878","wgEncodeHaibTfbs","SL516","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-01#,#2011-09-01#,"wgEncodeEH001484","GSM803390","Myers","HudsonAlpha","SL838",,"1e5f4068cd8c3603a6f55f64f8296175",,,"wgEncode","PCR1x",1,"exp","16M",,3037,,"wgEncodeHaibTfbsGm12878Irf4sc6059Pcr1xRawRep1","None","bigWig","RawSignal","wgEncodeHaibTfbsGm12878Irf4sc6059Pcr1xRawRep1.bigWig","wgEncodeHaibTfbsGm12878Irf4sc6059Pcr1xRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Irf4sc6059Pcr1xRawRep1.bigWig"
"IRF4_(SC-6059)","GM12878","wgEncodeHaibTfbs","SL517","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-11-30#,#2011-08-30#,"wgEncodeEH001484","GSM803390","Myers","HudsonAlpha","SL951",,"7a6588eb647cbcc29ff80c1254b31bad",,,"wgEncode","PCR1x",2,"exp","21M",,3038,,"wgEncodeHaibTfbsGm12878Irf4sc6059Pcr1xRawRep2","None","bigWig","RawSignal","wgEncodeHaibTfbsGm12878Irf4sc6059Pcr1xRawRep2.bigWig","wgEncodeHaibTfbsGm12878Irf4sc6059Pcr1xRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Irf4sc6059Pcr1xRawRep2.bigWig"
"MEF2A","GM12878","wgEncodeHaibTfbs","SL1613","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-09-15#,#2011-06-15#,"wgEncodeEH001565","GSM803511","Myers","HudsonAlpha","SL1425",,"87aafa7d49a5ba352c1c578c89643d1f",,,"wgEncode","PCR1x",1,"exp","282K","MACS",2204,,"wgEncodeHaibTfbsGm12878Mef2aPcr1xPkRep1","None","broadPeak","Peaks","wgEncodeHaibTfbsGm12878Mef2aPcr1xPkRep1.broadPeak.gz","wgEncodeHaibTfbsGm12878Mef2aPcr1xPkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Mef2aPcr1xPkRep1.broadPeak.gz"
"MEF2A","GM12878","wgEncodeHaibTfbs","SL1613","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-09-15#,#2011-06-15#,"wgEncodeEH001565","GSM803511","Myers","HudsonAlpha","SL1792",,"6279041a2ad3b6324f65adb1e89a026f",,,"wgEncode","PCR1x",2,"exp","162K","MACS",2204,,"wgEncodeHaibTfbsGm12878Mef2aPcr1xPkRep2","None","broadPeak","Peaks","wgEncodeHaibTfbsGm12878Mef2aPcr1xPkRep2.broadPeak.gz","wgEncodeHaibTfbsGm12878Mef2aPcr1xPkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Mef2aPcr1xPkRep2.broadPeak.gz"
"MEF2A","GM12878","wgEncodeHaibTfbs","SL1613","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-21#,#2011-10-21#,"wgEncodeEH001565","GSM803511","Myers","HudsonAlpha","SL1425",,"c7a49123e55104b113589646d8736f4a",,,"wgEncode","PCR1x",1,"exp","11M",,3026,,"wgEncodeHaibTfbsGm12878Mef2aPcr1xRawRep1","None","bigWig","RawSignal","wgEncodeHaibTfbsGm12878Mef2aPcr1xRawRep1.bigWig","wgEncodeHaibTfbsGm12878Mef2aPcr1xRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Mef2aPcr1xRawRep1.bigWig"
"MEF2A","GM12878","wgEncodeHaibTfbs","SL1613","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-11-29#,#2011-08-28#,"wgEncodeEH001565","GSM803511","Myers","HudsonAlpha","SL1792",,"686f63e1eec2e91fff8ae2948eb63fe2",,,"wgEncode","PCR1x",2,"exp","17M",,3027,,"wgEncodeHaibTfbsGm12878Mef2aPcr1xRawRep2","None","bigWig","RawSignal","wgEncodeHaibTfbsGm12878Mef2aPcr1xRawRep2.bigWig","wgEncodeHaibTfbsGm12878Mef2aPcr1xRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Mef2aPcr1xRawRep2.bigWig"
"MEF2C_(SC-13268)","GM12878","wgEncodeHaibTfbs","SL1613","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-21#,#2011-10-21#,"wgEncodeEH001648","GSM803420","Myers","HudsonAlpha","SL1654",,"5fce143cd102115d65f5407c86b33fc1",,,"wgEncode","v041610.1",1,"exp","16K","MACS",3494,,"wgEncodeHaibTfbsGm12878Mef2csc13268V0416101PkRep1","None","broadPeak","Peaks","wgEncodeHaibTfbsGm12878Mef2csc13268V0416101PkRep1.broadPeak.gz","wgEncodeHaibTfbsGm12878Mef2csc13268V0416101PkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Mef2csc13268V0416101PkRep1.broadPeak.gz"
"MEF2C_(SC-13268)","GM12878","wgEncodeHaibTfbs","SL1613","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-21#,#2011-10-21#,"wgEncodeEH001648","GSM803420","Myers","HudsonAlpha","SL2127",,"cd955d73c911652b3355a89dc0b2edf6",,,"wgEncode","v041610.1",2,"exp","136K","MACS",3494,,"wgEncodeHaibTfbsGm12878Mef2csc13268V0416101PkRep2","None","broadPeak","Peaks","wgEncodeHaibTfbsGm12878Mef2csc13268V0416101PkRep2.broadPeak.gz","wgEncodeHaibTfbsGm12878Mef2csc13268V0416101PkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Mef2csc13268V0416101PkRep2.broadPeak.gz"
"MEF2C_(SC-13268)","GM12878","wgEncodeHaibTfbs","SL1613","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-21#,#2011-10-21#,"wgEncodeEH001648","GSM803420","Myers","HudsonAlpha","SL1654",,"c2d596c454d9307376cad1d5da509dc2",,,"wgEncode","v041610.1",1,"exp","3.7M",,3494,,"wgEncodeHaibTfbsGm12878Mef2csc13268V0416101RawRep1","None","bigWig","RawSignal","wgEncodeHaibTfbsGm12878Mef2csc13268V0416101RawRep1.bigWig","wgEncodeHaibTfbsGm12878Mef2csc13268V0416101RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Mef2csc13268V0416101RawRep1.bigWig"
"MEF2C_(SC-13268)","GM12878","wgEncodeHaibTfbs","SL1613","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-21#,#2011-10-21#,"wgEncodeEH001648","GSM803420","Myers","HudsonAlpha","SL2127",,"404ee81878b81dbe2b298a48f4f5e6e7",,,"wgEncode","v041610.1",2,"exp","9.7M",,3494,,"wgEncodeHaibTfbsGm12878Mef2csc13268V0416101RawRep2","None","bigWig","RawSignal","wgEncodeHaibTfbsGm12878Mef2csc13268V0416101RawRep2.bigWig","wgEncodeHaibTfbsGm12878Mef2csc13268V0416101RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Mef2csc13268V0416101RawRep2.bigWig"
"MTA3_(SC-81325)","GM12878","wgEncodeHaibTfbs","SL6022","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-30#,#2012-06-30#,"wgEncodeEH002329","GSM1010729","Myers","HudsonAlpha","SL7899",,"dfc0edebdadc973cc4b31a064a019a1a",,,"wgEncode","v042211.1",1,"exp","315K","MACS",4937,,"wgEncodeHaibTfbsGm12878Mta3sc81325V0422111PkRep1","None","broadPeak","Peaks","wgEncodeHaibTfbsGm12878Mta3sc81325V0422111PkRep1.broadPeak.gz","wgEncodeHaibTfbsGm12878Mta3sc81325V0422111PkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Mta3sc81325V0422111PkRep1.broadPeak.gz"
"MTA3_(SC-81325)","GM12878","wgEncodeHaibTfbs","SL6022","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-30#,#2012-06-30#,"wgEncodeEH002329","GSM1010729","Myers","HudsonAlpha","SL8129",,"e9e00b6c695dd6ebf2ae7a85dbe15ca9",,,"wgEncode","v042211.1",2,"exp","623K","MACS",4937,,"wgEncodeHaibTfbsGm12878Mta3sc81325V0422111PkRep2","None","broadPeak","Peaks","wgEncodeHaibTfbsGm12878Mta3sc81325V0422111PkRep2.broadPeak.gz","wgEncodeHaibTfbsGm12878Mta3sc81325V0422111PkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Mta3sc81325V0422111PkRep2.broadPeak.gz"
"MTA3_(SC-81325)","GM12878","wgEncodeHaibTfbs","SL6022","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-30#,#2012-06-30#,"wgEncodeEH002329","GSM1010729","Myers","HudsonAlpha","SL7899",,"78df316d2da41ec0780971469e5424ff",,,"wgEncode","v042211.1",1,"exp","22M",,4937,,"wgEncodeHaibTfbsGm12878Mta3sc81325V0422111RawRep1","None","bigWig","RawSignal","wgEncodeHaibTfbsGm12878Mta3sc81325V0422111RawRep1.bigWig","wgEncodeHaibTfbsGm12878Mta3sc81325V0422111RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Mta3sc81325V0422111RawRep1.bigWig"
"MTA3_(SC-81325)","GM12878","wgEncodeHaibTfbs","SL6022","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-30#,#2012-06-30#,"wgEncodeEH002329","GSM1010729","Myers","HudsonAlpha","SL8129",,"6308b3ad00ee633e6402a752b3cb57ab",,,"wgEncode","v042211.1",2,"exp","42M",,4937,,"wgEncodeHaibTfbsGm12878Mta3sc81325V0422111RawRep2","None","bigWig","RawSignal","wgEncodeHaibTfbsGm12878Mta3sc81325V0422111RawRep2.bigWig","wgEncodeHaibTfbsGm12878Mta3sc81325V0422111RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Mta3sc81325V0422111RawRep2.bigWig"
"NFATC1_(SC-17834)","GM12878","wgEncodeHaibTfbs","SL6022","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-13#,#2012-06-13#,"wgEncodeEH002307","GSM1010779","Myers","HudsonAlpha","SL7280",,"647e9072151aec4f235e617c86835b73",,,"wgEncode","v042211.1",1,"exp","323K","MACS",4825,,"wgEncodeHaibTfbsGm12878Nfatc1sc17834V0422111PkRep1","None","broadPeak","Peaks","wgEncodeHaibTfbsGm12878Nfatc1sc17834V0422111PkRep1.broadPeak.gz","wgEncodeHaibTfbsGm12878Nfatc1sc17834V0422111PkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Nfatc1sc17834V0422111PkRep1.broadPeak.gz"
"NFATC1_(SC-17834)","GM12878","wgEncodeHaibTfbs","SL6022","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-13#,#2012-06-13#,"wgEncodeEH002307","GSM1010779","Myers","HudsonAlpha","SL7830",,"28e17e60df32b13264ab6d21de9e8b10",,,"wgEncode","v042211.1",2,"exp","352K","MACS",4825,,"wgEncodeHaibTfbsGm12878Nfatc1sc17834V0422111PkRep2","None","broadPeak","Peaks","wgEncodeHaibTfbsGm12878Nfatc1sc17834V0422111PkRep2.broadPeak.gz","wgEncodeHaibTfbsGm12878Nfatc1sc17834V0422111PkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Nfatc1sc17834V0422111PkRep2.broadPeak.gz"
"NFATC1_(SC-17834)","GM12878","wgEncodeHaibTfbs","SL6022","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-13#,#2012-06-13#,"wgEncodeEH002307","GSM1010779","Myers","HudsonAlpha","SL7280",,"588d0af7e5a011d462c60643cc716f57",,,"wgEncode","v042211.1",1,"exp","22M",,4825,,"wgEncodeHaibTfbsGm12878Nfatc1sc17834V0422111RawRep1","None","bigWig","RawSignal","wgEncodeHaibTfbsGm12878Nfatc1sc17834V0422111RawRep1.bigWig","wgEncodeHaibTfbsGm12878Nfatc1sc17834V0422111RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Nfatc1sc17834V0422111RawRep1.bigWig"
"NFATC1_(SC-17834)","GM12878","wgEncodeHaibTfbs","SL6022","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-13#,#2012-06-13#,"wgEncodeEH002307","GSM1010779","Myers","HudsonAlpha","SL7830",,"e7789cf4a9b3b8a5a892ccb99d51b430",,,"wgEncode","v042211.1",2,"exp","20M",,4825,,"wgEncodeHaibTfbsGm12878Nfatc1sc17834V0422111RawRep2","None","bigWig","RawSignal","wgEncodeHaibTfbsGm12878Nfatc1sc17834V0422111RawRep2.bigWig","wgEncodeHaibTfbsGm12878Nfatc1sc17834V0422111RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Nfatc1sc17834V0422111RawRep2.bigWig"
"NFIC_(SC-81335)","GM12878","wgEncodeHaibTfbs","SL6022","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-08#,#2012-09-08#,"wgEncodeEH002343","GSM1010881","Myers","HudsonAlpha","SL8083",,"b78104558c7fba920533144a3277e9f7",,,"wgEncode","v042211.1",1,"exp","696K","MACS",5131,,"wgEncodeHaibTfbsGm12878Nficsc81335V0422111PkRep1","None","broadPeak","Peaks","wgEncodeHaibTfbsGm12878Nficsc81335V0422111PkRep1.broadPeak.gz","wgEncodeHaibTfbsGm12878Nficsc81335V0422111PkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Nficsc81335V0422111PkRep1.broadPeak.gz"
"NFIC_(SC-81335)","GM12878","wgEncodeHaibTfbs","SL6022","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-08#,#2012-09-08#,"wgEncodeEH002343","GSM1010881","Myers","HudsonAlpha","SL8392",,"9cb04a083f8ab6c7715d3ad5081eb1a0",,,"wgEncode","v042211.1",2,"exp","316K","MACS",5131,,"wgEncodeHaibTfbsGm12878Nficsc81335V0422111PkRep2","None","broadPeak","Peaks","wgEncodeHaibTfbsGm12878Nficsc81335V0422111PkRep2.broadPeak.gz","wgEncodeHaibTfbsGm12878Nficsc81335V0422111PkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Nficsc81335V0422111PkRep2.broadPeak.gz"
"NFIC_(SC-81335)","GM12878","wgEncodeHaibTfbs","SL6022","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-08#,#2012-09-08#,"wgEncodeEH002343","GSM1010881","Myers","HudsonAlpha","SL8083",,"97226b08836caad5ca589fc01ec1b4e9",,,"wgEncode","v042211.1",1,"exp","47M",,5131,,"wgEncodeHaibTfbsGm12878Nficsc81335V0422111RawRep1","None","bigWig","RawSignal","wgEncodeHaibTfbsGm12878Nficsc81335V0422111RawRep1.bigWig","wgEncodeHaibTfbsGm12878Nficsc81335V0422111RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Nficsc81335V0422111RawRep1.bigWig"
"NFIC_(SC-81335)","GM12878","wgEncodeHaibTfbs","SL6022","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-08#,#2012-09-08#,"wgEncodeEH002343","GSM1010881","Myers","HudsonAlpha","SL8392",,"4cd1c52da61578475888667af6bdaf05",,,"wgEncode","v042211.1",2,"exp","22M",,5131,,"wgEncodeHaibTfbsGm12878Nficsc81335V0422111RawRep2","None","bigWig","RawSignal","wgEncodeHaibTfbsGm12878Nficsc81335V0422111RawRep2.bigWig","wgEncodeHaibTfbsGm12878Nficsc81335V0422111RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878Nficsc81335V0422111RawRep2.bigWig"
"NRSF","GM12878","wgEncodeHaibTfbs","SL1394","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-23#,#2012-06-23#,"wgEncodeEH002314","GSM1010744","Myers","HudsonAlpha","SL852",,"5be290b00c270f6f6dec142726dfae9d",,,"wgEncode","PCR1x",1,"exp","97K","MACS",4851,,"wgEncodeHaibTfbsGm12878NrsfPcr1xPkRep1","None","broadPeak","Peaks","wgEncodeHaibTfbsGm12878NrsfPcr1xPkRep1.broadPeak.gz","wgEncodeHaibTfbsGm12878NrsfPcr1xPkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878NrsfPcr1xPkRep1.broadPeak.gz"
"NRSF","GM12878","wgEncodeHaibTfbs","SL3979","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-23#,#2012-06-23#,"wgEncodeEH002314","GSM1010744","Myers","HudsonAlpha","SL7333",,"a20d72c70d2e82be2b7bdf75e03d3c1f",,,"wgEncode","PCR1x",2,"exp","88K","MACS",4851,,"wgEncodeHaibTfbsGm12878NrsfPcr1xPkRep2","None","broadPeak","Peaks","wgEncodeHaibTfbsGm12878NrsfPcr1xPkRep2.broadPeak.gz","wgEncodeHaibTfbsGm12878NrsfPcr1xPkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878NrsfPcr1xPkRep2.broadPeak.gz"
"NRSF","GM12878","wgEncodeHaibTfbs","SL1394","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-23#,#2012-06-23#,"wgEncodeEH002314","GSM1010744","Myers","HudsonAlpha","SL852",,"326175949a41294491bb704a219a1cdd",,,"wgEncode","PCR1x",1,"exp","8.3M",,4851,,"wgEncodeHaibTfbsGm12878NrsfPcr1xRawRep1","None","bigWig","RawSignal","wgEncodeHaibTfbsGm12878NrsfPcr1xRawRep1.bigWig","wgEncodeHaibTfbsGm12878NrsfPcr1xRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878NrsfPcr1xRawRep1.bigWig"
"NRSF","GM12878","wgEncodeHaibTfbs","SL3979","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-23#,#2012-06-23#,"wgEncodeEH002314","GSM1010744","Myers","HudsonAlpha","SL7333",,"a55185f2b42444c4310e801dbb25a05a",,,"wgEncode","PCR1x",2,"exp","6.0M",,4851,,"wgEncodeHaibTfbsGm12878NrsfPcr1xRawRep2","None","bigWig","RawSignal","wgEncodeHaibTfbsGm12878NrsfPcr1xRawRep2.bigWig","wgEncodeHaibTfbsGm12878NrsfPcr1xRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878NrsfPcr1xRawRep2.bigWig"
"NRSF","GM12878","wgEncodeHaibTfbs","SL217","ChipSeq","ENCODE Jan 2011 Freeze",#2010-08-06#,#2008-11-25#,#2011-05-06#,"wgEncodeEH001465","GSM803349","Myers","HudsonAlpha","SL202",,"9e99d7487a607fc8583e4c8fb20cf7f4",,"hg18","wgEncode","PCR2x",1,"exp","87K","MACS",1848,,"wgEncodeHaibTfbsGm12878NrsfPcr2xPkRep1","None","broadPeak","Peaks","wgEncodeHaibTfbsGm12878NrsfPcr2xPkRep1.broadPeak.gz","wgEncodeHaibTfbsGm12878NrsfPcr2xPkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878NrsfPcr2xPkRep1.broadPeak.gz"
"NRSF","GM12878","wgEncodeHaibTfbs","SL218","ChipSeq","ENCODE June 2010 Freeze",#2010-06-21#,#2008-11-25#,#2009-08-25#,"wgEncodeEH001465","GSM803349","Myers","HudsonAlpha","SL204",,"aaae43fdd8d0700b27b96f903bf2e297",,"hg18","wgEncode","PCR2x",2,"exp","83K","MACS",1796,,"wgEncodeHaibTfbsGm12878NrsfPcr2xPkRep2","None","broadPeak","Peaks","wgEncodeHaibTfbsGm12878NrsfPcr2xPkRep2.broadPeak.gz","wgEncodeHaibTfbsGm12878NrsfPcr2xPkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsGm12878NrsfPcr2xPkRep2.broadPeak.gz"
