"antibody","cell","composite","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_exp_id","lab_version","md5sum","obj_status","orig_assembly","project","protocol","replicate","set_type","size","software_version","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"ATF3","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-08-16#,#2012-05-16#,"wgEncodeEH002288","GSM1010789","Myers","HudsonAlpha","SL6010",,"9a033fe031324ce8e9510144c674a79d",,,"wgEncode","v042211.1",1,"exp","117K","MACS",4747,,"wgEncodeHaibTfbsA549Atf3V0422111Etoh02PkRep1","EtOH_0.02pct","broadPeak","Peaks","wgEncodeHaibTfbsA549Atf3V0422111Etoh02PkRep1.broadPeak.gz","wgEncodeHaibTfbsA549Atf3V0422111Etoh02PkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Atf3V0422111Etoh02PkRep1.broadPeak.gz"
"ATF3","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-08-16#,#2012-05-16#,"wgEncodeEH002288","GSM1010789","Myers","HudsonAlpha","SL7273",,"e314747374d7d8fbff011d21f63a34e9",,,"wgEncode","v042211.1",2,"exp","132K","MACS",4747,,"wgEncodeHaibTfbsA549Atf3V0422111Etoh02PkRep2","EtOH_0.02pct","broadPeak","Peaks","wgEncodeHaibTfbsA549Atf3V0422111Etoh02PkRep2.broadPeak.gz","wgEncodeHaibTfbsA549Atf3V0422111Etoh02PkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Atf3V0422111Etoh02PkRep2.broadPeak.gz"
"ATF3","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-08-16#,#2012-05-16#,"wgEncodeEH002288","GSM1010789","Myers","HudsonAlpha","SL6010",,"87fe3cf050fdbcd40979c41e263d035f",,,"wgEncode","v042211.1",1,"exp","8.1M",,4747,,"wgEncodeHaibTfbsA549Atf3V0422111Etoh02RawRep1","EtOH_0.02pct","bigWig","RawSignal","wgEncodeHaibTfbsA549Atf3V0422111Etoh02RawRep1.bigWig","wgEncodeHaibTfbsA549Atf3V0422111Etoh02RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Atf3V0422111Etoh02RawRep1.bigWig"
"ATF3","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-08-16#,#2012-05-16#,"wgEncodeEH002288","GSM1010789","Myers","HudsonAlpha","SL7273",,"b01534f9d4b9ada083539567ea58c1f8",,,"wgEncode","v042211.1",2,"exp","13M",,4747,,"wgEncodeHaibTfbsA549Atf3V0422111Etoh02RawRep2","EtOH_0.02pct","bigWig","RawSignal","wgEncodeHaibTfbsA549Atf3V0422111Etoh02RawRep2.bigWig","wgEncodeHaibTfbsA549Atf3V0422111Etoh02RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Atf3V0422111Etoh02RawRep2.bigWig"
"BCL3","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-12#,#2012-06-12#,"wgEncodeEH002303","GSM1010775","Myers","HudsonAlpha","SL6596",,"45f9bfead1110a47336c763713859fd3",,,"wgEncode","v042211.1",1,"exp","224K","MACS",4785,,"wgEncodeHaibTfbsA549Bcl3V0422111Etoh02PkRep1","EtOH_0.02pct","broadPeak","Peaks","wgEncodeHaibTfbsA549Bcl3V0422111Etoh02PkRep1.broadPeak.gz","wgEncodeHaibTfbsA549Bcl3V0422111Etoh02PkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Bcl3V0422111Etoh02PkRep1.broadPeak.gz"
"BCL3","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-12#,#2012-06-12#,"wgEncodeEH002303","GSM1010775","Myers","HudsonAlpha","SL7109",,"196865102c9602729f763c5c4e7fcd78",,,"wgEncode","v042211.1",2,"exp","235K","MACS",4785,,"wgEncodeHaibTfbsA549Bcl3V0422111Etoh02PkRep2","EtOH_0.02pct","broadPeak","Peaks","wgEncodeHaibTfbsA549Bcl3V0422111Etoh02PkRep2.broadPeak.gz","wgEncodeHaibTfbsA549Bcl3V0422111Etoh02PkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Bcl3V0422111Etoh02PkRep2.broadPeak.gz"
"BCL3","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-12#,#2012-06-12#,"wgEncodeEH002303","GSM1010775","Myers","HudsonAlpha","SL6596",,"d8885d156304ed9145d23089f48303b9",,,"wgEncode","v042211.1",1,"exp","18M",,4785,,"wgEncodeHaibTfbsA549Bcl3V0422111Etoh02RawRep1","EtOH_0.02pct","bigWig","RawSignal","wgEncodeHaibTfbsA549Bcl3V0422111Etoh02RawRep1.bigWig","wgEncodeHaibTfbsA549Bcl3V0422111Etoh02RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Bcl3V0422111Etoh02RawRep1.bigWig"
"BCL3","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-12#,#2012-06-12#,"wgEncodeEH002303","GSM1010775","Myers","HudsonAlpha","SL7109",,"25821c3c4d51a44d8e8989f251a2a846",,,"wgEncode","v042211.1",2,"exp","17M",,4785,,"wgEncodeHaibTfbsA549Bcl3V0422111Etoh02RawRep2","EtOH_0.02pct","bigWig","RawSignal","wgEncodeHaibTfbsA549Bcl3V0422111Etoh02RawRep2.bigWig","wgEncodeHaibTfbsA549Bcl3V0422111Etoh02RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Bcl3V0422111Etoh02RawRep2.bigWig"
"CEBPB_(SC-150)","A549","wgEncodeHaibTfbs","SL13321","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-29#,#2013-04-29#,"wgEncodeEH003271","GSM1010871","Myers","HudsonAlpha","SL12637",,"048980e3bb18a99d87d004a90bf5bfa7",,,"wgEncode","v042211.1",1,"exp","403K","MACS",7694,,"wgEncodeHaibTfbsA549Cebpbsc150V0422111PkRep1","None","broadPeak","Peaks","wgEncodeHaibTfbsA549Cebpbsc150V0422111PkRep1.broadPeak.gz","wgEncodeHaibTfbsA549Cebpbsc150V0422111PkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Cebpbsc150V0422111PkRep1.broadPeak.gz"
"CEBPB_(SC-150)","A549","wgEncodeHaibTfbs","SL16753","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-29#,#2013-04-29#,"wgEncodeEH003271","GSM1010871","Myers","HudsonAlpha","SL16299",,"985e3827d504c369167bba0078c744d5",,,"wgEncode","v042211.1",2,"exp","248K","MACS",7694,,"wgEncodeHaibTfbsA549Cebpbsc150V0422111PkRep2","None","broadPeak","Peaks","wgEncodeHaibTfbsA549Cebpbsc150V0422111PkRep2.broadPeak.gz","wgEncodeHaibTfbsA549Cebpbsc150V0422111PkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Cebpbsc150V0422111PkRep2.broadPeak.gz"
"CEBPB_(SC-150)","A549","wgEncodeHaibTfbs","SL13321","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-29#,#2013-04-29#,"wgEncodeEH003271","GSM1010871","Myers","HudsonAlpha","SL12637",,"7844e7deef0fb24056cd617bb89ccf3b",,,"wgEncode","v042211.1",1,"exp","212M",,7694,,"wgEncodeHaibTfbsA549Cebpbsc150V0422111RawRep1","None","bigWig","RawSignal","wgEncodeHaibTfbsA549Cebpbsc150V0422111RawRep1.bigWig","wgEncodeHaibTfbsA549Cebpbsc150V0422111RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Cebpbsc150V0422111RawRep1.bigWig"
"CEBPB_(SC-150)","A549","wgEncodeHaibTfbs","SL16753","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-29#,#2013-04-29#,"wgEncodeEH003271","GSM1010871","Myers","HudsonAlpha","SL16299",,"fe3d656a4d4c1bfe8fdbc0590dc29c75",,,"wgEncode","v042211.1",2,"exp","141M",,7694,,"wgEncodeHaibTfbsA549Cebpbsc150V0422111RawRep2","None","bigWig","RawSignal","wgEncodeHaibTfbsA549Cebpbsc150V0422111RawRep2.bigWig","wgEncodeHaibTfbsA549Cebpbsc150V0422111RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Cebpbsc150V0422111RawRep2.bigWig"
"CREB1_(SC-240)","A549","wgEncodeHaibTfbs","SL1668","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-30#,#2012-06-30#,"wgEncodeEH002322","GSM1010720","Myers","HudsonAlpha","SL1668",,"18d4e02bc69c4c07ff96d4c0eab0653e",,,"wgEncode","PCR1x",1,"input","6.9M",,4882,,"wgEncodeHaibTfbsA549Creb1sc240Pcr1xEtoh02RawRep1","EtOH_0.02pct","bigWig","RawSignal","wgEncodeHaibTfbsA549Creb1sc240Pcr1xEtoh02RawRep1.bigWig","wgEncodeHaibTfbsA549Creb1sc240Pcr1xEtoh02RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Creb1sc240Pcr1xEtoh02RawRep1.bigWig"
"CREB1_(SC-240)","A549","wgEncodeHaibTfbs","SL1668","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-30#,#2012-06-30#,"wgEncodeEH002323","GSM1010719","Myers","HudsonAlpha","SL1667",,"bd1d4cb91bf2ec9d15fb5d4c579a2993",,,"wgEncode","v041610.2",1,"exp","420K","MACS",4795,,"wgEncodeHaibTfbsA549Creb1sc240V0416102Dex100nmPkRep1","DEX_100nM","broadPeak","Peaks","wgEncodeHaibTfbsA549Creb1sc240V0416102Dex100nmPkRep1.broadPeak.gz","wgEncodeHaibTfbsA549Creb1sc240V0416102Dex100nmPkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Creb1sc240V0416102Dex100nmPkRep1.broadPeak.gz"
"CREB1_(SC-240)","A549","wgEncodeHaibTfbs","SL3898","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-30#,#2012-06-30#,"wgEncodeEH002323","GSM1010719","Myers","HudsonAlpha","SL3897",,"bc118104b18cd530638a8900d92908cc",,,"wgEncode","v041610.2",2,"exp","171K","MACS",4795,,"wgEncodeHaibTfbsA549Creb1sc240V0416102Dex100nmPkRep2","DEX_100nM","broadPeak","Peaks","wgEncodeHaibTfbsA549Creb1sc240V0416102Dex100nmPkRep2.broadPeak.gz","wgEncodeHaibTfbsA549Creb1sc240V0416102Dex100nmPkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Creb1sc240V0416102Dex100nmPkRep2.broadPeak.gz"
"CREB1_(SC-240)","A549","wgEncodeHaibTfbs","SL1668","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-30#,#2012-06-30#,"wgEncodeEH002323","GSM1010719","Myers","HudsonAlpha","SL1667",,"d53ef12bcb17f325f53d25561ced530b",,,"wgEncode","v041610.2",1,"exp","40M",,4795,,"wgEncodeHaibTfbsA549Creb1sc240V0416102Dex100nmRawRep1","DEX_100nM","bigWig","RawSignal","wgEncodeHaibTfbsA549Creb1sc240V0416102Dex100nmRawRep1.bigWig","wgEncodeHaibTfbsA549Creb1sc240V0416102Dex100nmRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Creb1sc240V0416102Dex100nmRawRep1.bigWig"
"CREB1_(SC-240)","A549","wgEncodeHaibTfbs","SL3898","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-30#,#2012-06-30#,"wgEncodeEH002323","GSM1010719","Myers","HudsonAlpha","SL3897",,"6991cae7a34fecd130daa9248d016513",,,"wgEncode","v041610.2",2,"exp","7.6M",,4795,,"wgEncodeHaibTfbsA549Creb1sc240V0416102Dex100nmRawRep2","DEX_100nM","bigWig","RawSignal","wgEncodeHaibTfbsA549Creb1sc240V0416102Dex100nmRawRep2.bigWig","wgEncodeHaibTfbsA549Creb1sc240V0416102Dex100nmRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Creb1sc240V0416102Dex100nmRawRep2.bigWig"
"CREB1_(SC-240)","A549","wgEncodeHaibTfbs","SL3898","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-30#,#2012-06-30#,"wgEncodeEH002324","GSM1010726","Myers","HudsonAlpha","SL3898",,"eadde13a4251d801c402b140d18b6b2b",,,"wgEncode","v041610.2",2,"input","7.9M",,4882,,"wgEncodeHaibTfbsA549Creb1sc240V0416102Etoh02RawRep2","EtOH_0.02pct","bigWig","RawSignal","wgEncodeHaibTfbsA549Creb1sc240V0416102Etoh02RawRep2.bigWig","wgEncodeHaibTfbsA549Creb1sc240V0416102Etoh02RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Creb1sc240V0416102Etoh02RawRep2.bigWig"
"CTCF_(SC-5916)","A549","wgEncodeHaibTfbs","SL474","ChipSeq","ENCODE Mar 2012 Freeze",#2011-03-22#,#2010-01-06#,#2010-10-06#,"wgEncodeEH001507","GSM803453","Myers","HudsonAlpha","SL1204",,"a757f8020d22d33d835aaf84725ee34c",,,"wgEncode","PCR1x",1,"exp","671K",,3749,,"wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xDex100nmPkRep1","DEX_100nM","broadPeak","Peaks","wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xDex100nmPkRep1.broadPeak.gz","wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xDex100nmPkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xDex100nmPkRep1.broadPeak.gz"
"CTCF_(SC-5916)","A549","wgEncodeHaibTfbs","SL474","ChipSeq","ENCODE Mar 2012 Freeze",#2011-03-22#,#2010-01-06#,#2010-10-06#,"wgEncodeEH001507","GSM803453","Myers","HudsonAlpha","SL1077",,"962f54c107cc353a33481bc6219dcaea",,,"wgEncode","PCR1x",2,"exp","388K",,3749,,"wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xDex100nmPkRep2","DEX_100nM","broadPeak","Peaks","wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xDex100nmPkRep2.broadPeak.gz","wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xDex100nmPkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xDex100nmPkRep2.broadPeak.gz"
"CTCF_(SC-5916)","A549","wgEncodeHaibTfbs","SL474","ChipSeq","ENCODE Mar 2012 Freeze",#2011-03-22#,#2010-11-29#,#2011-08-28#,"wgEncodeEH001507","GSM803453","Myers","HudsonAlpha","SL1204",,"524e2eb49a06c0da956d80dc1795c068",,,"wgEncode","PCR1x",1,"exp","54M",,3752,,"wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xDex100nmRawRep1","DEX_100nM","bigWig","RawSignal","wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xDex100nmRawRep1.bigWig","wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xDex100nmRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xDex100nmRawRep1.bigWig"
"CTCF_(SC-5916)","A549","wgEncodeHaibTfbs","SL474","ChipSeq","ENCODE Mar 2012 Freeze",#2011-03-22#,#2010-11-29#,#2011-08-28#,"wgEncodeEH001507","GSM803453","Myers","HudsonAlpha","SL1077",,"85c8709f4cda0165a6240925e165b151",,,"wgEncode","PCR1x",2,"exp","23M",,3752,,"wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xDex100nmRawRep2","DEX_100nM","bigWig","RawSignal","wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xDex100nmRawRep2.bigWig","wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xDex100nmRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xDex100nmRawRep2.bigWig"
"CTCF_(SC-5916)","A549","wgEncodeHaibTfbs","SL475","ChipSeq","ENCODE Mar 2012 Freeze",#2011-03-22#,#2010-06-07#,#2011-03-07#,"wgEncodeEH001508","GSM803456","Myers","HudsonAlpha","SL1205",,"389a9ea764be7b99cdc71e03ce9250ff",,,"wgEncode","PCR1x",1,"exp","524K",,3751,,"wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xEtoh02PkRep1","EtOH_0.02pct","broadPeak","Peaks","wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xEtoh02PkRep1.broadPeak.gz","wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xEtoh02PkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xEtoh02PkRep1.broadPeak.gz"
"CTCF_(SC-5916)","A549","wgEncodeHaibTfbs","SL475","ChipSeq","ENCODE Mar 2012 Freeze",#2011-03-22#,#2010-06-07#,#2011-03-07#,"wgEncodeEH001508","GSM803456","Myers","HudsonAlpha","SL1078",,"691cacbb79aa599dc85f123c8087bc2c",,,"wgEncode","PCR1x",2,"exp","492K",,3751,,"wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xEtoh02PkRep2","EtOH_0.02pct","broadPeak","Peaks","wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xEtoh02PkRep2.broadPeak.gz","wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xEtoh02PkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xEtoh02PkRep2.broadPeak.gz"
"CTCF_(SC-5916)","A549","wgEncodeHaibTfbs","SL475","ChipSeq","ENCODE Mar 2012 Freeze",#2011-03-22#,#2010-11-29#,#2011-08-28#,"wgEncodeEH001508","GSM803456","Myers","HudsonAlpha","SL1205",,"5c32688696dfabf9d9bb283f234077cd",,,"wgEncode","PCR1x",1,"exp","37M",,3752,,"wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xEtoh02RawRep1","EtOH_0.02pct","bigWig","RawSignal","wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xEtoh02RawRep1.bigWig","wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xEtoh02RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xEtoh02RawRep1.bigWig"
"CTCF_(SC-5916)","A549","wgEncodeHaibTfbs","SL475","ChipSeq","ENCODE Mar 2012 Freeze",#2011-03-22#,#2010-11-29#,#2011-08-28#,"wgEncodeEH001508","GSM803456","Myers","HudsonAlpha","SL1078",,"eebb23f38095c18068b7f270543811d0",,,"wgEncode","PCR1x",2,"exp","23M",,3752,,"wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xEtoh02RawRep2","EtOH_0.02pct","bigWig","RawSignal","wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xEtoh02RawRep2.bigWig","wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xEtoh02RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xEtoh02RawRep2.bigWig"
"E2F6","A549","wgEncodeHaibTfbs","SL13321","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-20#,#2013-04-20#,"wgEncodeEH003244","GSM1010766","Myers","HudsonAlpha","SL13319",,"0fcefbdf4ab7bfbea8ef2976c0f6ed81",,,"wgEncode","v042211.1",1,"exp","215K","MACS",7277,,"wgEncodeHaibTfbsA549E2f6V0422111PkRep1","None","broadPeak","Peaks","wgEncodeHaibTfbsA549E2f6V0422111PkRep1.broadPeak.gz","wgEncodeHaibTfbsA549E2f6V0422111PkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549E2f6V0422111PkRep1.broadPeak.gz"
"E2F6","A549","wgEncodeHaibTfbs","SL13321","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-20#,#2013-04-20#,"wgEncodeEH003244","GSM1010766","Myers","HudsonAlpha","SL14581",,"c52749efc481d1cc29a614ef56f57f4b",,,"wgEncode","v042211.1",2,"exp","117K","MACS",7277,,"wgEncodeHaibTfbsA549E2f6V0422111PkRep2","None","broadPeak","Peaks","wgEncodeHaibTfbsA549E2f6V0422111PkRep2.broadPeak.gz","wgEncodeHaibTfbsA549E2f6V0422111PkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549E2f6V0422111PkRep2.broadPeak.gz"
"E2F6","A549","wgEncodeHaibTfbs","SL13321","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-20#,#2013-04-20#,"wgEncodeEH003244","GSM1010766","Myers","HudsonAlpha","SL13319",,"b4cef075a324cb90f64254b3ad06547a",,,"wgEncode","v042211.1",1,"exp","151M",,7277,,"wgEncodeHaibTfbsA549E2f6V0422111RawRep1","None","bigWig","RawSignal","wgEncodeHaibTfbsA549E2f6V0422111RawRep1.bigWig","wgEncodeHaibTfbsA549E2f6V0422111RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549E2f6V0422111RawRep1.bigWig"
"E2F6","A549","wgEncodeHaibTfbs","SL13321","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-20#,#2013-04-20#,"wgEncodeEH003244","GSM1010766","Myers","HudsonAlpha","SL14581",,"9815a46322bb9cc7c72c8d5c8ffc0042",,,"wgEncode","v042211.1",2,"exp","131M",,7277,,"wgEncodeHaibTfbsA549E2f6V0422111RawRep2","None","bigWig","RawSignal","wgEncodeHaibTfbsA549E2f6V0422111RawRep2.bigWig","wgEncodeHaibTfbsA549E2f6V0422111RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549E2f6V0422111RawRep2.bigWig"
"ELF1_(SC-631)","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-08-16#,#2012-05-16#,"wgEncodeEH002289","GSM1010790","Myers","HudsonAlpha","SL6436",,"46d636179bd6f4281794c63dfcb4349a",,,"wgEncode","v042211.1",1,"exp","92K","MACS",4778,,"wgEncodeHaibTfbsA549Elf1V0422111Etoh02PkRep1","EtOH_0.02pct","broadPeak","Peaks","wgEncodeHaibTfbsA549Elf1V0422111Etoh02PkRep1.broadPeak.gz","wgEncodeHaibTfbsA549Elf1V0422111Etoh02PkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Elf1V0422111Etoh02PkRep1.broadPeak.gz"
"ELF1_(SC-631)","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-08-16#,#2012-05-16#,"wgEncodeEH002289","GSM1010790","Myers","HudsonAlpha","SL7113",,"afdc2ade2b856c91a334ff5cc8cd4fa3",,,"wgEncode","v042211.1",2,"exp","227K","MACS",4778,,"wgEncodeHaibTfbsA549Elf1V0422111Etoh02PkRep2","EtOH_0.02pct","broadPeak","Peaks","wgEncodeHaibTfbsA549Elf1V0422111Etoh02PkRep2.broadPeak.gz","wgEncodeHaibTfbsA549Elf1V0422111Etoh02PkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Elf1V0422111Etoh02PkRep2.broadPeak.gz"
"ELF1_(SC-631)","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-08-16#,#2012-05-16#,"wgEncodeEH002289","GSM1010790","Myers","HudsonAlpha","SL6436",,"fb746992514ab036786199c3919a2d49",,,"wgEncode","v042211.1",1,"exp","8.7M",,4778,,"wgEncodeHaibTfbsA549Elf1V0422111Etoh02RawRep1","EtOH_0.02pct","bigWig","RawSignal","wgEncodeHaibTfbsA549Elf1V0422111Etoh02RawRep1.bigWig","wgEncodeHaibTfbsA549Elf1V0422111Etoh02RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Elf1V0422111Etoh02RawRep1.bigWig"
"ELF1_(SC-631)","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-08-16#,#2012-05-16#,"wgEncodeEH002289","GSM1010790","Myers","HudsonAlpha","SL7113",,"329b1b4577f5981c4f9a3b05ff65b4c0",,,"wgEncode","v042211.1",2,"exp","17M",,4778,,"wgEncodeHaibTfbsA549Elf1V0422111Etoh02RawRep2","EtOH_0.02pct","bigWig","RawSignal","wgEncodeHaibTfbsA549Elf1V0422111Etoh02RawRep2.bigWig","wgEncodeHaibTfbsA549Elf1V0422111Etoh02RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Elf1V0422111Etoh02RawRep2.bigWig"
