"cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_exp_id","lab_version","md5sum","obj_status","orig_assembly","project","replicate","seq_platform","size","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"HA-sp","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-12-16#,#2012-09-15#,"wgEncodeEH002459","GSM1014508","Stam","UW","DS14790","lmax-v1.0","d17d5ec7b3a2f1ca739338b66a25ac31",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.0M",5232,,"wgEncodeUwDgfHaspPk",,"narrowPeak","Peaks","wgEncodeUwDgfHaspPk.narrowPeak.gz","wgEncodeUwDgfHaspPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHaspPk.narrowPeak.gz"
"HA-sp","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-12-16#,#2012-09-15#,"wgEncodeEH002459","GSM1014508","Stam","UW","DS14790","WindowDensity-bin20-win+/-75","47fd03d96a6d577a11f9329edd520fc9",,"hg19","wgEncode",,"Illumina_HiSeq_2000","344M",5232,,"wgEncodeUwDgfHaspRaw",,"bigWig","RawSignal","wgEncodeUwDgfHaspRaw.bigWig","wgEncodeUwDgfHaspRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHaspRaw.bigWig"
"HA-sp","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-12-16#,#2012-09-15#,"wgEncodeEH002459","GSM1014508","Stam","UW","DS14790",,"72e9dea4cfb1d5bb570f658cc36ffd80",,"hg19","wgEncode",,"Illumina_HiSeq_2000","489M",5232,,"wgEncodeUwDgfHaspSig",,"bigWig","Signal","wgEncodeUwDgfHaspSig.bigWig","wgEncodeUwDgfHaspSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHaspSig.bigWig"
"HCF","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002444","GSM1014530","Stam","UW","DS12501","Hotspot-v5.2","b481571137416a478d71145555cb341e",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.5M",4887,,"wgEncodeUwDgfHcfHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfHcfHotspots.broadPeak.gz","wgEncodeUwDgfHcfHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHcfHotspots.broadPeak.gz"
"HCF","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002444","GSM1014530","Stam","UW","DS12501","lmax-v1.0","b0a0ca8716a8c562a8059710a8e6a18f",,"hg19","wgEncode",,"Illumina_HiSeq_2000","2.8M",4887,,"wgEncodeUwDgfHcfPk",,"narrowPeak","Peaks","wgEncodeUwDgfHcfPk.narrowPeak.gz","wgEncodeUwDgfHcfPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHcfPk.narrowPeak.gz"
"HCF","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002444","GSM1014530","Stam","UW","DS12501","WindowDensity-bin20-win+/-75","71ca2427d1baaa4ea058296efd1c8d38",,"hg19","wgEncode",,"Illumina_HiSeq_2000","306M",4887,,"wgEncodeUwDgfHcfRaw",,"bigWig","RawSignal","wgEncodeUwDgfHcfRaw.bigWig","wgEncodeUwDgfHcfRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHcfRaw.bigWig"
"HCF","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002444","GSM1014530","Stam","UW","DS12501",,"34214844566dcadccc6e823a0b8cb717",,"hg19","wgEncode",,"Illumina_HiSeq_2000","416M",4887,,"wgEncodeUwDgfHcfSig",,"bigWig","Signal","wgEncodeUwDgfHcfSig.bigWig","wgEncodeUwDgfHcfSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHcfSig.bigWig"
"HCFaa","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-27#,#2012-12-27#,"wgEncodeEH003147","GSM1014518","Stam","UW","DS13480","Hotspot-v5.2","dd813a627bb0891fd56aee5453a2121b",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.9M",6416,,"wgEncodeUwDgfHcfaaHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfHcfaaHotspots.broadPeak.gz","wgEncodeUwDgfHcfaaHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHcfaaHotspots.broadPeak.gz"
"HCFaa","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-27#,#2012-12-27#,"wgEncodeEH003147","GSM1014518","Stam","UW","DS13480","lmax-v1.0","115a1344bd1b052c81ae5e8960cddd91",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.1M",6416,,"wgEncodeUwDgfHcfaaPk",,"narrowPeak","Peaks","wgEncodeUwDgfHcfaaPk.narrowPeak.gz","wgEncodeUwDgfHcfaaPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHcfaaPk.narrowPeak.gz"
"HCFaa","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-27#,#2012-12-27#,"wgEncodeEH003147","GSM1014518","Stam","UW","DS13480","WindowDensity-bin20-win+/-75","69b0d04c5d4429a06404d962da65f70e",,"hg19","wgEncode",,"Illumina_HiSeq_2000","358M",6416,,"wgEncodeUwDgfHcfaaRaw",,"bigWig","RawSignal","wgEncodeUwDgfHcfaaRaw.bigWig","wgEncodeUwDgfHcfaaRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHcfaaRaw.bigWig"
"HCFaa","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-27#,#2012-12-27#,"wgEncodeEH003147","GSM1014518","Stam","UW","DS13480",,"c2a8ce1786f5d71bae5fe416e5d33e76",,"hg19","wgEncode",,"Illumina_HiSeq_2000","641M",6416,,"wgEncodeUwDgfHcfaaSig",,"bigWig","Signal","wgEncodeUwDgfHcfaaSig.bigWig","wgEncodeUwDgfHcfaaSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHcfaaSig.bigWig"
"HCM","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002453","GSM1014515","Stam","UW","DS12599","Hotspot-v5.2","85bdd1e219d079f5e84ac7bb6a5924d9",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.6M",4899,,"wgEncodeUwDgfHcmHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfHcmHotspots.broadPeak.gz","wgEncodeUwDgfHcmHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHcmHotspots.broadPeak.gz"
"HCM","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002453","GSM1014515","Stam","UW","DS12599","lmax-v1.0","70182202c510a14ca8e2a753140447a8",,"hg19","wgEncode",,"Illumina_HiSeq_2000","2.9M",4899,,"wgEncodeUwDgfHcmPk",,"narrowPeak","Peaks","wgEncodeUwDgfHcmPk.narrowPeak.gz","wgEncodeUwDgfHcmPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHcmPk.narrowPeak.gz"
"HCM","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002453","GSM1014515","Stam","UW","DS12599","WindowDensity-bin20-win+/-75","ccfc49bbf3166fce895155a28760067e",,"hg19","wgEncode",,"Illumina_HiSeq_2000","291M",4899,,"wgEncodeUwDgfHcmRaw",,"bigWig","RawSignal","wgEncodeUwDgfHcmRaw.bigWig","wgEncodeUwDgfHcmRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHcmRaw.bigWig"
"HCM","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002453","GSM1014515","Stam","UW","DS12599",,"7faa24d536b0637245241d8a02d00afd",,"hg19","wgEncode",,"Illumina_HiSeq_2000","397M",4899,,"wgEncodeUwDgfHcmSig",,"bigWig","Signal","wgEncodeUwDgfHcmSig.bigWig","wgEncodeUwDgfHcmSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHcmSig.bigWig"
"HCPEpiC","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2010-07-25#,#2011-04-25#,"wgEncodeEH000836","GSM646565","Stam","UW","DS12447","Hotspot-v5.1","4a2d2172807442e87354a2c4fd480323",,"hg19","wgEncode",,,"4.2M",2050,,"wgEncodeUwDgfHcpeHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfHcpeHotspots.broadPeak.gz","wgEncodeUwDgfHcpeHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHcpeHotspots.broadPeak.gz"
"HCPEpiC","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-14#,#2011-10-14#,"wgEncodeEH000836","GSM646565","Stam","UW","DS12447","lmax-v1.0","f68d1b8295471bf1bbe2d3fe6c469826",,"hg19","wgEncode",,,"3.4M",3260,"V2 - Fixed bug in peak calls that artificially reduced the number of peaks","wgEncodeUwDgfHcpePkV2",,"narrowPeak","Peaks","wgEncodeUwDgfHcpePkV2.narrowPeak.gz","wgEncodeUwDgfHcpePkV2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHcpePkV2.narrowPeak.gz"
"HCPEpiC","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2010-07-25#,#2011-04-25#,"wgEncodeEH000836","GSM646565","Stam","UW","DS12447","WindowDensity-bin20-win+/-75","a6779e9f8dc9fd09ce68bd6de06b9b3f",,"hg19","wgEncode",,,"305M",2050,,"wgEncodeUwDgfHcpeRaw",,"bigWig","RawSignal","wgEncodeUwDgfHcpeRaw.bigWig","wgEncodeUwDgfHcpeRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHcpeRaw.bigWig"
"HCPEpiC","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2010-07-25#,#2011-04-25#,"wgEncodeEH000836","GSM646565","Stam","UW","DS12447",,"c751d5be05c9fa9e37d6b0edb6528bf2",,"hg19","wgEncode",,,"425M",2050,,"wgEncodeUwDgfHcpeSig",,"bigWig","Signal","wgEncodeUwDgfHcpeSig.bigWig","wgEncodeUwDgfHcpeSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHcpeSig.bigWig"
"HEEpiC","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002454","GSM1014511","Stam","UW","DS12763","Hotspot-v5.2","c36f9019901336ee4fcaca05c50ffbf9",,"hg19","wgEncode",,"Illumina_HiSeq_2000","4.5M",4898,,"wgEncodeUwDgfHeeHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfHeeHotspots.broadPeak.gz","wgEncodeUwDgfHeeHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHeeHotspots.broadPeak.gz"
"HEEpiC","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002454","GSM1014511","Stam","UW","DS12763","lmax-v1.0","4a4493b077123125fa27402d8b43cfa5",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.4M",4898,,"wgEncodeUwDgfHeePk",,"narrowPeak","Peaks","wgEncodeUwDgfHeePk.narrowPeak.gz","wgEncodeUwDgfHeePk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHeePk.narrowPeak.gz"
"HEEpiC","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002454","GSM1014511","Stam","UW","DS12763","WindowDensity-bin20-win+/-75","bf6a971337673285de421ea0e07adaf8",,"hg19","wgEncode",,"Illumina_HiSeq_2000","353M",4898,,"wgEncodeUwDgfHeeRaw",,"bigWig","RawSignal","wgEncodeUwDgfHeeRaw.bigWig","wgEncodeUwDgfHeeRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHeeRaw.bigWig"
"HEEpiC","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002454","GSM1014511","Stam","UW","DS12763",,"f6af76a2a7c73df1114ea32b48dc5f1f",,"hg19","wgEncode",,"Illumina_HiSeq_2000","571M",4898,,"wgEncodeUwDgfHeeSig",,"bigWig","Signal","wgEncodeUwDgfHeeSig.bigWig","wgEncodeUwDgfHeeSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHeeSig.bigWig"
"HepG2","wgEncodeUwDgf","DnaseDgf","ENCODE June 2010 Freeze",#2010-06-21#,#2009-10-02#,#2010-07-02#,"wgEncodeEH000476","GSM646559","Stam","UW","DS7764","Hotspot-v5.1","7550ebe9998f0d1136645bb113e68a3b",,"hg18","wgEncode",,,"2.8M",1814,,"wgEncodeUwDgfHepg2Hotspots",,"broadPeak","Hotspots","wgEncodeUwDgfHepg2Hotspots.broadPeak.gz","wgEncodeUwDgfHepg2Hotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHepg2Hotspots.broadPeak.gz"
"HepG2","wgEncodeUwDgf","DnaseDgf","ENCODE June 2010 Freeze",#2010-06-21#,#2009-10-02#,#2010-07-02#,"wgEncodeEH000476","GSM646559","Stam","UW","DS7764","lmax-v1.0","f5d06e0f077986e5f55f18dd3017decd",,"hg18","wgEncode",,,"1.8M",1814,,"wgEncodeUwDgfHepg2Pk",,"narrowPeak","Peaks","wgEncodeUwDgfHepg2Pk.narrowPeak.gz","wgEncodeUwDgfHepg2Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHepg2Pk.narrowPeak.gz"
"HepG2","wgEncodeUwDgf","DnaseDgf","ENCODE June 2010 Freeze",#2010-06-21#,#2009-10-02#,#2010-07-02#,"wgEncodeEH000476","GSM646559","Stam","UW","DS7764","WindowDensity-bin20-win+/-75","7a60a9b0cb0f4eb2c70e125ef599d892",,"hg18","wgEncode",,,"295M",1814,,"wgEncodeUwDgfHepg2Raw",,"bigWig","RawSignal","wgEncodeUwDgfHepg2Raw.bigWig","wgEncodeUwDgfHepg2Raw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHepg2Raw.bigWig"
"HepG2","wgEncodeUwDgf","DnaseDgf","ENCODE June 2010 Freeze",#2010-06-21#,#2009-10-02#,#2010-07-02#,"wgEncodeEH000476","GSM646559","Stam","UW","DS7764",,"bb403536db3d8ed5187fa0024331dd90",,"hg18","wgEncode",,,"329M",1814,,"wgEncodeUwDgfHepg2Sig",,"bigWig","Signal","wgEncodeUwDgfHepg2Sig.bigWig","wgEncodeUwDgfHepg2Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHepg2Sig.bigWig"
"HFF","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002445","GSM1014531","Stam","UW","DS15115","Hotspot-v5.2","6ec66f6766997789a41a4f2fcbb67966",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.7M",4892,,"wgEncodeUwDgfHffHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfHffHotspots.broadPeak.gz","wgEncodeUwDgfHffHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHffHotspots.broadPeak.gz"
"HFF","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002445","GSM1014531","Stam","UW","DS15115","lmax-v1.0","f2d04ba249832df5594ecba555bb86de",,"hg19","wgEncode",,"Illumina_HiSeq_2000","2.9M",4892,,"wgEncodeUwDgfHffPk",,"narrowPeak","Peaks","wgEncodeUwDgfHffPk.narrowPeak.gz","wgEncodeUwDgfHffPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHffPk.narrowPeak.gz"
"HFF","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002445","GSM1014531","Stam","UW","DS15115","WindowDensity-bin20-win+/-75","30791d5371a0e950dbe6d97bc9f1369f",,"hg19","wgEncode",,"Illumina_HiSeq_2000","323M",4892,,"wgEncodeUwDgfHffRaw",,"bigWig","RawSignal","wgEncodeUwDgfHffRaw.bigWig","wgEncodeUwDgfHffRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHffRaw.bigWig"
"HFF","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002445","GSM1014531","Stam","UW","DS15115",,"b059287933f1d5ce6b747f9cc519be82",,"hg19","wgEncode",,"Illumina_HiSeq_2000","478M",4892,,"wgEncodeUwDgfHffSig",,"bigWig","Signal","wgEncodeUwDgfHffSig.bigWig","wgEncodeUwDgfHffSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHffSig.bigWig"
"HGF","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-28#,#2012-12-27#,"wgEncodeEH003151","GSM1014534","Stam","UW","DS11752","Hotspot-v5.2","6c01d0b099daa0964d36a6a2a5536db3",,"hg19","wgEncode",,"Illumina_HiSeq_2000","4.4M",6417,,"wgEncodeUwDgfHgfHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfHgfHotspots.broadPeak.gz","wgEncodeUwDgfHgfHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHgfHotspots.broadPeak.gz"
"HGF","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-28#,#2012-12-27#,"wgEncodeEH003151","GSM1014534","Stam","UW","DS11752","lmax-v1.0","5de341e9b2a1e78c9607758cf3d8602f",,"hg19","wgEncode",,"Illumina_HiSeq_2000","2.9M",6417,,"wgEncodeUwDgfHgfPk",,"narrowPeak","Peaks","wgEncodeUwDgfHgfPk.narrowPeak.gz","wgEncodeUwDgfHgfPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHgfPk.narrowPeak.gz"
"HGF","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-28#,#2012-12-27#,"wgEncodeEH003151","GSM1014534","Stam","UW","DS11752","WindowDensity-bin20-win+/-75","b8d846f2d4c4971ee61566527da51146",,"hg19","wgEncode",,"Illumina_HiSeq_2000","384M",6417,,"wgEncodeUwDgfHgfRaw",,"bigWig","RawSignal","wgEncodeUwDgfHgfRaw.bigWig","wgEncodeUwDgfHgfRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHgfRaw.bigWig"
"HGF","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-28#,#2012-12-27#,"wgEncodeEH003151","GSM1014534","Stam","UW","DS11752",,"b9ee427af150117b69c820ca61fa3326",,"hg19","wgEncode",,"Illumina_HiSeq_2000","728M",6417,,"wgEncodeUwDgfHgfSig",,"bigWig","Signal","wgEncodeUwDgfHgfSig.bigWig","wgEncodeUwDgfHgfSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHgfSig.bigWig"
"HIPEpiC","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002446","GSM1014520","Stam","UW","DS12684","Hotspot-v5.2","a8f0855e34c71232a7f9b4e7296e2b0a",,"hg19","wgEncode",,"Illumina_HiSeq_2000","4.6M",4888,,"wgEncodeUwDgfHipeHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfHipeHotspots.broadPeak.gz","wgEncodeUwDgfHipeHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHipeHotspots.broadPeak.gz"
"HIPEpiC","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002446","GSM1014520","Stam","UW","DS12684","lmax-v1.0","edfc9cd9fa9c9a223a5803f67d2a471c",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.6M",4888,,"wgEncodeUwDgfHipePk",,"narrowPeak","Peaks","wgEncodeUwDgfHipePk.narrowPeak.gz","wgEncodeUwDgfHipePk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHipePk.narrowPeak.gz"
"HIPEpiC","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002446","GSM1014520","Stam","UW","DS12684","WindowDensity-bin20-win+/-75","6470bd2708287dc48764222ae2b689f0",,"hg19","wgEncode",,"Illumina_HiSeq_2000","331M",4888,,"wgEncodeUwDgfHipeRaw",,"bigWig","RawSignal","wgEncodeUwDgfHipeRaw.bigWig","wgEncodeUwDgfHipeRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHipeRaw.bigWig"
"HIPEpiC","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002446","GSM1014520","Stam","UW","DS12684",,"77f0118c6e5727ab059fc289da30535e",,"hg19","wgEncode",,"Illumina_HiSeq_2000","484M",4888,,"wgEncodeUwDgfHipeSig",,"bigWig","Signal","wgEncodeUwDgfHipeSig.bigWig","wgEncodeUwDgfHipeSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHipeSig.bigWig"
"HMF","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2010-07-25#,#2011-04-25#,"wgEncodeEH000837","GSM646561","Stam","UW","DS13368","Hotspot-v5.1","45e1d39f76e6bdfacdffc2d1a6be05c3",,"hg19","wgEncode",,,"3.7M",2049,,"wgEncodeUwDgfHmfHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfHmfHotspots.broadPeak.gz","wgEncodeUwDgfHmfHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmfHotspots.broadPeak.gz"
"HMF","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-14#,#2011-10-14#,"wgEncodeEH000837","GSM646561","Stam","UW","DS13368","lmax-v1.0","1b4cad662d9eeb29498eb62da55d6207",,"hg19","wgEncode",,,"3.0M",3260,"V2 - Fixed bug in peak calls that artificially reduced the number of peaks","wgEncodeUwDgfHmfPkV2",,"narrowPeak","Peaks","wgEncodeUwDgfHmfPkV2.narrowPeak.gz","wgEncodeUwDgfHmfPkV2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmfPkV2.narrowPeak.gz"
"HMF","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2010-07-25#,#2011-04-25#,"wgEncodeEH000837","GSM646561","Stam","UW","DS13368","WindowDensity-bin20-win+/-75","aa023c194670297ef95dd341e197b556",,"hg19","wgEncode",,,"329M",2049,,"wgEncodeUwDgfHmfRaw",,"bigWig","RawSignal","wgEncodeUwDgfHmfRaw.bigWig","wgEncodeUwDgfHmfRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmfRaw.bigWig"
"HMF","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2010-07-25#,#2011-04-25#,"wgEncodeEH000837","GSM646561","Stam","UW","DS13368",,"e96bd3de79347b7a360bb77ddce48cd0",,"hg19","wgEncode",,,"453M",2049,,"wgEncodeUwDgfHmfSig",,"bigWig","Signal","wgEncodeUwDgfHmfSig.bigWig","wgEncodeUwDgfHmfSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmfSig.bigWig"
