"cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_exp_id","lab_version","md5sum","obj_status","orig_assembly","project","replicate","seq_platform","size","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"HUVEC","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-12-16#,#2012-09-15#,"wgEncodeEH002460","GSM1014528","Stam","UW","DS10060",,"75cedc5f45fac89194dfa8310e95c949",,"hg19","wgEncode",,"Illumina_HiSeq_2000","977M",5233,,"wgEncodeUwDgfHuvecSig",,"bigWig","Signal","wgEncodeUwDgfHuvecSig.bigWig","wgEncodeUwDgfHuvecSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHuvecSig.bigWig"
"HVMF","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002455","GSM1014510","Stam","UW","DS13981","Hotspot-v5.2","c4581ce1214a83a8ed8bc13ed8809e37",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.7M",4896,,"wgEncodeUwDgfHvmfHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfHvmfHotspots.broadPeak.gz","wgEncodeUwDgfHvmfHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHvmfHotspots.broadPeak.gz"
"HVMF","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002455","GSM1014510","Stam","UW","DS13981","lmax-v1.0","b5572680d8543cd1214882d293ecee35",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.0M",4896,,"wgEncodeUwDgfHvmfPk",,"narrowPeak","Peaks","wgEncodeUwDgfHvmfPk.narrowPeak.gz","wgEncodeUwDgfHvmfPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHvmfPk.narrowPeak.gz"
"HVMF","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002455","GSM1014510","Stam","UW","DS13981","WindowDensity-bin20-win+/-75","4cbe82c502dd22620904333db7decbb7",,"hg19","wgEncode",,"Illumina_HiSeq_2000","336M",4896,,"wgEncodeUwDgfHvmfRaw",,"bigWig","RawSignal","wgEncodeUwDgfHvmfRaw.bigWig","wgEncodeUwDgfHvmfRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHvmfRaw.bigWig"
"HVMF","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002455","GSM1014510","Stam","UW","DS13981",,"fe2673b01de5b5520e1b5deac1de3c1b",,"hg19","wgEncode",,"Illumina_HiSeq_2000","505M",4896,,"wgEncodeUwDgfHvmfSig",,"bigWig","Signal","wgEncodeUwDgfHvmfSig.bigWig","wgEncodeUwDgfHvmfSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHvmfSig.bigWig"
"K562","wgEncodeUwDgf","DnaseDgf","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-14#,#2010-10-13#,"wgEncodeEH000480","GSM646567","Stam","UW","DS9767","Hotspot-v5.1","165e9ff65886852281b87daf89d829c4",,"hg18","wgEncode",,,"3.7M",1815,,"wgEncodeUwDgfK562Hotspots",,"broadPeak","Hotspots","wgEncodeUwDgfK562Hotspots.broadPeak.gz","wgEncodeUwDgfK562Hotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfK562Hotspots.broadPeak.gz"
"K562","wgEncodeUwDgf","DnaseDgf","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-14#,#2010-10-13#,"wgEncodeEH000480","GSM646567","Stam","UW","DS9767","lmax-v1.0","86eecc69fec77ead878fbe77b5ec20ad",,"hg18","wgEncode",,,"2.3M",1815,,"wgEncodeUwDgfK562Pk",,"narrowPeak","Peaks","wgEncodeUwDgfK562Pk.narrowPeak.gz","wgEncodeUwDgfK562Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfK562Pk.narrowPeak.gz"
"K562","wgEncodeUwDgf","DnaseDgf","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-14#,#2010-10-13#,"wgEncodeEH000480","GSM646567","Stam","UW","DS9767","WindowDensity-bin20-win+/-75","c7e3b98a72a177e877dd8cb2655e57ce",,"hg18","wgEncode",,,"286M",1815,,"wgEncodeUwDgfK562Raw",,"bigWig","RawSignal","wgEncodeUwDgfK562Raw.bigWig","wgEncodeUwDgfK562Raw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfK562Raw.bigWig"
"K562","wgEncodeUwDgf","DnaseDgf","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-14#,#2010-10-13#,"wgEncodeEH000480","GSM646567","Stam","UW","DS9767",,"406e7bcb692e09d2ed78caed368b7b79",,"hg18","wgEncode",,,"327M",1815,,"wgEncodeUwDgfK562Sig",,"bigWig","Signal","wgEncodeUwDgfK562Sig.bigWig","wgEncodeUwDgfK562Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfK562Sig.bigWig"
"K562","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-28#,#2012-12-27#,"wgEncodeEH003152",,"Stam","UW","DS15363","Hotspot-v5.2","aae8243d79d69f84c4ba886cf80f5b8e","revoked - data is mixed and merged with other experiments","hg19","wgEncode",,"Illumina_HiSeq_2000","5.0M",6419,,"wgEncodeUwDgfK562Znfa41c6Hotspots","ZNF_knockout_A4.1-C6","broadPeak","Hotspots","wgEncodeUwDgfK562Znfa41c6Hotspots.broadPeak.gz","wgEncodeUwDgfK562Znfa41c6Hotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfK562Znfa41c6Hotspots.broadPeak.gz"
"K562","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-28#,#2012-12-27#,"wgEncodeEH003152",,"Stam","UW","DS15363","lmax-v1.0","552ce2d58ce3a93024d28b388784d1e8","revoked - data is mixed and merged with other experiments","hg19","wgEncode",,"Illumina_HiSeq_2000","3.3M",6419,,"wgEncodeUwDgfK562Znfa41c6Pk","ZNF_knockout_A4.1-C6","narrowPeak","Peaks","wgEncodeUwDgfK562Znfa41c6Pk.narrowPeak.gz","wgEncodeUwDgfK562Znfa41c6Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfK562Znfa41c6Pk.narrowPeak.gz"
"K562","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-28#,#2012-12-27#,"wgEncodeEH003152",,"Stam","UW","DS15363","WindowDensity-bin20-win+/-75","9758eed4e2746e1e884a4a454a6f27d3","revoked - data is mixed and merged with other experiments","hg19","wgEncode",,"Illumina_HiSeq_2000","348M",6419,,"wgEncodeUwDgfK562Znfa41c6Raw","ZNF_knockout_A4.1-C6","bigWig","RawSignal","wgEncodeUwDgfK562Znfa41c6Raw.bigWig","wgEncodeUwDgfK562Znfa41c6Raw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfK562Znfa41c6Raw.bigWig"
"K562","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-28#,#2012-12-27#,"wgEncodeEH003152",,"Stam","UW","DS15363",,"81c5d14b69155f9a8144aba929ce00d1","revoked - data is mixed and merged with other experiments","hg19","wgEncode",,"Illumina_HiSeq_2000","589M",6419,,"wgEncodeUwDgfK562Znfa41c6Sig","ZNF_knockout_A4.1-C6","bigWig","Signal","wgEncodeUwDgfK562Znfa41c6Sig.bigWig","wgEncodeUwDgfK562Znfa41c6Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfK562Znfa41c6Sig.bigWig"
"K562","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-28#,#2012-12-27#,"wgEncodeEH003153",,"Stam","UW","DS16924","Hotspot-v5.2","65d7873975a57f637d6d367952cb49e6","revoked - data is mixed and merged with other experiments","hg19","wgEncode",,"Illumina_HiSeq_2000","4.4M",6420,,"wgEncodeUwDgfK562Znfp5Hotspots","ZNF_knockout_P5","broadPeak","Hotspots","wgEncodeUwDgfK562Znfp5Hotspots.broadPeak.gz","wgEncodeUwDgfK562Znfp5Hotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfK562Znfp5Hotspots.broadPeak.gz"
"K562","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-28#,#2012-12-27#,"wgEncodeEH003153",,"Stam","UW","DS16924","lmax-v1.0","11ae74a5be6b4dad8155f7228558d2ad","revoked - data is mixed and merged with other experiments","hg19","wgEncode",,"Illumina_HiSeq_2000","3.2M",6420,,"wgEncodeUwDgfK562Znfp5Pk","ZNF_knockout_P5","narrowPeak","Peaks","wgEncodeUwDgfK562Znfp5Pk.narrowPeak.gz","wgEncodeUwDgfK562Znfp5Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfK562Znfp5Pk.narrowPeak.gz"
"K562","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-28#,#2012-12-27#,"wgEncodeEH003153",,"Stam","UW","DS16924","WindowDensity-bin20-win+/-75","e0216f1e389bd472552396c7cec099c1","revoked - data is mixed and merged with other experiments","hg19","wgEncode",,"Illumina_HiSeq_2000","336M",6420,,"wgEncodeUwDgfK562Znfp5Raw","ZNF_knockout_P5","bigWig","RawSignal","wgEncodeUwDgfK562Znfp5Raw.bigWig","wgEncodeUwDgfK562Znfp5Raw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfK562Znfp5Raw.bigWig"
"K562","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-28#,#2012-12-27#,"wgEncodeEH003153",,"Stam","UW","DS16924",,"36a67826a78bbe189739f098adf39728","revoked - data is mixed and merged with other experiments","hg19","wgEncode",,"Illumina_HiSeq_2000","557M",6420,,"wgEncodeUwDgfK562Znfp5Sig","ZNF_knockout_P5","bigWig","Signal","wgEncodeUwDgfK562Znfp5Sig.bigWig","wgEncodeUwDgfK562Znfp5Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfK562Znfp5Sig.bigWig"
"LHCN-M2","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-28#,#2012-12-27#,"wgEncodeEH003154","GSM1014539","Stam","UW","DS20534","Hotspot-v5.2","718bff0b75342789f4e4c36238545105",,"hg19","wgEncode",,"Illumina_HiSeq_2000","4.4M",6421,,"wgEncodeUwDgfLhcnm2Diff4dHotspots","DIFF_4d","broadPeak","Hotspots","wgEncodeUwDgfLhcnm2Diff4dHotspots.broadPeak.gz","wgEncodeUwDgfLhcnm2Diff4dHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfLhcnm2Diff4dHotspots.broadPeak.gz"
"LHCN-M2","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-28#,#2012-12-27#,"wgEncodeEH003154","GSM1014539","Stam","UW","DS20534","lmax-v1.0","7b1dacd18dbdc3a1e54f9805df1f66d0",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.5M",6421,,"wgEncodeUwDgfLhcnm2Diff4dPk","DIFF_4d","narrowPeak","Peaks","wgEncodeUwDgfLhcnm2Diff4dPk.narrowPeak.gz","wgEncodeUwDgfLhcnm2Diff4dPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfLhcnm2Diff4dPk.narrowPeak.gz"
"LHCN-M2","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-28#,#2012-12-27#,"wgEncodeEH003154","GSM1014539","Stam","UW","DS20534","WindowDensity-bin20-win+/-75","8e48c1f6cf51a1b208d061d80cbac1bc",,"hg19","wgEncode",,"Illumina_HiSeq_2000","322M",6421,,"wgEncodeUwDgfLhcnm2Diff4dRaw","DIFF_4d","bigWig","RawSignal","wgEncodeUwDgfLhcnm2Diff4dRaw.bigWig","wgEncodeUwDgfLhcnm2Diff4dRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfLhcnm2Diff4dRaw.bigWig"
"LHCN-M2","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-28#,#2012-12-27#,"wgEncodeEH003154","GSM1014539","Stam","UW","DS20534",,"5e88dabb75dfe257cf516e3b6ea4fc65",,"hg19","wgEncode",,"Illumina_HiSeq_2000","515M",6421,,"wgEncodeUwDgfLhcnm2Diff4dSig","DIFF_4d","bigWig","Signal","wgEncodeUwDgfLhcnm2Diff4dSig.bigWig","wgEncodeUwDgfLhcnm2Diff4dSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfLhcnm2Diff4dSig.bigWig"
"LHCN-M2","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-27#,#2012-12-27#,"wgEncodeEH003149","GSM1014524","Stam","UW","DS20548","Hotspot-v5.2","c0ed877c5877f194c4a267f95b308b1f",,"hg19","wgEncode",,"Illumina_HiSeq_2000","4.0M",6422,,"wgEncodeUwDgfLhcnm2Hotspots",,"broadPeak","Hotspots","wgEncodeUwDgfLhcnm2Hotspots.broadPeak.gz","wgEncodeUwDgfLhcnm2Hotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfLhcnm2Hotspots.broadPeak.gz"
"LHCN-M2","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-27#,#2012-12-27#,"wgEncodeEH003149","GSM1014524","Stam","UW","DS20548","lmax-v1.0","0eec5ba307a32d26c71e636727c075eb",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.1M",6422,,"wgEncodeUwDgfLhcnm2Pk",,"narrowPeak","Peaks","wgEncodeUwDgfLhcnm2Pk.narrowPeak.gz","wgEncodeUwDgfLhcnm2Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfLhcnm2Pk.narrowPeak.gz"
"LHCN-M2","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-27#,#2012-12-27#,"wgEncodeEH003149","GSM1014524","Stam","UW","DS20548","WindowDensity-bin20-win+/-75","830ba753e74a08722a9c210c065e00c4",,"hg19","wgEncode",,"Illumina_HiSeq_2000","291M",6422,,"wgEncodeUwDgfLhcnm2Raw",,"bigWig","RawSignal","wgEncodeUwDgfLhcnm2Raw.bigWig","wgEncodeUwDgfLhcnm2Raw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfLhcnm2Raw.bigWig"
"LHCN-M2","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-27#,#2012-12-27#,"wgEncodeEH003149","GSM1014524","Stam","UW","DS20548",,"36405c00e72fcb1aaa9b695d2dccee65",,"hg19","wgEncode",,"Illumina_HiSeq_2000","407M",6422,,"wgEncodeUwDgfLhcnm2Sig",,"bigWig","Signal","wgEncodeUwDgfLhcnm2Sig.bigWig","wgEncodeUwDgfLhcnm2Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfLhcnm2Sig.bigWig"
"M059J","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-28#,#2012-12-27#,"wgEncodeEH003155","GSM1014538","Stam","UW","DS20493","Hotspot-v5.2","f3c6f2d4d7901c6607dd8227699faaa2",,"hg19","wgEncode",,"Illumina_HiSeq_2000","4.2M",6423,,"wgEncodeUwDgfM059jHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfM059jHotspots.broadPeak.gz","wgEncodeUwDgfM059jHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfM059jHotspots.broadPeak.gz"
"M059J","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-28#,#2012-12-27#,"wgEncodeEH003155","GSM1014538","Stam","UW","DS20493","lmax-v1.0","ea755484228987e63b6a900e16f754b5",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.4M",6423,,"wgEncodeUwDgfM059jPk",,"narrowPeak","Peaks","wgEncodeUwDgfM059jPk.narrowPeak.gz","wgEncodeUwDgfM059jPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfM059jPk.narrowPeak.gz"
"M059J","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-28#,#2012-12-27#,"wgEncodeEH003155","GSM1014538","Stam","UW","DS20493","WindowDensity-bin20-win+/-75","3ac4a6684529bfe0858d635ca8325e43",,"hg19","wgEncode",,"Illumina_HiSeq_2000","345M",6423,,"wgEncodeUwDgfM059jRaw",,"bigWig","RawSignal","wgEncodeUwDgfM059jRaw.bigWig","wgEncodeUwDgfM059jRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfM059jRaw.bigWig"
"M059J","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-28#,#2012-12-27#,"wgEncodeEH003155","GSM1014538","Stam","UW","DS20493",,"7ed44a911576a4447439c6fdd1186a39",,"hg19","wgEncode",,"Illumina_HiSeq_2000","599M",6423,,"wgEncodeUwDgfM059jSig",,"bigWig","Signal","wgEncodeUwDgfM059jSig.bigWig","wgEncodeUwDgfM059jSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfM059jSig.bigWig"
"Monocytes-CD14+_RO01746","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002456",,"Stam","UW","DS16508","Hotspot-v5.2","5b823f3294ae74993611e38b9f816a86","revoked - lab requested the data be pulled due to a problem with DNA digest leading to spurious signal spikes(noise)","hg19","wgEncode",,"Illumina_HiSeq_2000","5.4M",4885,,"wgEncodeUwDgfMonocd14ro1746Hotspots",,"broadPeak","Hotspots","wgEncodeUwDgfMonocd14ro1746Hotspots.broadPeak.gz","wgEncodeUwDgfMonocd14ro1746Hotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfMonocd14ro1746Hotspots.broadPeak.gz"
"Monocytes-CD14+_RO01746","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002456",,"Stam","UW","DS16508","lmax-v1.0","52ca48b39bbf8b53b7dfb0f317985b3d","revoked - lab requested the data be pulled due to a problem with DNA digest leading to spurious signal spikes(noise)","hg19","wgEncode",,"Illumina_HiSeq_2000","3.6M",4885,,"wgEncodeUwDgfMonocd14ro1746Pk",,"narrowPeak","Peaks","wgEncodeUwDgfMonocd14ro1746Pk.narrowPeak.gz","wgEncodeUwDgfMonocd14ro1746Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfMonocd14ro1746Pk.narrowPeak.gz"
"Monocytes-CD14+_RO01746","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002456",,"Stam","UW","DS16508","WindowDensity-bin20-win+/-75","96058a73623ae4bfa267100fbccd21b9","revoked - lab requested the data be pulled due to a problem with DNA digest leading to spurious signal spikes(noise)","hg19","wgEncode",,"Illumina_HiSeq_2000","287M",4885,,"wgEncodeUwDgfMonocd14ro1746Raw",,"bigWig","RawSignal","wgEncodeUwDgfMonocd14ro1746Raw.bigWig","wgEncodeUwDgfMonocd14ro1746Raw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfMonocd14ro1746Raw.bigWig"
"Monocytes-CD14+_RO01746","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002456",,"Stam","UW","DS16508",,"0059b3c242ebda0369978e8e99b595f5","revoked - lab requested the data be pulled due to a problem with DNA digest leading to spurious signal spikes(noise)","hg19","wgEncode",,"Illumina_HiSeq_2000","286M",4885,,"wgEncodeUwDgfMonocd14ro1746Sig",,"bigWig","Signal","wgEncodeUwDgfMonocd14ro1746Sig.bigWig","wgEncodeUwDgfMonocd14ro1746Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfMonocd14ro1746Sig.bigWig"
"NB4","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002451","GSM1014513","Stam","UW","DS12543","Hotspot-v5.2","8860e40a9d7314bda92c8458eb5adfb9",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.4M",4893,,"wgEncodeUwDgfNb4Hotspots",,"broadPeak","Hotspots","wgEncodeUwDgfNb4Hotspots.broadPeak.gz","wgEncodeUwDgfNb4Hotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfNb4Hotspots.broadPeak.gz"
"NB4","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002451","GSM1014513","Stam","UW","DS12543","lmax-v1.0","386e136fc95680b4d382fb26f1d2ef68",,"hg19","wgEncode",,"Illumina_HiSeq_2000","2.6M",4893,,"wgEncodeUwDgfNb4Pk",,"narrowPeak","Peaks","wgEncodeUwDgfNb4Pk.narrowPeak.gz","wgEncodeUwDgfNb4Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfNb4Pk.narrowPeak.gz"
"NB4","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002451","GSM1014513","Stam","UW","DS12543","WindowDensity-bin20-win+/-75","5eb3d12ca6cde972b5c67b864a085329",,"hg19","wgEncode",,"Illumina_HiSeq_2000","353M",4893,,"wgEncodeUwDgfNb4Raw",,"bigWig","RawSignal","wgEncodeUwDgfNb4Raw.bigWig","wgEncodeUwDgfNb4Raw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfNb4Raw.bigWig"
"NB4","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002451","GSM1014513","Stam","UW","DS12543",,"b7fd4e8f84bfeb40572acd0ce90c0f87",,"hg19","wgEncode",,"Illumina_HiSeq_2000","589M",4893,,"wgEncodeUwDgfNb4Sig",,"bigWig","Signal","wgEncodeUwDgfNb4Sig.bigWig","wgEncodeUwDgfNb4Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfNb4Sig.bigWig"
"NH-A","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-08#,#2011-10-07#,"wgEncodeEH000846","GSM849026","Stam","UW","DS12800","Hotspot-v5.1","7333ec77730ef81e9b3375b78350635e",,"hg19","wgEncode",,,"3.8M",3198,,"wgEncodeUwDgfNhaHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfNhaHotspots.broadPeak.gz","wgEncodeUwDgfNhaHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfNhaHotspots.broadPeak.gz"
"NH-A","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-08#,#2011-10-07#,"wgEncodeEH000846","GSM849026","Stam","UW","DS12800","lmax-v1.0","059f0c97c127f1311758c6ed576b5c53",,"hg19","wgEncode",,,"3.0M",3198,,"wgEncodeUwDgfNhaPk",,"narrowPeak","Peaks","wgEncodeUwDgfNhaPk.narrowPeak.gz","wgEncodeUwDgfNhaPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfNhaPk.narrowPeak.gz"
"NH-A","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-08#,#2011-10-07#,"wgEncodeEH000846","GSM849026","Stam","UW","DS12800","WindowDensity-bin20-win+/-75","56ebda1b8f722cd2df417751af66a627",,"hg19","wgEncode",,,"343M",3198,,"wgEncodeUwDgfNhaRaw",,"bigWig","RawSignal","wgEncodeUwDgfNhaRaw.bigWig","wgEncodeUwDgfNhaRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfNhaRaw.bigWig"
"NH-A","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-08#,#2011-10-07#,"wgEncodeEH000846","GSM849026","Stam","UW","DS12800",,"e5afaff54c8e8ef11f3f30dd580ef29e",,"hg19","wgEncode",,,"465M",3198,,"wgEncodeUwDgfNhaSig",,"bigWig","Signal","wgEncodeUwDgfNhaSig.bigWig","wgEncodeUwDgfNhaSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfNhaSig.bigWig"
