"cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_exp_id","md5sum","obj_status","orig_assembly","project","replicate","size","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"A549","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2011-01-11#,#2011-10-10#,"wgEncodeEH000823","GSM651560","Stam","UW",,"f422ac43b37031a46c2acade09860afe",,,"wgEncode",1,"22M",3216,,"wgEncodeUwAffyExonArrayA549SimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayA549SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayA549SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayA549SimpleSignalRep1.broadPeak.gz"
"A549","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2011-01-11#,#2011-10-10#,"wgEncodeEH000823","GSM651561","Stam","UW",,"7e2b608ccaffdc32d0e9df4654fe9a40",,,"wgEncode",2,"22M",3216,,"wgEncodeUwAffyExonArrayA549SimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayA549SimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayA549SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayA549SimpleSignalRep2.broadPeak.gz"
"AG04449","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000375","GSM510528","Stam","UW",,"1e97768c2c1d98d1aa6c063093cbbe23",,"hg18","wgEncode",1,"21M",2110,,"wgEncodeUwAffyExonArrayAg04449SimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayAg04449SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayAg04449SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayAg04449SimpleSignalRep1.broadPeak.gz"
"AG04449","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000375","GSM510530","Stam","UW",,"53f6be35393403859ed3e6075906f88e",,"hg18","wgEncode",2,"22M",2110,,"wgEncodeUwAffyExonArrayAg04449SimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayAg04449SimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayAg04449SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayAg04449SimpleSignalRep2.broadPeak.gz"
"AG04450","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000376","GSM510532","Stam","UW",,"9a18896ec8b1b1e6fcbbdb00be691849",,"hg18","wgEncode",1,"22M",2110,,"wgEncodeUwAffyExonArrayAg04450SimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayAg04450SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayAg04450SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayAg04450SimpleSignalRep1.broadPeak.gz"
"AG04450","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000376","GSM510534","Stam","UW",,"b9e7d0ef1205142f793bd992d90aef97",,"hg18","wgEncode",2,"22M",2110,,"wgEncodeUwAffyExonArrayAg04450SimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayAg04450SimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayAg04450SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayAg04450SimpleSignalRep2.broadPeak.gz"
"AG09309","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000377","GSM510522","Stam","UW",,"b02261b8b4e57b60edf54bf6371ed555",,"hg18","wgEncode",1,"21M",2110,,"wgEncodeUwAffyExonArrayAg09309SimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayAg09309SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayAg09309SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayAg09309SimpleSignalRep1.broadPeak.gz"
"AG09309","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-08-19#,#2011-05-19#,"wgEncodeEH000377","GSM510525","Stam","UW",,"9f899b9e692216384064c26801484126",,"hg18","wgEncode",2,"22M",2110,,"wgEncodeUwAffyExonArrayAg09309SimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayAg09309SimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayAg09309SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayAg09309SimpleSignalRep2.broadPeak.gz"
"AG09319","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000378","GSM510536","Stam","UW",,"26f78b438499e1970fed87cb690f4972",,"hg18","wgEncode",1,"22M",2110,,"wgEncodeUwAffyExonArrayAg09319SimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayAg09319SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayAg09319SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayAg09319SimpleSignalRep1.broadPeak.gz"
"AG09319","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000378","GSM510538","Stam","UW",,"d5e12edb70ca453569c98b72b63476c7",,"hg18","wgEncode",2,"22M",2110,,"wgEncodeUwAffyExonArrayAg09319SimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayAg09319SimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayAg09319SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayAg09319SimpleSignalRep2.broadPeak.gz"
"AG10803","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000379","GSM510520","Stam","UW",,"3f3fc9eda121cd2fa61abeba352e7581",,"hg18","wgEncode",1,"22M",2110,,"wgEncodeUwAffyExonArrayAg10803SimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayAg10803SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayAg10803SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayAg10803SimpleSignalRep1.broadPeak.gz"
"AG10803","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000379","GSM510521","Stam","UW",,"436a0c20087f99ea6793b1065b3e2a99",,"hg18","wgEncode",2,"21M",2110,,"wgEncodeUwAffyExonArrayAg10803SimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayAg10803SimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayAg10803SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayAg10803SimpleSignalRep2.broadPeak.gz"
"AoAF","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-08-19#,#2011-05-19#,"wgEncodeEH000801","GSM580029","Stam","UW",,"6d31aef3661318faa728ebc91389ee07",,,"wgEncode",1,"21M",2109,,"wgEncodeUwAffyExonArrayAoafSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayAoafSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayAoafSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayAoafSimpleSignalRep1.broadPeak.gz"
"AoAF","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-08-19#,#2011-05-19#,"wgEncodeEH000801","GSM580030","Stam","UW",,"21045807d35a71a7395ec37581d213e5",,,"wgEncode",2,"22M",2109,,"wgEncodeUwAffyExonArrayAoafSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayAoafSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayAoafSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayAoafSimpleSignalRep2.broadPeak.gz"
"BE2_C","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2011-01-11#,#2011-10-10#,"wgEncodeEH000824","GSM651567","Stam","UW",,"ecccaa938905fe348c27dff8e21e2578",,,"wgEncode",1,"21M",3216,,"wgEncodeUwAffyExonArrayBe2cSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayBe2cSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayBe2cSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayBe2cSimpleSignalRep1.broadPeak.gz"
"BE2_C","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Mar 2012 Freeze",,#2011-03-10#,#2011-12-10#,"wgEncodeEH000824","GSM651568","Stam","UW",,"087642d33dd99c11c5e14396b754ac06",,,"wgEncode",2,"22M",3816,"V2 - lab labeling error","wgEncodeUwAffyExonArrayBe2cSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayBe2cSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayBe2cSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayBe2cSimpleSignalRep2.broadPeak.gz"
"BJ","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-09-21#,#2010-06-21#,"wgEncodeEH000365","GSM472924","Stam","UW",,"c848980bd1931e60df3eda7c181ca012",,"hg18","wgEncode",1,"21M",2110,,"wgEncodeUwAffyExonArrayBjSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayBjSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayBjSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayBjSimpleSignalRep1.broadPeak.gz"
"BJ","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-09-21#,#2010-06-21#,"wgEncodeEH000365","GSM472925","Stam","UW",,"b0a0d7d31ae04e50bbdb598f2d2fc6c0",,"hg18","wgEncode",2,"21M",2110,,"wgEncodeUwAffyExonArrayBjSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayBjSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayBjSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayBjSimpleSignalRep2.broadPeak.gz"
"Caco-2","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-07-02#,#2010-04-02#,"wgEncodeEH000359","GSM472900","Stam","UW",,"71566bcbfc5a994698bab7240035839f",,"hg18","wgEncode",1,"22M",2110,,"wgEncodeUwAffyExonArrayCaco2SimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayCaco2SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayCaco2SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayCaco2SimpleSignalRep1.broadPeak.gz"
"Caco-2","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-09-21#,#2010-06-21#,"wgEncodeEH000359","GSM472933","Stam","UW",,"9e8fef78a3d5cd1f522e3b27a589d13b",,"hg18","wgEncode",2,"21M",2110,,"wgEncodeUwAffyExonArrayCaco2SimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayCaco2SimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayCaco2SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayCaco2SimpleSignalRep2.broadPeak.gz"
"CMK","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000380","GSM510583","Stam","UW",,"f74c05f7a1258ab17f97bfbdf1121663",,"hg18","wgEncode",1,"21M",2110,,"wgEncodeUwAffyExonArrayCmkSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayCmkSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayCmkSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayCmkSimpleSignalRep1.broadPeak.gz"
"GM06990","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-07-02#,#2010-04-02#,"wgEncodeEH000360","GSM472903","Stam","UW",,"0f527d08fe85af98acab86e4ea2d05d3",,"hg18","wgEncode",1,"22M",2110,,"wgEncodeUwAffyExonArrayGm06990SimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayGm06990SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayGm06990SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayGm06990SimpleSignalRep1.broadPeak.gz"
"GM06990","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-07-02#,#2010-04-02#,"wgEncodeEH000360","GSM472904","Stam","UW",,"c569ff2d2c9b7e07232cda2335c0e71b",,"hg18","wgEncode",2,"22M",2110,,"wgEncodeUwAffyExonArrayGm06990SimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayGm06990SimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayGm06990SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayGm06990SimpleSignalRep2.broadPeak.gz"
"GM12864","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002150","GSM824872","Stam","UW","DS12431","1a126534886a4e299b4aacbc1375c7c9",,,"wgEncode",1,"21M",5011,,"wgEncodeUwAffyExonArrayGm12864SimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayGm12864SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayGm12864SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayGm12864SimpleSignalRep1.broadPeak.gz"
"GM12865","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002151","GSM824873","Stam","UW","DS12436","1cba623a796921265a7b264cdd459dde",,,"wgEncode",1,"21M",5011,,"wgEncodeUwAffyExonArrayGm12865SimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayGm12865SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayGm12865SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayGm12865SimpleSignalRep1.broadPeak.gz"
"GM12865","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002151","GSM824874","Stam","UW","DS12442","61aa6f6685513b587fb357066f6850ba",,,"wgEncode",2,"21M",5011,,"wgEncodeUwAffyExonArrayGm12865SimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayGm12865SimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayGm12865SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayGm12865SimpleSignalRep2.broadPeak.gz"
"GM12878","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-09-21#,#2010-06-21#,"wgEncodeEH000366","GSM472931","Stam","UW",,"f6a2c97c200a4cafe4db7986258f6db5",,"hg18","wgEncode",1,"21M",2110,,"wgEncodeUwAffyExonArrayGm12878SimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayGm12878SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayGm12878SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayGm12878SimpleSignalRep1.broadPeak.gz"
