"antibody","cell","composite","control","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","set_type","size","software_version","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"STAT1","K562","wgEncodeSydhTfbs","std","wgEncodeEH000656","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000664","GSM935471","Snyder","Yale",,"393ddc6c51b4af7c63d36664c0020a0f",,"hg18","wgEncode",,"exp","9.1K",,4165,,"wgEncodeSydhTfbsK562Stat1Ifna6hStdPk","IFNa6h","narrowPeak","Peaks","wgEncodeSydhTfbsK562Stat1Ifna6hStdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Stat1Ifna6hStdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Stat1Ifna6hStdPk.narrowPeak.gz"
"STAT1","K562","wgEncodeSydhTfbs","std","wgEncodeEH000656","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-04-08#,"wgEncodeEH000664","GSM935471","Snyder","Yale",,"054fdc4e5f2ed73506875204343aadfa",,"hg18","wgEncode",,"exp","329M",,3056,,"wgEncodeSydhTfbsK562Stat1Ifna6hStdSig","IFNa6h","bigWig","Signal","wgEncodeSydhTfbsK562Stat1Ifna6hStdSig.bigWig","wgEncodeSydhTfbsK562Stat1Ifna6hStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Stat1Ifna6hStdSig.bigWig"
"STAT1","K562","wgEncodeSydhTfbs","std","wgEncodeEH000657","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000760","GSM935487","Snyder","Stanford",,"486e77ed088efb5ef805a0510c9b024b",,"hg18","wgEncode",,"exp","23K",,4165,,"wgEncodeSydhTfbsK562Stat1Ifng30StdPk","IFNg30","narrowPeak","Peaks","wgEncodeSydhTfbsK562Stat1Ifng30StdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Stat1Ifng30StdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Stat1Ifng30StdPk.narrowPeak.gz"
"STAT1","K562","wgEncodeSydhTfbs","std","wgEncodeEH000657","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-04-08#,"wgEncodeEH000760","GSM935487","Snyder","Stanford",,"608149caacd54612e3ca37de2815a904",,"hg18","wgEncode",,"exp","361M",,3056,,"wgEncodeSydhTfbsK562Stat1Ifng30StdSig","IFNg30","bigWig","Signal","wgEncodeSydhTfbsK562Stat1Ifng30StdSig.bigWig","wgEncodeSydhTfbsK562Stat1Ifng30StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Stat1Ifng30StdSig.bigWig"
"STAT1","K562","wgEncodeSydhTfbs","std","wgEncodeEH000658","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000761","GSM935488","Snyder","Stanford",,"e083514337ac09f22ea264e17f22c278",,"hg18","wgEncode",,"exp","18K",,4165,,"wgEncodeSydhTfbsK562Stat1Ifng6hStdPk","IFNg6h","narrowPeak","Peaks","wgEncodeSydhTfbsK562Stat1Ifng6hStdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Stat1Ifng6hStdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Stat1Ifng6hStdPk.narrowPeak.gz"
"STAT1","K562","wgEncodeSydhTfbs","std","wgEncodeEH000658","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-04-08#,"wgEncodeEH000761","GSM935488","Snyder","Stanford",,"56d776e5b3b09f039c3db9831cbc9a2e",,"hg18","wgEncode",,"exp","328M",,3056,,"wgEncodeSydhTfbsK562Stat1Ifng6hStdSig","IFNg6h","bigWig","Signal","wgEncodeSydhTfbsK562Stat1Ifng6hStdSig.bigWig","wgEncodeSydhTfbsK562Stat1Ifng6hStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Stat1Ifng6hStdSig.bigWig"
"STAT2","K562","wgEncodeSydhTfbs","std","wgEncodeEH000655","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000665","GSM935470","Snyder","Yale",,"0e0b41674a2ac38f2a4ddab39d1a3845",,"hg18","wgEncode",,"exp","11K",,4165,,"wgEncodeSydhTfbsK562Stat2Ifna30StdPk","IFNa30","narrowPeak","Peaks","wgEncodeSydhTfbsK562Stat2Ifna30StdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Stat2Ifna30StdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Stat2Ifna30StdPk.narrowPeak.gz"
"STAT2","K562","wgEncodeSydhTfbs","std","wgEncodeEH000655","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-04-08#,"wgEncodeEH000665","GSM935470","Snyder","Yale",,"fc85e0b19cf26940028ebcef53790428",,"hg18","wgEncode",,"exp","334M",,3056,,"wgEncodeSydhTfbsK562Stat2Ifna30StdSig","IFNa30","bigWig","Signal","wgEncodeSydhTfbsK562Stat2Ifna30StdSig.bigWig","wgEncodeSydhTfbsK562Stat2Ifna30StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Stat2Ifna30StdSig.bigWig"
"STAT2","K562","wgEncodeSydhTfbs","std","wgEncodeEH000656","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000666","GSM935469","Snyder","Yale",,"d1811f74462e9d25becbae05f7872427",,"hg18","wgEncode",,"exp","16K",,4165,,"wgEncodeSydhTfbsK562Stat2Ifna6hStdPk","IFNa6h","narrowPeak","Peaks","wgEncodeSydhTfbsK562Stat2Ifna6hStdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Stat2Ifna6hStdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Stat2Ifna6hStdPk.narrowPeak.gz"
"STAT2","K562","wgEncodeSydhTfbs","std","wgEncodeEH000656","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-04-08#,"wgEncodeEH000666","GSM935469","Snyder","Yale",,"4916b18ac76020a13a33e5687550f013",,"hg18","wgEncode",,"exp","335M",,3056,,"wgEncodeSydhTfbsK562Stat2Ifna6hStdSig","IFNa6h","bigWig","Signal","wgEncodeSydhTfbsK562Stat2Ifna6hStdSig.bigWig","wgEncodeSydhTfbsK562Stat2Ifna6hStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Stat2Ifna6hStdSig.bigWig"
"TAL1_(SC-12984)","K562","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000726","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-20#,#2011-07-20#,"wgEncodeEH001824","GSM935496","Snyder","Stanford","PeakSeq1.0","7fd1ea6d689f63e143cbf61acbf5539b",,"hg19","wgEncode",,"exp","1021K",,2532,,"wgEncodeSydhTfbsK562Tal1sc12984IggmusPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Tal1sc12984IggmusPk.narrowPeak.gz","wgEncodeSydhTfbsK562Tal1sc12984IggmusPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Tal1sc12984IggmusPk.narrowPeak.gz"
"TAL1_(SC-12984)","K562","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000726","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-20#,#2011-07-20#,"wgEncodeEH001824","GSM935496","Snyder","Stanford","PeakSeq1.0","38b0ef95d09d66b7a3f4b3b0fa92e2a2",,"hg19","wgEncode",,"exp","300M",,2532,,"wgEncodeSydhTfbsK562Tal1sc12984IggmusSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Tal1sc12984IggmusSig.bigWig","wgEncodeSydhTfbsK562Tal1sc12984IggmusSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Tal1sc12984IggmusSig.bigWig"
"TBLR1_(ab24550)","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002849","GSM935575","Snyder","Stanford","PeakSeq1.0","1a5b0eb668f8ebaa2382eefc709dc80f",,,"wgEncode",,"exp","679K",,5524,,"wgEncodeSydhTfbsK562Tblr1ab24550IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Tblr1ab24550IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsK562Tblr1ab24550IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Tblr1ab24550IggrabPk.narrowPeak.gz"
"TBLR1_(ab24550)","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002849","GSM935575","Snyder","Stanford","PeakSeq1.0","a07a4de374a051d69225cbc665355c3c",,,"wgEncode",,"exp","385M",,5524,,"wgEncodeSydhTfbsK562Tblr1ab24550IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Tblr1ab24550IggrabSig.bigWig","wgEncodeSydhTfbsK562Tblr1ab24550IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Tblr1ab24550IggrabSig.bigWig"
"TBLR1_(NB600-270)","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002848","GSM935574","Snyder","Stanford","PeakSeq1.0","c4f170ccd454708a9833617832e98eda",,,"wgEncode",,"exp","1.2M",,5523,,"wgEncodeSydhTfbsK562Tblr1nb600270IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Tblr1nb600270IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsK562Tblr1nb600270IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Tblr1nb600270IggrabPk.narrowPeak.gz"
"TBLR1_(NB600-270)","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002848","GSM935574","Snyder","Stanford","PeakSeq1.0","3565a94d7ffd6fc662a46931982a5bb7",,,"wgEncode",,"exp","448M",,5523,,"wgEncodeSydhTfbsK562Tblr1nb600270IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Tblr1nb600270IggrabSig.bigWig","wgEncodeSydhTfbsK562Tblr1nb600270IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Tblr1nb600270IggrabSig.bigWig"
"TBP","K562","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000726","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-20#,#2011-07-20#,"wgEncodeEH001825","GSM935495","Snyder","Stanford","PeakSeq1.0","5f961cf9a4a338ac77890f2cbbd41b1c",,"hg19","wgEncode",,"exp","717K",,2536,,"wgEncodeSydhTfbsK562TbpIggmusPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562TbpIggmusPk.narrowPeak.gz","wgEncodeSydhTfbsK562TbpIggmusPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562TbpIggmusPk.narrowPeak.gz"
"TBP","K562","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000726","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-20#,#2011-07-20#,"wgEncodeEH001825","GSM935495","Snyder","Stanford","PeakSeq1.0","df4594180382a8bdd6e02c35800a84bb",,"hg19","wgEncode",,"exp","261M",,2536,,"wgEncodeSydhTfbsK562TbpIggmusSig","None","bigWig","Signal","wgEncodeSydhTfbsK562TbpIggmusSig.bigWig","wgEncodeSydhTfbsK562TbpIggmusSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562TbpIggmusSig.bigWig"
"TFIIIC-110","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000748","GSM935343","Snyder","Harvard",,"0255769bf5158424ac1aa0f59759db60",,"hg18","wgEncode",,"exp","34K",,4165,,"wgEncodeSydhTfbsK562Tf3c110StdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Tf3c110StdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Tf3c110StdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Tf3c110StdPk.narrowPeak.gz"
"TFIIIC-110","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-04-08#,"wgEncodeEH000748","GSM935343","Snyder","Harvard",,"5404e1530a6972064128e6b1f567581f",,"hg18","wgEncode",,"exp","305M",,3056,,"wgEncodeSydhTfbsK562Tf3c110StdSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Tf3c110StdSig.bigWig","wgEncodeSydhTfbsK562Tf3c110StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Tf3c110StdSig.bigWig"
"TR4","K562","wgEncodeSydhTfbs","UCDavis","wgEncodeEH000672","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000682","GSM935374","Snyder","USC",,"d77f4e16aa46dd3955b05e97b773c8d5",,"hg18","wgEncode",,"exp","9.1K",,4165,,"wgEncodeSydhTfbsK562Tr4UcdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Tr4UcdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Tr4UcdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Tr4UcdPk.narrowPeak.gz"
"TR4","K562","wgEncodeSydhTfbs","UCDavis","wgEncodeEH000672","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-04-08#,"wgEncodeEH000682","GSM935374","Snyder","USC",,"35f7060dede50924224d03691574ae2d",,"hg18","wgEncode",,"exp","316M",,3056,,"wgEncodeSydhTfbsK562Tr4UcdSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Tr4UcdSig.bigWig","wgEncodeSydhTfbsK562Tr4UcdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Tr4UcdSig.bigWig"
"UBF_(sc-13125)","K562","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000726","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-28#,#2012-11-28#,"wgEncodeEH002863","GSM935338","Snyder","Stanford","PeakSeq1.0","ca98f991de776737876fa7ed62528aaf",,,"wgEncode",,"exp","621K",,5525,,"wgEncodeSydhTfbsK562Ubfsc13125IggmusPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Ubfsc13125IggmusPk.narrowPeak.gz","wgEncodeSydhTfbsK562Ubfsc13125IggmusPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Ubfsc13125IggmusPk.narrowPeak.gz"
"UBF_(sc-13125)","K562","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000726","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-28#,#2012-11-28#,"wgEncodeEH002863","GSM935338","Snyder","Stanford","PeakSeq1.0","b7d17806fe61541160518845ad150b05",,,"wgEncode",,"exp","297M",,5525,,"wgEncodeSydhTfbsK562Ubfsc13125IggmusSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Ubfsc13125IggmusSig.bigWig","wgEncodeSydhTfbsK562Ubfsc13125IggmusSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Ubfsc13125IggmusSig.bigWig"
"UBTF_(SAB1404509)","K562","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000726","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002850","GSM935642","Snyder","Stanford","PeakSeq1.0","a5cc3f9197a9d86b96881b76f6d8a663",,,"wgEncode",,"exp","885K",,5526,,"wgEncodeSydhTfbsK562Ubtfsab1404509IggmusPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Ubtfsab1404509IggmusPk.narrowPeak.gz","wgEncodeSydhTfbsK562Ubtfsab1404509IggmusPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Ubtfsab1404509IggmusPk.narrowPeak.gz"
"UBTF_(SAB1404509)","K562","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000726","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002850","GSM935642","Snyder","Stanford","PeakSeq1.0","92d3d32965b51a158e43e416fac6be95",,,"wgEncode",,"exp","282M",,5526,,"wgEncodeSydhTfbsK562Ubtfsab1404509IggmusSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Ubtfsab1404509IggmusSig.bigWig","wgEncodeSydhTfbsK562Ubtfsab1404509IggmusSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Ubtfsab1404509IggmusSig.bigWig"
"USF2","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE June 2010 Freeze",,#2010-04-27#,#2011-01-27#,"wgEncodeEH001797","GSM935356","Snyder","Stanford","PeakSeq1.0","ffaffe9000db54e46d06658318118df8",,"hg19","wgEncode",,"exp","179K",,1146,,"wgEncodeSydhTfbsK562Usf2IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Usf2IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsK562Usf2IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Usf2IggrabPk.narrowPeak.gz"
"USF2","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-06#,#2011-09-06#,"wgEncodeEH001797","GSM935356","Snyder","Stanford","PeakSeq1.0","42fb1e508407ae083040191d6a5f8212",,"hg19","wgEncode",,"exp","434M",,3072,,"wgEncodeSydhTfbsK562Usf2IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Usf2IggrabSig.bigWig","wgEncodeSydhTfbsK562Usf2IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Usf2IggrabSig.bigWig"
"XRCC4","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000650","GSM935425","Snyder","Yale",,"53b582d7e33cebdad006cc70b1648caf",,"hg18","wgEncode",,"exp",536,,4165,,"wgEncodeSydhTfbsK562Xrcc4StdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Xrcc4StdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Xrcc4StdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Xrcc4StdPk.narrowPeak.gz"
"XRCC4","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-04-08#,"wgEncodeEH000650","GSM935425","Snyder","Yale",,"0a611e268dcacebe512fef00439427ca",,"hg18","wgEncode",,"exp","320M",,3056,,"wgEncodeSydhTfbsK562Xrcc4StdSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Xrcc4StdSig.bigWig","wgEncodeSydhTfbsK562Xrcc4StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Xrcc4StdSig.bigWig"
"YY1","K562","wgEncodeSydhTfbs","UCDavis","wgEncodeEH000672","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000684","GSM935368","Snyder","USC",,"ef2a46485852ced4e03750fda5db807e",,"hg18","wgEncode",,"exp","75K",,4165,,"wgEncodeSydhTfbsK562Yy1UcdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Yy1UcdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Yy1UcdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Yy1UcdPk.narrowPeak.gz"
"YY1","K562","wgEncodeSydhTfbs","UCDavis","wgEncodeEH000672","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-04-08#,"wgEncodeEH000684","GSM935368","Snyder","USC",,"95ba0b84c89f95f0adabdc16ad5c7015",,"hg18","wgEncode",,"exp","378M",,3056,,"wgEncodeSydhTfbsK562Yy1UcdSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Yy1UcdSig.bigWig","wgEncodeSydhTfbsK562Yy1UcdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Yy1UcdSig.bigWig"
"ZC3H11A_(NB100-74650)","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-31#,#2013-05-01#,"wgEncodeEH003380","GSM1003610","Snyder","Stanford","PeakSeq1.0","f3c6590064e9f00e2d27030c95559992",,,"wgEncode",,"exp","595K",,5527,,"wgEncodeSydhTfbsK562Zc3h11anb10074650IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Zc3h11anb10074650IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsK562Zc3h11anb10074650IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Zc3h11anb10074650IggrabPk.narrowPeak.gz"
"ZC3H11A_(NB100-74650)","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-31#,#2013-05-01#,"wgEncodeEH003380","GSM1003610","Snyder","Stanford","PeakSeq1.0","cefcaa7b3dc68affc2d7743caf13312e",,,"wgEncode",,"exp","382M",,5527,,"wgEncodeSydhTfbsK562Zc3h11anb10074650IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Zc3h11anb10074650IggrabSig.bigWig","wgEncodeSydhTfbsK562Zc3h11anb10074650IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Zc3h11anb10074650IggrabSig.bigWig"
"Znf143_(16618-1-AP)","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-29#,#2012-03-29#,"wgEncodeEH002030","GSM935568","Snyder","Stanford","PeakSeq1.0","259dc65d0d017eadee8cce89dddddf24",,"hg19","wgEncode",,"exp","1.3M",,4458,,"wgEncodeSydhTfbsK562Znf143IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Znf143IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsK562Znf143IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Znf143IggrabPk.narrowPeak.gz"
"Znf143_(16618-1-AP)","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-29#,#2012-03-29#,"wgEncodeEH002030","GSM935568","Snyder","Stanford","PeakSeq1.0","2ca049e6d00939692fe80fbf1ff1fa9e",,"hg19","wgEncode",,"exp","406M",,4458,,"wgEncodeSydhTfbsK562Znf143IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Znf143IggrabSig.bigWig","wgEncodeSydhTfbsK562Znf143IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Znf143IggrabSig.bigWig"
"ZNF263","K562","wgEncodeSydhTfbs","UCDavis","wgEncodeEH000672","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000630","GSM935532","Snyder","USC",,"de9000f06a3f75322cd7456ef370fb0e",,"hg18","wgEncode",,"exp","47K",,4165,,"wgEncodeSydhTfbsK562Znf263UcdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Znf263UcdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Znf263UcdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Znf263UcdPk.narrowPeak.gz"
