primary_cell.hCAGE-mesenchymal precursor cell - ovarian cancer right ovary, donor4.CNhs13096.11837-124H1.hg19.ctss.bed	mesenchymal_20precursor_20cell_20__20ovarian_20cancer_20right_20ovary_2c_20donor4_CNhs13096_11837_124H1_hg19_ctss
primary_cell.hCAGE-migratory langerhans cells, donor1.CNhs13535.11901-125F2.hg19.ctss.bed	migratory_20langerhans_20cells_2c_20donor1_CNhs13535_11901_125F2_hg19_ctss
primary_cell.hCAGE-migratory langerhans cells, donor2.CNhs13536.11902-125F3.hg19.ctss.bed	migratory_20langerhans_20cells_2c_20donor2_CNhs13536_11902_125F3_hg19_ctss
primary_cell.hCAGE-migratory langerhans cells, donor3.CNhs13547.11903-125F4.hg19.ctss.bed	migratory_20langerhans_20cells_2c_20donor3_CNhs13547_11903_125F4_hg19_ctss
primary_cell.hCAGE-nasal epithelial cells, donor1, tech_rep1.CNhs12589.12226-129F3.hg19.ctss.bed	nasal_20epithelial_20cells_2c_20donor1_2c_20tech_rep1_CNhs12589_12226_129F3_hg19_ctss
primary_cell.hCAGE-nasal epithelial cells, donor2.CNhs12574.12227-129F4.hg19.ctss.bed	nasal_20epithelial_20cells_2c_20donor2_CNhs12574_12227_129F4_hg19_ctss
primary_cell.hCAGE-salivary acinar cells, donor1.CNhs12810.11771-123I7.hg19.ctss.bed	salivary_20acinar_20cells_2c_20donor1_CNhs12810_11771_123I7_hg19_ctss
primary_cell.hCAGE-salivary acinar cells, donor2.CNhs12811.11772-123I8.hg19.ctss.bed	salivary_20acinar_20cells_2c_20donor2_CNhs12811_11772_123I8_hg19_ctss
primary_cell.hCAGE-salivary acinar cells, donor3.CNhs12812.11773-123I9.hg19.ctss.bed	salivary_20acinar_20cells_2c_20donor3_CNhs12812_11773_123I9_hg19_ctss
primary_cell.hCAGE-tenocyte, donor1.CNhs12639.11763-123H8.hg19.ctss.bed	tenocyte_2c_20donor1_CNhs12639_11763_123H8_hg19_ctss
primary_cell.hCAGE-tenocyte, donor2.CNhs12640.11765-123I1.hg19.ctss.bed	tenocyte_2c_20donor2_CNhs12640_11765_123I1_hg19_ctss
primary_cell.hCAGE-tenocyte, donor3.CNhs12641.11768-123I4.hg19.ctss.bed	tenocyte_2c_20donor3_CNhs12641_11768_123I4_hg19_ctss
primary_cell.LQhCAGE-Basophils, donor1.CNhs12546.12241-129G9.hg19.ctss.bed	Basophils_2c_20donor1_CNhs12546_12241_129G9_hg19_ctss
primary_cell.LQhCAGE-Basophils, donor2.CNhs12563.12242-129H1.hg19.ctss.bed	Basophils_2c_20donor2_CNhs12563_12242_129H1_hg19_ctss
primary_cell.LQhCAGE-CD133+ stem cells - adult bone marrow derived, pool1.CNhs12552.12224-129F1.hg19.ctss.bed	CD133_2b_20stem_20cells_20__20adult_20bone_20marrow_20derived_2c_20pool1_CNhs12552_12224_129F1_hg19_ctss
primary_cell.LQhCAGE-CD133+ stem cells - cord blood derived, pool1.CNhs12545.12223-129E9.hg19.ctss.bed	CD133_2b_20stem_20cells_20__20cord_20blood_20derived_2c_20pool1_CNhs12545_12223_129E9_hg19_ctss
primary_cell.LQhCAGE-CD14-CD16+ Monocytes, donor1.CNhs13229.11790-124B8.hg19.ctss.bed	CD14_CD16_2b_20Monocytes_2c_20donor1_CNhs13229_11790_124B8_hg19_ctss
primary_cell.LQhCAGE-CD19+ B Cells (pluriselect), donor090309, donation1.CNhs12177.12189-129B2.hg19.ctss.bed	CD19_2b_20B_20Cells_20_28pluriselect_29_2c_20donor090309_2c_20donation1_CNhs12177_12189_129B2_hg19_ctss
primary_cell.LQhCAGE-CD19+ B Cells (pluriselect), donor090309, donation2.CNhs12179.12194-129B7.hg19.ctss.bed	CD19_2b_20B_20Cells_20_28pluriselect_29_2c_20donor090309_2c_20donation2_CNhs12179_12194_129B7_hg19_ctss
primary_cell.LQhCAGE-CD19+ B Cells (pluriselect), donor090309, donation3.CNhs12181.12199-129C3.hg19.ctss.bed	CD19_2b_20B_20Cells_20_28pluriselect_29_2c_20donor090309_2c_20donation3_CNhs12181_12199_129C3_hg19_ctss
primary_cell.LQhCAGE-CD19+ B Cells (pluriselect), donor090325, donation1.CNhs12531.12151-128F9.hg19.ctss.bed	CD19_2b_20B_20Cells_20_28pluriselect_29_2c_20donor090325_2c_20donation1_CNhs12531_12151_128F9_hg19_ctss
primary_cell.LQhCAGE-CD19+ B Cells (pluriselect), donor090325, donation2.CNhs12175.12174-128I5.hg19.ctss.bed	CD19_2b_20B_20Cells_20_28pluriselect_29_2c_20donor090325_2c_20donation2_CNhs12175_12174_128I5_hg19_ctss
primary_cell.LQhCAGE-CD19+ B Cells (pluriselect), donor090612, donation1.CNhs12183.12204-129C8.hg19.ctss.bed	CD19_2b_20B_20Cells_20_28pluriselect_29_2c_20donor090612_2c_20donation1_CNhs12183_12204_129C8_hg19_ctss
primary_cell.LQhCAGE-CD19+ B Cells (pluriselect), donor090612, donation2.CNhs12185.12209-129D4.hg19.ctss.bed	CD19_2b_20B_20Cells_20_28pluriselect_29_2c_20donor090612_2c_20donation2_CNhs12185_12209_129D4_hg19_ctss
primary_cell.LQhCAGE-CD19+ B Cells (pluriselect), donor090612, donation3.CNhs12188.12214-129D9.hg19.ctss.bed	CD19_2b_20B_20Cells_20_28pluriselect_29_2c_20donor090612_2c_20donation3_CNhs12188_12214_129D9_hg19_ctss
primary_cell.LQhCAGE-CD34+ Progenitors, donor1.CNhs13227.11545-120B6.hg19.ctss.bed	CD34_2b_20Progenitors_2c_20donor1_CNhs13227_11545_120B6_hg19_ctss
primary_cell.LQhCAGE-CD34+ Progenitors, donor2.CNhs12205.11625-122B5.hg19.ctss.bed	CD34_2b_20Progenitors_2c_20donor2_CNhs12205_11625_122B5_hg19_ctss
primary_cell.LQhCAGE-CD4+CD25+CD45RA+ naive regulatory T cells, donor1.CNhs13238.11780-124A7.hg19.ctss.bed	CD4_2bCD25_2bCD45RA_2b_20naive_20regulatory_20T_20cells_2c_20donor1_CNhs13238_11780_124A7_hg19_ctss
primary_cell.LQhCAGE-CD4+CD25+CD45RA+ naive regulatory T cells, donor2.CNhs13235.11796-124C5.hg19.ctss.bed	CD4_2bCD25_2bCD45RA_2b_20naive_20regulatory_20T_20cells_2c_20donor2_CNhs13235_11796_124C5_hg19_ctss
primary_cell.LQhCAGE-CD4+CD25-CD45RA- memory conventional T cells, donor1.CNhs13239.11786-124B4.hg19.ctss.bed	CD4_2bCD25_CD45RA__20memory_20conventional_20T_20cells_2c_20donor1_CNhs13239_11786_124B4_hg19_ctss
primary_cell.LQhCAGE-CD4+CD25-CD45RA- memory conventional T cells, donor2.CNhs13237.11798-124C7.hg19.ctss.bed	CD4_2bCD25_CD45RA__20memory_20conventional_20T_20cells_2c_20donor2_CNhs13237_11798_124C7_hg19_ctss
primary_cell.LQhCAGE-CD8+ T Cells (pluriselect), donor090309, donation1.CNhs12176.12186-129A8.hg19.ctss.bed	CD8_2b_20T_20Cells_20_28pluriselect_29_2c_20donor090309_2c_20donation1_CNhs12176_12186_129A8_hg19_ctss
primary_cell.LQhCAGE-CD8+ T Cells (pluriselect), donor090309, donation2.CNhs12178.12191-129B4.hg19.ctss.bed	CD8_2b_20T_20Cells_20_28pluriselect_29_2c_20donor090309_2c_20donation2_CNhs12178_12191_129B4_hg19_ctss
primary_cell.LQhCAGE-CD8+ T Cells (pluriselect), donor090309, donation3.CNhs12180.12196-129B9.hg19.ctss.bed	CD8_2b_20T_20Cells_20_28pluriselect_29_2c_20donor090309_2c_20donation3_CNhs12180_12196_129B9_hg19_ctss
primary_cell.LQhCAGE-CD8+ T Cells (pluriselect), donor090325, donation1.CNhs12201.12148-128F6.hg19.ctss.bed	CD8_2b_20T_20Cells_20_28pluriselect_29_2c_20donor090325_2c_20donation1_CNhs12201_12148_128F6_hg19_ctss
primary_cell.LQhCAGE-CD8+ T Cells (pluriselect), donor090325, donation2.CNhs12199.12171-128I2.hg19.ctss.bed	CD8_2b_20T_20Cells_20_28pluriselect_29_2c_20donor090325_2c_20donation2_CNhs12199_12171_128I2_hg19_ctss
primary_cell.LQhCAGE-CD8+ T Cells (pluriselect), donor090612, donation1.CNhs12182.12201-129C5.hg19.ctss.bed	CD8_2b_20T_20Cells_20_28pluriselect_29_2c_20donor090612_2c_20donation1_CNhs12182_12201_129C5_hg19_ctss
primary_cell.LQhCAGE-CD8+ T Cells (pluriselect), donor090612, donation2.CNhs12184.12206-129D1.hg19.ctss.bed	CD8_2b_20T_20Cells_20_28pluriselect_29_2c_20donor090612_2c_20donation2_CNhs12184_12206_129D1_hg19_ctss
primary_cell.LQhCAGE-CD8+ T Cells (pluriselect), donor090612, donation3.CNhs12187.12211-129D6.hg19.ctss.bed	CD8_2b_20T_20Cells_20_28pluriselect_29_2c_20donor090612_2c_20donation3_CNhs12187_12211_129D6_hg19_ctss
primary_cell.LQhCAGE-Dendritic Cells - monocyte immature derived, donor2.CNhs12195.11308-117C3.hg19.ctss.bed	Dendritic_20Cells_20__20monocyte_20immature_20derived_2c_20donor2_CNhs12195_11308_117C3_hg19_ctss
primary_cell.LQhCAGE-Dendritic Cells - plasmacytoid, donor2.CNhs12196.11309-117C4.hg19.ctss.bed	Dendritic_20Cells_20__20plasmacytoid_2c_20donor2_CNhs12196_11309_117C4_hg19_ctss
primary_cell.LQhCAGE-Dendritic Cells - plasmacytoid, donor3.CNhs12200.11385-118B8.hg19.ctss.bed	Dendritic_20Cells_20__20plasmacytoid_2c_20donor3_CNhs12200_11385_118B8_hg19_ctss
primary_cell.LQhCAGE-Eosinophils, donor1.CNhs12547.12244-129H3.hg19.ctss.bed	Eosinophils_2c_20donor1_CNhs12547_12244_129H3_hg19_ctss
primary_cell.LQhCAGE-Eosinophils, donor2.CNhs12548.12245-129H4.hg19.ctss.bed	Eosinophils_2c_20donor2_CNhs12548_12245_129H4_hg19_ctss
primary_cell.LQhCAGE-Eosinophils, donor3.CNhs12549.12246-129H5.hg19.ctss.bed	Eosinophils_2c_20donor3_CNhs12549_12246_129H5_hg19_ctss
primary_cell.LQhCAGE-Mallassez-derived cells, donor1 (MZH3).CNhs12538.12142-128E9.hg19.ctss.bed	Mallassez_derived_20cells_2c_20donor1_20_28MZH3_29_CNhs12538_12142_128E9_hg19_ctss
primary_cell.LQhCAGE-Mesothelial Cells, donor2.CNhs12197.12156-128G5.hg19.ctss.bed	Mesothelial_20Cells_2c_20donor2_CNhs12197_12156_128G5_hg19_ctss
primary_cell.LQhCAGE-common myeloid progenitor CMP, donor1.CNhs12518.12130-128D6.hg19.ctss.bed	common_20myeloid_20progenitor_20CMP_2c_20donor1_CNhs12518_12130_128D6_hg19_ctss
primary_cell.LQhCAGE-common myeloid progenitor CMP, donor2.CNhs12523.12134-128E1.hg19.ctss.bed	common_20myeloid_20progenitor_20CMP_2c_20donor2_CNhs12523_12134_128E1_hg19_ctss
primary_cell.LQhCAGE-granulocyte macrophage progenitor, donor1.CNhs12519.12131-128D7.hg19.ctss.bed	granulocyte_20macrophage_20progenitor_2c_20donor1_CNhs12519_12131_128D7_hg19_ctss
primary_cell.LQhCAGE-granulocyte macrophage progenitor, donor2.CNhs12524.12135-128E2.hg19.ctss.bed	granulocyte_20macrophage_20progenitor_2c_20donor2_CNhs12524_12135_128E2_hg19_ctss
primary_cell.LQhCAGE-granulocyte macrophage progenitor, donor3.CNhs12528.12139-128E6.hg19.ctss.bed	granulocyte_20macrophage_20progenitor_2c_20donor3_CNhs12528_12139_128E6_hg19_ctss
primary_cell.LQhCAGE-mature adipocyte, donor1.CNhs12558.12231-129F8.hg19.ctss.bed	mature_20adipocyte_2c_20donor1_CNhs12558_12231_129F8_hg19_ctss
primary_cell.LQhCAGE-mature adipocyte, donor2.CNhs12559.12232-129F9.hg19.ctss.bed	mature_20adipocyte_2c_20donor2_CNhs12559_12232_129F9_hg19_ctss
primary_cell.LQhCAGE-mature adipocyte, donor3.CNhs12560.12233-129G1.hg19.ctss.bed	mature_20adipocyte_2c_20donor3_CNhs12560_12233_129G1_hg19_ctss
primary_cell.LQhCAGE-mature adipocyte, donor4.CNhs12562.12234-129G2.hg19.ctss.bed	mature_20adipocyte_2c_20donor4_CNhs12562_12234_129G2_hg19_ctss
primary_cell.LQhCAGE-neutrophil PMN, donor1.CNhs12522.12133-128D9.hg19.ctss.bed	neutrophil_20PMN_2c_20donor1_CNhs12522_12133_128D9_hg19_ctss
primary_cell.LQhCAGE-neutrophil PMN, donor2.CNhs12526.12137-128E4.hg19.ctss.bed	neutrophil_20PMN_2c_20donor2_CNhs12526_12137_128E4_hg19_ctss
primary_cell.LQhCAGE-neutrophil PMN, donor3.CNhs12530.12141-128E8.hg19.ctss.bed	neutrophil_20PMN_2c_20donor3_CNhs12530_12141_128E8_hg19_ctss
primary_cell.LQhCAGE-promyelocytes/myelocytes PMC, donor1.CNhs12520.12132-128D8.hg19.ctss.bed	promyelocytes_2fmyelocytes_20PMC_2c_20donor1_CNhs12520_12132_128D8_hg19_ctss
primary_cell.LQhCAGE-promyelocytes/myelocytes PMC, donor2.CNhs12525.12136-128E3.hg19.ctss.bed	promyelocytes_2fmyelocytes_20PMC_2c_20donor2_CNhs12525_12136_128E3_hg19_ctss
primary_cell.LQhCAGE-promyelocytes/myelocytes PMC, donor3.CNhs12529.12140-128E7.hg19.ctss.bed	promyelocytes_2fmyelocytes_20PMC_2c_20donor3_CNhs12529_12140_128E7_hg19_ctss
timecourse.hCAGE-Aortic smooth muscle cell response to FGF2, 00hr00min, biol_rep1 (LK1).CNhs13339.12642-134G5.hg19.ctss.bed	Aortic_20smooth_20muscle_20cell_20response_20to_20FGF2_2c_2000hr00min_2c_20biol_rep1_20_28LK1_29_CNhs13339_12642_134G5_hg19_ctss
timecourse.hCAGE-Aortic smooth muscle cell response to FGF2, 00hr00min, biol_rep2 (LK2).CNhs13358.12740-135I4.hg19.ctss.bed	Aortic_20smooth_20muscle_20cell_20response_20to_20FGF2_2c_2000hr00min_2c_20biol_rep2_20_28LK2_29_CNhs13358_12740_135I4_hg19_ctss
timecourse.hCAGE-Aortic smooth muscle cell response to IL1b, 00hr00min, biol_rep1 (LK31).CNhs13349.12652-134H6.hg19.ctss.bed	Aortic_20smooth_20muscle_20cell_20response_20to_20IL1b_2c_2000hr00min_2c_20biol_rep1_20_28LK31_29_CNhs13349_12652_134H6_hg19_ctss
timecourse.hCAGE-Aortic smooth muscle cell response to IL1b, 00hr00min, biol_rep2 (LK32).CNhs13369.12750-136A5.hg19.ctss.bed	Aortic_20smooth_20muscle_20cell_20response_20to_20IL1b_2c_2000hr00min_2c_20biol_rep2_20_28LK32_29_CNhs13369_12750_136A5_hg19_ctss
timecourse.hCAGE-H9 Embryoid body cells, melanocytic induction, day00, biol_rep1 (H9EB-1 d0).CNhs12822.12627-134E8.hg19.ctss.bed	H9_20Embryoid_20body_20cells_2c_20melanocytic_20induction_2c_20day00_2c_20biol_rep1_20_28H9EB_1_20d0_29_CNhs12822_12627_134E8_hg19_ctss
timecourse.hCAGE-H9 Embryoid body cells, melanocytic induction, day00, biol_rep2 (H9EB-2 d0).CNhs12825.12725-135G7.hg19.ctss.bed	H9_20Embryoid_20body_20cells_2c_20melanocytic_20induction_2c_20day00_2c_20biol_rep2_20_28H9EB_2_20d0_29_CNhs12825_12725_135G7_hg19_ctss
timecourse.hCAGE-H9 Embryoid body cells, melanocytic induction, day00, biol_rep3 (H9EB-3 d0).CNhs12908.12823-136I6.hg19.ctss.bed	H9_20Embryoid_20body_20cells_2c_20melanocytic_20induction_2c_20day00_2c_20biol_rep3_20_28H9EB_3_20d0_29_CNhs12908_12823_136I6_hg19_ctss
timecourse.hCAGE-H9 Embryonic Stem cells, biol_rep2 (H9ES-2).CNhs12824.12724-135G6.hg19.ctss.bed	H9_20Embryonic_20Stem_20cells_2c_20biol_rep2_20_28H9ES_2_29_CNhs12824_12724_135G6_hg19_ctss
timecourse.hCAGE-H9 Embryonic Stem cells, biol_rep3 (H9ES-3).CNhs12837.12822-136I5.hg19.ctss.bed	H9_20Embryonic_20Stem_20cells_2c_20biol_rep3_20_28H9ES_3_29_CNhs12837_12822_136I5_hg19_ctss
timecourse.hCAGE-HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day00, biol_rep3 (UH-3).CNhs13738.13366-143F9.hg19.ctss.bed	HES3_GFP_20Embryonic_20Stem_20cells_2c_20cardiomyocytic_20induction_2c_20day00_2c_20biol_rep3_20_28UH_3_29_CNhs13738_13366_143F9_hg19_ctss
timecourse.hCAGE-Lymphatic Endothelial cells response to VEGFC, 00hr00min, biol_rep1 (MM XIX - 1).CNhs11936.12260-130A1.hg19.ctss.bed	Lymphatic_20Endothelial_20cells_20response_20to_20VEGFC_2c_2000hr00min_2c_20biol_rep1_20_28MM_20XIX_20__201_29_CNhs11936_12260_130A1_hg19_ctss
timecourse.hCAGE-Lymphatic Endothelial cells response to VEGFC, 00hr00min, biol_rep2 (MM XIV - 1).CNhs13157.12382-131E6.hg19.ctss.bed	Lymphatic_20Endothelial_20cells_20response_20to_20VEGFC_2c_2000hr00min_2c_20biol_rep2_20_28MM_20XIV_20__201_29_CNhs13157_12382_131E6_hg19_ctss
timecourse.hCAGE-Lymphatic Endothelial cells response to VEGFC, 00hr00min, biol_rep3 (MM XXII - 1 ).CNhs13276.12504-133A2.hg19.ctss.bed	Lymphatic_20Endothelial_20cells_20response_20to_20VEGFC_2c_2000hr00min_2c_20biol_rep3_20_28MM_20XXII_20__201_20_29_CNhs13276_12504_133A2_hg19_ctss
timecourse.hCAGE-MCF7 breast cancer cell line response to EGF1, 00hr00min, biol_rep2.CNhs12475.13097-140D1.hg19.ctss.bed	MCF7_20breast_20cancer_20cell_20line_20response_20to_20EGF1_2c_2000hr00min_2c_20biol_rep2_CNhs12475_13097_140D1_hg19_ctss
timecourse.hCAGE-MCF7 breast cancer cell line response to EGF1, 00hr00min, biol_rep3.CNhs12703.13163-141B4.hg19.ctss.bed	MCF7_20breast_20cancer_20cell_20line_20response_20to_20EGF1_2c_2000hr00min_2c_20biol_rep3_CNhs12703_13163_141B4_hg19_ctss
timecourse.hCAGE-Melanocyte, donor1 (MC+1).CNhs12816.12641-134G4.hg19.ctss.bed	Melanocyte_2c_20donor1_20_28MC_2b1_29_CNhs12816_12641_134G4_hg19_ctss
timecourse.hCAGE-Melanocyte, donor2 (MC+2).CNhs13156.12739-135I3.hg19.ctss.bed	Melanocyte_2c_20donor2_20_28MC_2b2_29_CNhs13156_12739_135I3_hg19_ctss
timecourse.hCAGE-Melanocyte, donor3 (MC+3).CNhs13406.12837-137B2.hg19.ctss.bed	Melanocyte_2c_20donor3_20_28MC_2b3_29_CNhs13406_12837_137B2_hg19_ctss
timecourse.hCAGE-Monocyte-derived macrophages response to udorn influenza infection, 00hr00min, donor2 (150_120:Ud_0h).CNhs13646.13317-143A5.hg19.ctss.bed	Monocyte_derived_20macrophages_20response_20to_20udorn_20influenza_20infection_2c_2000hr00min_2c_20donor2_20_28150_120_3aUd_0h_29_CNhs13646_13317_143A5_hg19_ctss
timecourse.hCAGE-Monocyte-derived macrophages response to udorn influenza infection, 00hr00min, donor3 (536_119:Ud_0h).CNhs13650.13323-143B2.hg19.ctss.bed	Monocyte_derived_20macrophages_20response_20to_20udorn_20influenza_20infection_2c_2000hr00min_2c_20donor3_20_28536_119_3aUd_0h_29_CNhs13650_13323_143B2_hg19_ctss
timecourse.hCAGE-Monocyte-derived macrophages response to udorn influenza infection, 00hr00min, donor4 (227_121:Ud_0h).CNhs13639.13311-142I8.hg19.ctss.bed	Monocyte_derived_20macrophages_20response_20to_20udorn_20influenza_20infection_2c_2000hr00min_2c_20donor4_20_28227_121_3aUd_0h_29_CNhs13639_13311_142I8_hg19_ctss
timecourse.hCAGE-Myoblast differentiation to myotubes, day00, control donor1.CNhs13847.13469-144I4.hg19.ctss.bed	Myoblast_20differentiation_20to_20myotubes_2c_20day00_2c_20control_20donor1_CNhs13847_13469_144I4_hg19_ctss
timecourse.hCAGE-Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr00min, biol_rep2 (A2 T0).CNhs12859.12760-136B6.hg19.ctss.bed	Saos_2_20osteosarcoma_20treated_20with_20ascorbic_20acid_20and_20BGP_20to_20induce_20calcification_2c_2000hr00min_2c_20biol_rep2_20_28A2_20T0_29_CNhs12859_12760_136B6_hg19_ctss
timecourse.hCAGE-Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr00min, biol_rep3 (A3 T0).CNhs12952.12858-137D5.hg19.ctss.bed	Saos_2_20osteosarcoma_20treated_20with_20ascorbic_20acid_20and_20BGP_20to_20induce_20calcification_2c_2000hr00min_2c_20biol_rep3_20_28A3_20T0_29_CNhs12952_12858_137D5_hg19_ctss
timecourse.hCAGE-iPS differentiation to neuron, control donor C11-CRL2429, day00, rep2.CNhs13822.13425-144D5.hg19.ctss.bed	iPS_20differentiation_20to_20neuron_2c_20control_20donor_20C11_CRL2429_2c_20day00_2c_20rep2_CNhs13822_13425_144D5_hg19_ctss
timecourse.hCAGE-iPS differentiation to neuron, control donor C32-CRL1502, day00, rep1.CNhs13826.13433-144E4.hg19.ctss.bed	iPS_20differentiation_20to_20neuron_2c_20control_20donor_20C32_CRL1502_2c_20day00_2c_20rep1_CNhs13826_13433_144E4_hg19_ctss
timecourse.hCAGE-iPS differentiation to neuron, control donor C32-CRL1502, day00, rep2.CNhs13839.13437-144E8.hg19.ctss.bed	iPS_20differentiation_20to_20neuron_2c_20control_20donor_20C32_CRL1502_2c_20day00_2c_20rep2_CNhs13839_13437_144E8_hg19_ctss
timecourse.hCAGE-mesenchymal stem cells (adipose derived), adipogenic induction, 00hr00min, biol_rep2.CNhs13420.13230-141I8.hg19.ctss.bed	mesenchymal_20stem_20cells_20_28adipose_20derived_29_2c_20adipogenic_20induction_2c_2000hr00min_2c_20biol_rep2_CNhs13420_13230_141I8_hg19_ctss
timecourse.hCAGE-mesenchymal stem cells (adipose derived), adipogenic induction, 00hr00min, biol_rep3.CNhs13421.13231-141I9.hg19.ctss.bed	mesenchymal_20stem_20cells_20_28adipose_20derived_29_2c_20adipogenic_20induction_2c_2000hr00min_2c_20biol_rep3_CNhs13421_13231_141I9_hg19_ctss
tissue.hCAGE-Clontech Human Universal Reference Total RNA, pool1.CNhs10608.10000-101A1.hg19.ctss.bed	Clontech_20Human_20Universal_20Reference_20Total_20RNA_2c_20pool1_CNhs10608_10000_101A1_hg19_ctss
tissue.hCAGE-Fingernail (including nail plate, eponychium and hyponychium), donor2.CNhs13445.10301-104H4.hg19.ctss.bed	Fingernail_20_28including_20nail_20plate_2c_20eponychium_20and_20hyponychium_29_2c_20donor2_CNhs13445_10301_104H4_hg19_ctss
tissue.hCAGE-SABiosciences XpressRef Human Universal Total RNA, pool1.CNhs10610.10002-101A5.hg19.ctss.bed	SABiosciences_20XpressRef_20Human_20Universal_20Total_20RNA_2c_20pool1_CNhs10610_10002_101A5_hg19_ctss
tissue.hCAGE-Skin - palm, donor1.CNhs13458.10286-104F7.hg19.ctss.bed	Skin_20__20palm_2c_20donor1_CNhs13458_10286_104F7_hg19_ctss
tissue.hCAGE-Universal RNA - Human Normal Tissues Biochain, pool1.CNhs10612.10007-101B4.hg19.ctss.bed	Universal_20RNA_20__20Human_20Normal_20Tissues_20Biochain_2c_20pool1_CNhs10612_10007_101B4_hg19_ctss
tissue.hCAGE-Urethra, donor2.CNhs13464.10319-105A4.hg19.ctss.bed	Urethra_2c_20donor2_CNhs13464_10319_105A4_hg19_ctss
tissue.hCAGE-achilles tendon, donor2.CNhs13435.10292-104G4.hg19.ctss.bed	achilles_20tendon_2c_20donor2_CNhs13435_10292_104G4_hg19_ctss
tissue.hCAGE-adipose tissue, adult, pool1.CNhs10615.10010-101C1.hg19.ctss.bed	adipose_20tissue_2c_20adult_2c_20pool1_CNhs10615_10010_101C1_hg19_ctss
tissue.hCAGE-adrenal gland, adult, pool1.CNhs11793.10081-102A9.hg19.ctss.bed	adrenal_20gland_2c_20adult_2c_20pool1_CNhs11793_10081_102A9_hg19_ctss
tissue.hCAGE-amygdala - adult, donor10196.CNhs13793.10167-103B5.hg19.ctss.bed	amygdala_20__20adult_2c_20donor10196_CNhs13793_10167_103B5_hg19_ctss
tissue.hCAGE-amygdala, adult, donor10252.CNhs12311.10151-102I7.hg19.ctss.bed	amygdala_2c_20adult_2c_20donor10252_CNhs12311_10151_102I7_hg19_ctss
tissue.hCAGE-aorta, adult, pool1.CNhs11760.10052-101G7.hg19.ctss.bed	aorta_2c_20adult_2c_20pool1_CNhs11760_10052_101G7_hg19_ctss
tissue.hCAGE-appendix, adult.CNhs12842.10189-103D9.hg19.ctss.bed	appendix_2c_20adult_CNhs12842_10189_103D9_hg19_ctss
tissue.hCAGE-artery, adult.CNhs12843.10190-103E1.hg19.ctss.bed	artery_2c_20adult_CNhs12843_10190_103E1_hg19_ctss
tissue.hCAGE-bladder, adult, pool1.CNhs10616.10011-101C2.hg19.ctss.bed	bladder_2c_20adult_2c_20pool1_CNhs10616_10011_101C2_hg19_ctss
tissue.hCAGE-blood, adult, pool1.CNhs11761.10053-101G8.hg19.ctss.bed	blood_2c_20adult_2c_20pool1_CNhs11761_10053_101G8_hg19_ctss
tissue.hCAGE-bone marrow, adult.CNhs12845.10192-103E3.hg19.ctss.bed	bone_20marrow_2c_20adult_CNhs12845_10192_103E3_hg19_ctss
tissue.hCAGE-brain, adult, donor1.CNhs11796.10084-102B3.hg19.ctss.bed	brain_2c_20adult_2c_20donor1_CNhs11796_10084_102B3_hg19_ctss
tissue.hCAGE-brain, adult, pool1.CNhs10617.10012-101C3.hg19.ctss.bed	brain_2c_20adult_2c_20pool1_CNhs10617_10012_101C3_hg19_ctss
tissue.hCAGE-brain, fetal, pool1.CNhs11797.10085-102B4.hg19.ctss.bed	brain_2c_20fetal_2c_20pool1_CNhs11797_10085_102B4_hg19_ctss
tissue.hCAGE-breast, adult, donor1.CNhs11792.10080-102A8.hg19.ctss.bed	breast_2c_20adult_2c_20donor1_CNhs11792_10080_102A8_hg19_ctss
tissue.hCAGE-caudate nucleus - adult, donor10196.CNhs13802.10177-103C6.hg19.ctss.bed	caudate_20nucleus_20__20adult_2c_20donor10196_CNhs13802_10177_103C6_hg19_ctss
tissue.hCAGE-caudate nucleus, adult, donor10252.CNhs12321.10164-103B2.hg19.ctss.bed	caudate_20nucleus_2c_20adult_2c_20donor10252_CNhs12321_10164_103B2_hg19_ctss
tissue.hCAGE-cerebellum - adult, donor10196.CNhs13799.10173-103C2.hg19.ctss.bed	cerebellum_20__20adult_2c_20donor10196_CNhs13799_10173_103C2_hg19_ctss
tissue.hCAGE-cerebellum, adult, donor10252.CNhs12323.10166-103B4.hg19.ctss.bed	cerebellum_2c_20adult_2c_20donor10252_CNhs12323_10166_103B4_hg19_ctss
tissue.hCAGE-cerebellum, adult, pool1.CNhs11795.10083-102B2.hg19.ctss.bed	cerebellum_2c_20adult_2c_20pool1_CNhs11795_10083_102B2_hg19_ctss
tissue.hCAGE-cerebral meninges, adult.CNhs12840.10188-103D8.hg19.ctss.bed	cerebral_20meninges_2c_20adult_CNhs12840_10188_103D8_hg19_ctss
tissue.hCAGE-cerebrospinal fluid, donor2.CNhs13437.10294-104G6.hg19.ctss.bed	cerebrospinal_20fluid_2c_20donor2_CNhs13437_10294_104G6_hg19_ctss
tissue.hCAGE-cervix, adult, pool1.CNhs10618.10013-101C4.hg19.ctss.bed	cervix_2c_20adult_2c_20pool1_CNhs10618_10013_101C4_hg19_ctss
tissue.hCAGE-colon, adult, donor1.CNhs11794.10082-102B1.hg19.ctss.bed	colon_2c_20adult_2c_20donor1_CNhs11794_10082_102B1_hg19_ctss
